,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.166991212051655,0,0,0,0,0,-0.192225544533283,0,0,0,0,0,0,0,0,0,0,-0.022094684361216,0,0,0.384568708796829,-0.0313560315604793,0,0,0,0.430692668847646,0,-4.33680868994202e-19,0,0,-0.0693931246845775,0,0,0,-0.0344529612856358,0,0,0,0,0,0.0233542329818215,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.17358703143236,0,0,0,0.371382225585435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197297021165851,0,0,0.0121413765475783,0,0,0,0,0,0,0,0,0,0,0,0,0.1489241073077,0
X601939.CH.EQUITY,0,0,0,0.771517333119781,0,0,0,0,0,0,0.101780019829531,0,0,0,0,0.112938667472752,0,0,0,0,0,0,0,0,0.0100409868329433,0,0,0.0677985069226418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581072419401324
X601288.CH.EQUITY,0,0,0.946279069091055,0,-0.0368874467490243,0,0,-0.0324704085918386,0,0,0,0,0,0,0,0,0,0,0,0,0.0789094963182475,0,0,0,0,0.0717843220612396,0,0,0,0,0,0.0496706156429984,0,0,0,0,0,0,-0.0587020462882581,-0.00319647833614753,0,-0.0872622935968171,0,0,0,0,0,0,0,0,-0.0472613230759796,0
X601628.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.243171761110248,0,0,0,0,0,0,0,0,0.445580966454185,0,0,0,0,0,0,0,0,-0.0559497809479718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105129902058167,0,0.373783538572978,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.371042193085552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157717813517616,0,0,0,0,0,0,0,0.160521446347305,0,0,0,0,0,0,0,0,0,0,0,0.0563121874528788,0,0,0,0,0,0,0.0493757719219875,0,0,0,0,0.0296413672203756,-0.0116928260132315,0
X601988.CH.EQUITY,0,0,0,0.0587814788353446,0,0.0230709436930091,0,0,-0.0624775106870809,-0.00894157346199963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070681630002975,0,0,0,0,0,-0.0272630298789595,0,0,0,0,0,0,0,0,0,0,0,0,-0.128520775375504,0,1.00102706418379,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.153743179796272,0,0,0,0.171395762966128,0,0,0,0,0,0,0,0,0.31373333278747,0,0,0.0492473043495954,0,0,-0.0722897943165593,0,0.0468311448203674,0,0,0,0,0,0.0941903531715273,0.0620698850081268,0,0,0,0,0.162488287523429,0,0,0,0,0,0,0,0,-0.0140927623179641
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0521732180122361,0,0,0,0,0,0,0,0,0.083086297473762,0,0.556619277088548,0,0,0,0,0,0,0,0,0,0.0266846999078426,0,0,0,0.198225944641411,0.259125289400076,0.329753750849711,0,0,0,0.23589698104253,0,0
X388.HK.EQUITY,0,0.212759429463132,0,0,0.170888030146281,0,0,0.042169715853915,-0.0550202094826293,0,0,0,0,0,0,0,0,-0.07278662298142,0,0,0.0372991068636813,0,0.178685173887548,0,0.135864271929911,0,0,0,0,0,0,0,0,0,0,0,0,0.232630522908708,0,0,0,0,0,0,-0.145741067784394,0.0918420821849654,0,0,0,-0.0719087873678371,0.230222179089765,0
X601658.CH.Equity,0,0.0205021245355554,0.188988515654534,0.149101681909167,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0375652372307324,0,0.0490802137007045,0,0,0,0,0,0,0,0,0.18057648327174,0,0,0,0,0,0,0,0,0,0.00535321911262115,0,0,-0.038042963491128,0.128129389299166,0,0,0,0,0,0.0727843430183008,0,0,0.0519748583866989,0,0
X600030.CH.EQUITY,0,0,0,0,0.0135227783126336,0,0,0,-0.000849370545226941,0.110562805742727,0,0,0,0.333061100362566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487049725637687,0,0,0.0746656392048798,0,0,0.182414091176881,0,0,0,-0.0557920197284823,0.15375759782926,0,0,0,0.210872877860796,0,0,0,0.0449211622909612
X601166.CH.EQUITY,0,0,0.0325950599184222,0,0,0.0440388293468451,0.190202097249456,0,0,0,0,0,0,0,0,0.0645999521300524,0,0,0,0,0,0.0616960746044476,0.0660993853767168,0.374724060885688,0,0,0.0169901341963853,0,0,0,0,0,0,0.00343942886181849,0,0,0.0576360047711491,0,0,0,0,0,0,0,0,0,0,0,0.176136998548421,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0299280010764528,-1.73472347597681e-18,0,0,0,0,0,0.717401049287028,0,0,0.0245005248392381,0,0,0,-0.0314644371035826,0,0,0,0,0,0,0,0,0,0,0,0,-0.00273034673284015,0,0,0,0.000906568179049473,0,0,0.116698270177825,0,0,0,0.0663785506912753,0.00659438492805859,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.183792263522383,-0.17207509996316,0,0,0,0.259936528252343,0,0,0,0.15937427536325,0.351977966735754,0,0,0,0,0,0,0.039900901420787,0,0.026977711986491,0,0,0,0,0,-0.167105404735931,-0.00907935704158842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304337037698986,0,0,0,0,0.0445133630567497,0.0163208917316831
X000001.CH.EQUITY,0,0,0,0,0,0.191920102186699,0,0,0,0,0,0,0,0,0.10847006697688,0,0,0.105421916090047,0,0.0754679329329959,0,0,0,0,0,0.32222079563562,0,0,0,0,-0.212835709814943,0.0519727963391803,0,0,0,0,0,0,0.254654046334276,0,0,0,0,0.0169579321249905,0,0,0,0,0,0,-0.013313159928766,0
X601328.CH.EQUITY,0.0329356398256333,0,0,0.222591685602594,0,0,0,0,0,0,0,0.0359118636159685,0,0,0,0,0,0.0603179107235493,0,0,0,0.376890860235219,0,0,0,0,0,0,0,0,0,0.0389611661442296,0,0,0,0,0,0,0.0491656879656675,0,0,0,0,0.000598748404681226,0.0839831688782772,1.73472347597681e-18,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.0158993643937987,0,0.495129722733258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976433665221065,0,0,0,0.0322578304619846,0,0,0,0,0,0,0,0,0,0.544497365295793,0,0,0,0,0,0,0,0.131229672484994,0,0
X601601.CH.EQUITY,0,0.380064541394184,0,0,0.101273155115282,0,0,-0.101747204920673,0,0,0,0,0,0,0.075852493779092,0.172693201161167,0,0,0,0.144230463543039,0,0,0,0,0.0295573663160492,0.0159622652750988,0,0,0,0,0,0,0,0,0.213764362210231,0,0,0.00616783617078832,0,0,0,0.0686614769504082,0,0,0.0299712643134446,0,0,0,0,0,0,-0.0987767329805553
