,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X000776.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0663753120875545,0.432979696874055,0,0,0,0,0,0,-0.0182527359600785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317218243136863,0,0,0,0,0,0,0,0,0.0523294747543369,0.181524660467725,0,0,0,0,0,0,0,0,0,0.0483844753838471,0.0601472298622495,0.269743377950514,0,-2.16840434497101e-19
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.151756030423788,0,0.0601098269846281,0,0,0.0679333601572454,0,0,0,1.73472347597681e-18,0.224578075156421,0.205203320440037,0,0,0,0,0,0,0.107262491357664,0,0,0,0,0,0,0,0,0,0.0444817214291185,0.000121253787264624,0,0,0,0,0,0,0.03527382382623,0,0,0,0,0,0.0555725839722231,-0.031560642476617
X601939.CH.EQUITY,0,0,0,0.209796068119289,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0242351823356981,-0.207766646600177,0.803679188118008,0.0926649805420341,0,0,0.0263275433720885,0.0294202369686404,-0.11866820415766,0,0,0,0,0,-0.0704685405232371,0,0,0,0,0,0,0,-0.131392392160863,0,0,0,0,0,0,0,0.0358126685652675,0.0948177633070125
X601288.CH.EQUITY,0.301355831416376,0,0,0,0,0,0.284465603667378,0,0,0,0.0362558910629853,0,0,0,0,0.176163145580613,0,0.00437537381199619,0,0,0,0.0308328733030855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175248939230431,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.190603733697233,0,0,0,0.0717984471771293,0.0936798358850932,0,0,0,0,0,0,0.216091850923366,0,0,0,0,0,0,0,0,0,0,0.0303358941248253,0.336641486590541,0,0,0,0,0,0.0927885417535134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00190018571213616,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0250205894591932,0,0,0,0,0,0,0,0.139145034019275,0,0,0,0.067694708075488,0,0,0,-0.0650795183740066,0,0,0,0.0448747945320797,0,0,0.248935780775881,0,0.068147041094466,0,0,0.501800531386797,0,0,-0.0213701558082487,0,0.0612189170086688,0,0,0,0,0,0,0,0.109058543330295,0
X601988.CH.EQUITY,0.147210346520863,0.0295151120977186,0.0198796266472136,0.115446432239716,0.351248227794961,0,0,0,0,0,0,0,0,0,0,0.146862193486528,0,0,0,0,0,0,0,0,0,0,0.0782876461721121,0,0,0,0,0,-0.1332711339105,0,0,0,0.225546321466173,0,0,0,0,0,0,-0.068397776833565,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0421124768101396,-0.0329569205833292,0,0,-0.000248372724529277,0,0,0.118890515770878,0,0,0,-0.168453209386842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21979504893017,0.0306070894954749,0,0,0,0,0,0,0,0,0,0,0.142886637494887,0.14562764193228,0.0315422810246815,0,0.0710881361504974,0.0607379715273076,0,0.180789016089392,0,0.132670142603993,0,0,0
X5.HK.EQUITY,0,0,0,0.0104626875676221,0,0,0.0156133916070699,0,0,0,0,0,0,0.0531409949438376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146567497696551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272125092785904,0.468203305533159,0,0,0.170911495081216,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,-2.16840434497101e-19,0,0.149597321186659,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284081384697173,0.492155418093565,0,0,0,0,0,0,0.155935149268966,0,0,0.124183518111921,0.176814541155181,0,0,0,0.0271710276299794,0,0,0,0,0.0781573225340599,0.0359729890339469,0,-0.0248628633423727,-0.17313719014487,0.0757006841811373,0,0,0,0,0
X601658.CH.Equity,0.209000396214921,0,0,0,0.0643485662746281,0,0.0429458278993151,0,0,0,0,0.0817174034983031,0,0.0861859722470155,0,0,0,0,0.246870731155116,0,0.0373520084561342,0,0,0,0.00834283623716383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0426696344778524,0.0267368407748789,-0.134533713969337,-0.0175737364357681,0,0,0,0.0748283450341014,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0549497273041158,0,0,0,0,0,0,0,0,0,0,0,0.133560530616805,0,0,0,0,0.345506901811838,-0.0280737476761622,0.0480650488743339,0,0,0,0,0.0797006353116125,0,0,0,0,0,0,0,0.124575244759418,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622133613057576,0,0,0.190446375004967,0,0.087671682352466,0,0,0,0,0,-0.152046060136674,0,0,0,-0.00282584276050993,0,0,0.077612561053531,0,0,0,0.0173606816035796,0.109500107607624,-0.0451401635799511,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.448380277212004,0,0,0,0,0,0,0,0,0,0,0.0750382355996152,0,0,0,0,0,0,0,0,0.0387672459143344,0.272154391926,-0.254009038501828,0,0.106444488508,0,0.0676944939336178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361054857819212,0
