,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601066.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.379927388063918,0,0,0,0,0,0.132112713053708,0,0,0,0,0,0,0,0,-0.0308030095340915,0,0,0,0,0,0,0,0,0,0.257946155936215,0,0,0.112164923894585,0,0,0,0.0181451141230754,-0.148784003837722,0,0,0,0,0,0,0,0,0,0,-0.145867652976123,0.20168728149908,0,0.00659514689889894,0,-0.135735334485728,0
X601939.CH.EQUITY,0.150078893189383,0,0,0.251218735835517,0,0,0,0,0,0,0,0,0,0.242535634487611,-0.0726810893621325,0,0,0,0,0,-0.0677697649484783,0.0316904230258966,0,0,0,0.343494760169001,0,0,0,0,-0.0846776314131715,0,0,0,0,0,0,0,-0.0479942113258292,0,0,0,-0.0549624624862573,0,0,0,0,0,0.153487225311803,0,0,0
X601318.CH.EQUITY,0.0160048537769101,0,0,0,0.232707529010337,0,0,0,0,0,0,0,0.110460575396667,0,0,0,0,0,4.33680868994202e-19,0.0864214433461399,0,0,0,0,0.112137434315241,0,0,0,0,0,0,0,0,0,0,0.163787401758874,0,0,0,0.0953302674372722,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.236491840649687,0.0472467580256659,0,0.4030908450828,0,0,0,0,0,0.158411222420658,0,0.0975636855277025,0,0,-0.0195799896748381,0.0829569341164317,0,0,0,0,0.0144580637360586,0,0,0,0,0,0,0,0.0522669465984288,4.33680868994202e-19,0,-0.0456176066830681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,-0.03816254896555,-0.0723289394500577,0,0
X601988.CH.EQUITY,0,0,0,0.38704133056315,0,0,0.0273678221698428,0,0,0.302099991988108,0,0,0,0,0,0.324176319740351,0,0,0.0235836195895187,0.0816867236408574,1.38777878078145e-17,0.128309578050624,0,-0.0563961262264199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.468902000492237,0,0,0,0.0553201109550905,0,0,0,0,0,0,0,0.331845104795877,0
X600036.CH.EQUITY,0,0.157851941037811,0.0170525844100425,0,0,0,0,0.0278579343567131,0,0,0,0,0.0638437732686637,0,0,0,0,0,0.0990425848673857,0,0,0,0,0,0.23588549172089,0,0,0,0,0,0,0,0,0.377413263562961,0,0,0,0,0,0,0.067661957614531,0,0,0,0,0,0,0.0793034637974047,4.33680868994202e-19,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0208198604985034,0,0.120935025192079,0,0,0.0765977513879229,0,6.93889390390723e-18,0.293967218406804,0,0,0,0,0,0,0.0257859478273496,0,0,0,0,0,0,0.0325718832675948,0,0,0,0,0,6.93889390390723e-18,0,0,0.340556457120709,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.104938525902212,0,0,0,0,0,-0.100297368739311,0,0,0,0,0.0409036704870133,0,0,0,0,0,0.398610226277936,0,0.210601894348584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280350835888919,0,0.00488021093640581,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132833805445335,0,-0.135325213316055,0,-0.0101557159685864,0,0,0,-0.395458528134153,0.807364362198001,0,0,0.574298230576194,0,0,0.195024037713288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109315882056081,0,0,0,0,0,0
X601658.CH.Equity,0,0.0263327618215489,0,0.0388853427675353,0.0963594516280289,0,0,0,0,0,0,-0.0345883945429094,0,0.0548623312059127,0,0,0,0,0.140856878379722,0.233544036438066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333191257753887,0,0.134106533620737,-0.159238562080826,0,0,-0.134201852822566,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.298039872363266,0.201561314794604,0,0,0,0,0,0,0,0,0,0.0286633241173606,0,0.00861488800402432,0.177175884941966,0,0,0,0,0,0,0.0560600496525702,0,0,-0.0513485493473129,0,0,0,0,0.125890542628267,0.0602262205944061,0.0475026812640295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346352138159074
X388.HK.EQUITY,0,0,0.294246248086248,0,0,0,0,0,0,0,0,0,0.00287541437209589,0,0,0,0,0.0445953955254426,0,0,0,0.0390323486497097,0.0393053832882834,0,0,0,0,0,0,0,0,0.0929387292259152,0,0,0,0.0383954207506975,0,0,0,0.0407239142981005,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0553138968968074,0,0,0.346188589127316,0,0,0,0.00882132349761767,0.0652225653508998,0,0,0,0.056726983287695,0,0,0,0.0162786797607918,0,0,0.0537521741848109,0,0,0,0,0,0,0,0.267372097102916,0,0,0,0,0,0,0.046143113432865,0,0,0,0,0,0,0,0,0,0,0,0.117323702552885,0,0,0
X600000.CH.EQUITY,0,0,0,0.180514381496503,0,0.00731180395990916,0,0.0159635735855483,0,0,0,0,0.350112614321175,0,0,0,0,0,0,0,0,0.0258864191833648,0,0,0,0.0733613772714902,0,0,0.163159107648058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183829171821819,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00850762677742989,0,0,0,0,0.085371990871767,0,0,0,0.150519339880661,0,0.0581195436283019,0,0,0,0,0,0.0714575483357863,0,0,0.30339435988275,0.171090557361521,0,0.0209550601702098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0281491522298691,0,0,0,0,0,0,0.0622393571409133,0,0.36908386688834,0,0,0,0,0,0,0,0,0,0,0,0.28942875540385,0,0.0804032924814264,0.0321870151710738,0,0,0.0757122485183144,0.0352621088452577,0,-4.33680868994202e-19,0.0508292469847658,0,0,0,0,0,0,0,0,0.0380655897421915
X16.HK.EQUITY,0,0,0,0,0,0,0.342755107186703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054038495181679,0.185253904599655,0,0,0,0,0,0,0.0157506697840891,0,0,0.0156260734592846,0,-0.0229664410964128,0,0,0.337605612938446,0,0,0.13688003982264,-0.127481424390017,0,0.0745943343494142,0,0,0,0,0,0,-0.00836962489646671,0,0
X688.HK.EQUITY,0,0,0,6.93889390390723e-18,0,0,0.0407770241010369,0,0,0,0,0,0,0.200159832334299,0,0,0,0,0,0,0,0,0,0,0,0,0.271614273598093,0,0.0154872861860953,0,0,0,0,0,0,0,0.280584372359494,0.0668863928476987,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0844086712848142,0,0,0,0
