,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.00582100575939463,0.357430893399731,0,0,0.0816083297356575,0,0,0,0,0,0,0,0,0.039248977023572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0319453526092233,0,0,0.203889555002008,0,0,0,0.0252410462866601,0,0,0,0,0,0,0,0,0.206233895315854,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.00986747720588464,0,0,0,0.147643597552651,0,0.0587493117929837,0,0.0913935185090452,0,0,0,0,0,0.211332689008232,0,0.216414213201954,0,0,0,0,0,0,-0.0108301287794218,0,0.0828207657539642,0,0,0,0,0.0139825661908663,0,0,0.0514952194688354,0,0,0,0,0,0.0169824940405009,0,0,0,0,0,0,0.0728672499742294,-0.010232961916417
X601939.CH.EQUITY,0,0.0422036045093516,0,0.217700248504837,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0200332571352475,0,0,0,0,0,0.0373264263091894,0,0.79639088042955,0.0951127592824112,-0.196789652445437,-0.112637046582108,3.46944695195361e-18,0,0,0,0.0124355454293785,0,0,0,0,0,-0.0621389215995108,0,0,0,0,-0.127891266710577,0,0,0,0,0,0,0,0,0,0.0526974647207701,0.111620448787433
X601288.CH.EQUITY,0.219470999763936,0,0.0491618546842081,0,0.0449013596343565,0,0.141262984416658,-0.0086066563707084,0,0,0,0,0,0,-0.0387566901681789,0.176317455684485,0,0,0,0,0,0.161338253924324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106927127321244,0,0,0,0,0,0,0.218682928074811,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0350949120552155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817427180443252,0,0,0,0,0.0487076017108222,0.265678365744663,0,0,0,0,0,0,0.0671172127076334,0,0.406267162571328,0,0.154794231326481,0,0,0,0,0,0,0,0,0,0,0,0.0121016050208335,0,0,0,0.0887577160588769,-0.0412278474599823
X600036.CH.EQUITY,0,0.155742167763401,0,0,0.102645430054696,0,0.0827357455304582,0.0617698685931803,0,0,0,0,0.265152849712671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29066834972916,0,0,0,0,0.0681817217664962,0,0,0,0,0,0,0.0913590798091011,0,0,0,0,0,0,0,0.0557638022841485,0,-0.0128878090403839,0,0,0
X601988.CH.EQUITY,0.252260891433699,0,0.00199206502897274,0,0,0.354027179961049,0,0,0,0,0,0,0.0516822168770115,0,0,0,0,0,0,0.0268335884224581,0,0,0,0,0,0,0,-0.000873441240640922,0,0.158118656791609,0,0,-0.068395907272873,0,0,0,0,0,0,0,0,-0.0916291989432871,0,0,0,-0.0265718011569646,-2.16840434497101e-19,0,0,0.328131048328561,0,0
X1299.HK.EQUITY,0,0,-0.152723785221914,0,0,0.0856894743329095,0,0,0,0.291733836425079,0,0,0,0,0,0,0.0970081484902471,0,0,-0.0525769604566996,-0.00143426525560167,0,0,0,0,0.207640879601417,0.0134141869893483,0.0924600110410597,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.122888302586608,0,0.103998511371697,0,-0.0126653947639257,0,0,0,0,0,-0.017340054137498,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837735229709363,0,0,0,0,0.153244979833326,0,0,0,0,0.641849257607041,0.0638363501063733,0,0,0,0,0.0133659474007686,0.0704283582969956,0,0,0,0,0,0,0,0,0.141783845044633,0.0646298692166566,-0.156502805592189,0,0.119947620517894,0,0.0894954170142577,0,0.211204783354354,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0494646557188202,0,0,0,0,0,0,0,0,-0.0272233918145001,0,0,-0.128676482452757,0,0,0,0.45231203960489,0.291500239291803,0,0,0,0,0,0,0.177015408162245,0.306503426282554,0,0,0,0,0.207860869370523,0,0,0.0110206835571556,0,0,-8.58360493985397e-05,-0.431265893127362,1.73472347597681e-18,0.0246873376422502,0,0,0,0,0
X601658.CH.Equity,0.126497420598106,0,0.12871062126863,0,0,0,0.069503489891687,0,0,0,0,0.0600285382788991,0.00635188059554494,0,0,0,0,0,0.43540375447524,0,0,0,0,0,0,0,0,0.0167028600056785,0,0,0,0,0,0,0,0,0,0,0.0372707401625632,0,0,-0.133937614460843,0,-0.0555238740833067,0,0,0.0043340730821479,0,0.0935725159635283,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.111569401146437,0,0.0584147468128512,0,0,0,0,0.0528936605372321,0,0,0,0,0,0.0806036080103627,0,0,0,0.0175935422780989,0.193787373138486,0,0,0,0.0458750748880891,0,0,0.0979079183216182,0,0,0,0,0,0,0,0,0.258713463618807,0.0179369160115553,0,0,0,0.0341050715948613,0,0
X000001.CH.EQUITY,0,0,0.0109824615968758,0,0,0.537940983315232,0,0,0,0.0248467485354511,0,0,0,0,0,0.0705119422938636,0,0,0,0,0,0,0,0,0.0899152005324519,0,0.209247703042351,0,0,-0.227859908953548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570729276702743,0,0
