,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.199475671604918,0,0.368156765000642,0,0,0,0,0.238783873956763,0,0.142617228219364,0,0,0,0,0,0,0,0,0,0,0.0377826224342392,-0.159476253442217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0493017167189057,0,0,0,0,0,0.0624110508768224,0,0.0672090633531527,0,0,0
X601939.CH.EQUITY,0.352674015769543,0,0,0.285821549666033,0,0,-0.0959221986684895,0,0,0,0.00277585266146255,0,0.139762696733529,-0.0642836957435569,0,0,0,0,0,0,0,0,0,0,0,0.0315899831071154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20121133386553,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141663750611138,0,0,0,0,0,0,0,0,0,0,0.0219239708283778,0,0,0,0.382654876916686,0,0,0,0,0,0,0,0.100822211304804,0,0,0,0.244498186915112,0,0,0,0,0
X601288.CH.EQUITY,0.463508117805433,0,0,0,0.251233111340251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993923397930455,0,0,0,0,0,0,0,0,0,0,0.024423193778811,0,0.0318212564540635,0,0,0,0,0,0.0135739679437301,0,0.0720879580750074,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0738859589713311,0,0.441101616449768,0,0,0,0,0,0.272472354390829,0,0,0,0,0,0.100000760253682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147159448828057,0,0,0,0,0,0,0,0,0,0,0.0173998827194461,0
X600036.CH.EQUITY,0,0,0.023278194448777,0,0,0,0,0,0,0,0,0.342908293149415,0,0,0.0423723147259597,0,0,0,0,0,0,0,0,0,0.115426013189465,0,0,0,0,0.0295373116315477,0,0,0,0.0315184992737457,0,0,0,0,0,0.039626937284895,0,0.0816169506047742,0,0,0,0,0,0,0.279657940137051,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.118026275928756,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0471616249709849,0.203735979568164,0,0,0.0586791782762136,0,0,0,0.195133632420277,0,0,0,0,0,0,0,0,0,0,0,0.197602601776072,0,0,0,0
X5.HK.EQUITY,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,-0.19271739968975,0,0,0,-0.316355943860361,0,0,0,0,0.721609334178644,-0.377684229672344,0,0,0.77717979552626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382766528953605,0,0,-0.317193856060594,0,0,0,0,0,0,-0.155855153159396,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.190312678749294,6.93889390390723e-18,0,0,0,0,0.242091390632974,0,0.00806066911710628,0,0,0,0,0,0.138897052397872,0,0,0.00910381642393198,0,0,0,0,0,0,0,0.0660320467048476,0,0,0,0,0,0.142888155492267,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.0984729855657682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324946552904518,0,0,0,0,0,0,0.364283804509506,0,0,0,0.132487133052314,0.0594017372409625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.200991653559534,0,0,0.167318232507647,0,0,0,0,0,0,0,0,0.146200098880988,0,0,0,0,0,0,0,0.129593656371783,0,0,0,0,0,0,0,0,0.0347726803805213,0,0,0,0,0,0,0.0672226892882595,0,0.171652770847343,0,0,0,0.125614257330144,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0139939220425536,0.0728987837893774,0,0,0,0.281034491727496,0,0,0,0,0.0753493711642224,0,0,0,0,0,0,0.0877079607468894,0,0,0.053071849794302,0,0,0,0,0,0,0,0,0,0.169562384874161,0,0,0,0.0381126020380106,0,0,0.00599929564470197,0,0.00634034795149448,0,0,0,0,0.0631176294199509,0,0.117069655093781,0,0.0352445541575488,0,0,0
X600000.CH.EQUITY,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.295101232371593,0,0,0,0,0,0,0,0,0,0.181874560190021,0,0,0,0,0.233124482276735,0,0,0,0,0,0,0.00569185103964509,0,0,0,0,0,0,0,0,0,0.133468328196091,0,0,0.123862358532998,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00702443793553181,0,0,0.0970597044618728,0,0.400347890347087,0,0.0828864978078984,0,0.0431141225292286,0,0.149749234830267,0,0,0,0,0.0855483259863719,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.225155125430597,0,0,0.0220895597417943,0.424911973060033,0,0,0,0,0,0,0,0,0,0,0,0.0368774348236111,0,0,0,0,0,0.0459143488377376,0,0,0.00107498554165921,0,0,0,0.00719604644288574,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.0230500911727977,0,0,-3.46944695195361e-18,0,0,0,0,0
