,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.294933881472485,0,0.0288329873854136,0,0,0.431669534272892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107788906752443,0,0.0237447264052092,0,0,0,0,0,0,0,0,0,0,0.0889306150471333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.233347853687324,0,0,0,0,0,0.0714281877434204,0,0,0,0.0495903067305315,0,0,0.221869434507463,0.00498407829524233,0.0421007363187943,0,0,0.095464533505495,0,0,0,0,0,0,0,0,0,0.0812266280985781,0,0,0,0,0,0,0,0,0.0364527893908803,0,0.0829462570485616,0,0,0,0,0.00520422454131863,0,0,0,0,-0.0864278886340058
X601939.CH.EQUITY,0.416867413445042,0.0703132098388765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152724392777502,0,0,0,0,-0.128676564671931,0,0,0,0,0,0,0,0,0.161976940287436,0,0.266802688012446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259817264606064,0.0543906618278914,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.555651045041586,0,-0.0825744897995409,0,0.0559546710121049,0,0,0,0,0,0,0,0,0,0,0.0595101068847849,0,0.117710091680545,0,0,0,0,0,0.116072588292664,0,0.0446034554233883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378104558763822,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.18303287102873,0,0.135154135846139,0,0,0,-0.0697838020958733,0.186744304988236,0,0.0668330718677066,0,0,0,0,0,0,0,7.63319949912186e-05,0,0.0718908851556339,0,0.0307275768744811,0,0,0,0.0687819628541271,0,0,0,0,0,0,0,0,0,0.0508239997651679,0,0,0,0,0,0,0,0,0.363623132278842,0.0294840500407968,-0.0142589129160415
X1299.HK.EQUITY,0,0,-0.164207193070902,0,0,0,0,0,0,0.195016150499414,0,0,0,0,0,0,0,0,0,0,0,0,0.0340536170901053,0,0,0,0,0,0,0,0,0,0.214835881038319,0,0,0,0,0.0429639971867902,0,0.22401377498224,0,0.0313067241445604,0,0.36165657408648,0,0,0,0.201126574405031,0,0,0,0
X601628.CH.EQUITY,0.211481323016472,0,0,0,0,0,0,0,0,0,0,0,-0.021851192221465,0,-0.255723706650166,0,0,0,0,0,-0.0453753979597121,0.117172454740926,0,0,0,0,-0.0927046087322068,0,0,0,0,0,0,0.166006824240178,0.56284801274019,-0.0301380280851717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123308689464306,0
X601988.CH.EQUITY,0.0913728385261832,0,0.0941284275849081,0.337005223635158,0,0,0,0,0,0.0264468904622081,0,0,0.208336706378095,0,0,0,0.134626197611799,0,0,0,0,0,0.0133460352900578,0,0.0416283706174946,0,0,0,-3.46944695195361e-18,0.119901851840695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.197897744028969,0.111561773423525,0,0,0,0,0,0,-0.0375368474008743,0,0,0,0,0,0,0,0,0,0,0,-0.260843346805649,0.0735808914257537,0,0,0.170627692416215,0,0,0,0,0,0,0.0602681118421945,0,0,0,0,0,0,-0.0114965367580446,0.237048117625014,0.0483689475100564,0,0,0,0,0,0,0,-0.0632997855575399,-0.163428099954807,0
X388.HK.EQUITY,0,0,0,0,-0.36488146186471,0.250507281560743,0,0,0,0,0,0,0.121109873628804,0,0.137474470108788,-0.0288295632223512,0,0,0.0294948514721121,-0.0179354605486534,0,0.518269721351073,0,0,0,0,0,0.0333743114073813,0,0,0,0,-0.127215331880211,0,0,0,0,0,0.178097520542859,0.0700553716783099,0,0,0,0,0,-0.210020302429426,0,0.0582784505521278,0,0,0,0
