,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.323894728066341,0.147177082037089,0.0571034262996146,0,0,-0.075717075153644,0,0,0,0,0,0,0.0114547382042873,0,0.0645866272389281,0,0,0,0,0,0,0.0511411890139558,0,0,0,0,0,0.0238186170582747,0,0,0,0,0.144575157394294,0,0,0,0,0.010727922193206,0,0,0.379296974806736,0,0,-0.050299798762071,0,0,-0.100264584658826,0
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0112353371470817,0,0,0,0,0,0.169686136219888,0,3.46944695195361e-18,0,0.33477536979454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198261890559459,0,0,0.0495023512964638,0,0,0,0,0,0.00325685560653504,0,0,0,0,0,0,0.15736136847365,0
X601939.CH.EQUITY,0,0,0,0,0.665864116346898,0,0,0,0,0.00634288986569791,0,0.306121881678942,0,-0.0368066721887024,0.0442011076667924,0.0245265228762959,0,0,0.0232536730852361,0,0,0,0,0.027797392132221,0,0.0460480125550536,0.0209412161072177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059206785843157,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.159703767740186,0.109962139948355,0,0,0,0,0,0,0.318300517301558,0,0,0,0,0.139764703743538,0.0842847154735354,0,0,-0.042335244849897,0,0,0,0.0217428246040087,0,0.0522968876722238,0.0962978094157828,0,0.142184688529778,0,0,0,0,0,0,0,0,0,0,0,0.135727723678814,0,0,0,-0.00228535229256313
X601288.CH.EQUITY,0.160876783561326,0,0.793670946158928,0,0,0,0,-0.0795842092606919,0,0,0,0.051710325185655,0,0,0,0,0.039736523531935,0.0228499966531488,0,0,0.00867147431503239,0,0,0,0,0,0,0,0,0.0219322651810804,0,0,0,0,0,0.0280601048336611,0,0,-0.0851589695244113,0,-0.184099292243977,0,-0.0142379059065158,0,0,0,0,0,0,0.0671601962834162,0,0
X600036.CH.EQUITY,0.230231508787404,0.0383348920692792,0.216992364993272,0,0,0,0,0,0,0,0,0,0,0,0,0.183103390826713,0,0,0.0291736462272513,0,0,0,0,0,0,0.240880320833615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212772676898471,0,0,0.0101033838582351,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0740529964182896,0,0,-0.0270278588803424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602587726257308,0,-0.00737614806116611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282873674083522,0,0,0,0,0,0,0,0.930135755012604,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.143254937219358,0,0,0,0,0,0,0,0,0,0,0,0.271385119264586,0,0,0,0.13467722769847,0,0,0,-0.0887909126562317,0.0291461169302706,0,0,0,0,0,0.0941246616128637,0.0559678790469645,0,0,0,0,0.124846196251295,0.112841795765351,0,0,0.0096417606739375,0,0,0,0,-0.0604075474890358
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759304748841462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295674941372725,0.0648248248901214,0,0,0,0,0,-0.252985099123125,0,0,0,0,0,0,0.069737808633997,0.341183571681254,0.104200269773513,0,0,0.0589137564485623,0,0,0,0
X388.HK.EQUITY,0,0.0294213733676811,0,0.147946767466107,0,0,0,0.133931731353465,0,0,0,0,0,0,0,0,0,0,0,0,0.0820140885604506,0.395018261796376,0.138619055769762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263067851429737,0.120423141065416,0.134173156550921,0,-0.185716447722306,0,0,0,0,0,0,0,0,0,0.068144133255612,0
