,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.171138639870518,0,0.187743867109971,0,0,0,0,0.220159895758069,0.0141522071364209,1.38777878078145e-17,0,0,0,0,0,0,-0.0229019355328996,0.300073814299628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061607895069929,0,0,0,0,0
X601939.CH.EQUITY,0.485083681621643,0,0,0,0,0,-0.0489424035448394,0,0,0.0162553465834267,0.192048013561691,0,0.229672035960418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149919682850623,0,0
X601318.CH.EQUITY,0,0,0,0.0321213818926957,0,0,0,0,0,0,0,0.200559640592704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129679713648815,0,0.129161941660656,0,0.126923969560266,0.207894405275204,0,0,0,0,0
X601288.CH.EQUITY,0.385389768694222,0.108981957800319,0.0844838584959969,0,0.130243226248182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554116260081933,0.028990707871763,0,0,0,0,0,0,0,0,0.0912634866619275,0,0.0219523987987928,0.00617288037483389,0,0,0,0,0,0,0,0.0493984844183837,0.00194767175029894,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.248863680349439,0,0,0,0,0,0,0.27225590308376,0.319480987824917,0,0.0792029353582797,0.0637386386180021,0,0,0,0,0,0,0,0,0.0160079053882375,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0211413813980339,0,0,0,3.46944695195361e-18,0,0,0,0,0.409110836577631,0,0,0,0,0,0,0,0,0,0,0.0525329051901814,0.121981815693567,0,0,0,0,0,0,0,0,0,0,0,0.0842579929057074,0,0,0,0.0583539278655333,0,0,0,0,0,0,0,0,0,0.261039941330605,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0877600594556086,0,0,0,0,0,0,0,0,0,0,0,0.162497098862323,0,0,0,0,0.108839215231967,0,0,0,0,0,0.108000164957437,0,0,0.0772373275500631,0,0,0.221767790917182,0,0,0,0,0,0,0,0,0.00909374701867537,0,0,0,0.17600856883933,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169617082777284,0.3250170272373,0,0,0,-0.242291955950635,0,0,0,0.939154961498683,3.46944695195361e-18,-0.796010583982141,0,0.610497813484587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29211382643375,0,0,0,0,0,-0.231403616351476,0,0,-4.33680868994202e-19,-0.0297520046527792,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785699540376721,0.28418234839203,6.93889390390723e-18,0,0,0,0.302161093784325,0,0,0.0380002572944291,0,0,0,0,0,0,0,0.044437784711224,0,0,0,0.0958790370412898,0,0,0,0,0,0,0,0,0.0295194255446447,0,0
X601658.CH.Equity,0,0,0,0.271179816273662,0,0,0,0.0912731402618901,0,0,0,0,0,0,-0.230429845938095,0,0,0,0,0,0,0,0,0,0,0,-0.120790314193445,0,0.896207243159551,-0.0867485822607679,0,0,-0.153378958481691,0,0,0,0,0,0,0,-0.148604477853627,0,0,0,0,0.78197776823357,0,0,0,-0.156424250297386,0,0.21561671371927
