,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.127839705763532,0,0.231825493941377,0.0435804840082643,0.0206259414278233,0,0,0,0,0,0,0,0,0,0,0,0.354071407386954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120026419136207,0,0.0629724807820349,0,0,0,0,0.110535207284604,0.0557657012241936,0,6.93889390390723e-18
X601318.CH.EQUITY,0,0,0,0.0669070281770964,0,0,0,0,0.128060295804219,0,0,0.0835974776209024,0.109737439950843,0,0,0,0,0,0.110383858645378,0,0.233036229402613,0,0.0521917730914225,0,0,0,0,0,0.0370829278496359,0,0.102723833572264,0,0,0,0,0.0197671098988746,0,0,0,0,0,0,0,0,0.0722709534544473,0,0,0,0,0,0.107804001418364,0
X601939.CH.EQUITY,0.0400104364361932,0,0,0,0.345835704559184,0,0,0,0,0,0,0.214654888449585,0,0.00258816346036816,0,0,0,0.107511667520648,0,0.0822476718554077,0,0,-0.0699066797065032,0.218485581279995,0.247613725704528,-0.0602517677606214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467785478442567,0.00951807693353781
X600036.CH.EQUITY,0,0.159501334494404,0,0,0,0.0480746286924705,0.0986331730866288,0.101067070685565,0,0,0,0,0.161205856133311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35581799281614,0.0450814143634801,0.0618090131847423,0,0,0,0,0,0,0,0,0,0.0416809306422354,0,0.0684723830681549,0,0,0,0,0,0,0,0,0,0.0511978845555217,0
X601288.CH.EQUITY,0.0728418521194984,0.152683553256026,0.159478860916792,0,0,0.116813438420427,0,0.342436046675428,0,0,0,0.0214127413218367,0,-0.0862665463541618,0,0,0,0,0,0,0,0,0,0,0,0.000404124402455459,0,0,0,0.0330021984126019,0,0,0,0,0,0,-0.0119565626614791,0,0,0,0,0,0,0,0.174268017536685,0,0,0.139247491070834,0,0,-0.0741835397345149,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0627935443006341,0,0,0,0,0,-0.0210323393547393,0.224353974884238,0,0,0,0,0,0.132360485164742,0,0,-0.0231474193540652,-0.0731565080064155,0,0,0,0,0.0814838963193358,0,0,0.657761600682952,0,0,0,0,0,-0.0404658683432631,0.213216478620244,0,0,0,0,0,0,0,0,0.084924285503161,-0.0931442461711782
X1299.HK.EQUITY,0,0,-0.111535834442652,0,-0.0425348716334056,0,0,0,0,0.214646748503147,0,0,0,0,0,0.0888848351078276,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0142725084442072,-4.33680868994202e-19,0,0.0850387733969125,0,0.286089956679979,0.221344376539207,0.158585750672922,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0200353196813609,0.0945404370717639,0.216595688892392,0.107250569098518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305292248156255,0,0,0,0,0.0215496634910539,0,0.229894878309169,0.0933581299055665,0,0,0,0.162065891169696,-0.129602477825325,0,0,0,0,0,0,0,0.0748193020264179,0,0,0,0,0.014730840655918,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.11453294135641,0,0.0808507204626304,0,0,-0.0402503500672313,0,0,0,0,0,0,0,0,0,0.0909465973866306,0.127469639688185,0,0,0,0.197014029330577,0,0,0.0151453537681759,0,0,0,0,0,0,0.0277465566924938,0,0,0.32282201682087,-0.0501170113844565,0,-4.33680868994202e-19,0,0.134282856956625,0,0,0,0.0885786319468839,0,0,0,0
X388.HK.EQUITY,0,0,-0.108821634925162,-0.0384081606730746,0,-0.187016186846471,0.177641291871399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530972563097334,0,0,0.0796221276454332,-0.00346101295316678,0,0,0,0,0.134118960710902,0,0,0,0,0,0,0,0.15093631471644,0,0,0,0,0,0.0762065859860666,0,0,0,0,0,-0.0258349829645208
