,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,2.77555756156289e-17,0,0.121384331412305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0871444666769126,0,0.410512744161383,0.449972602960643,0.0138591876722651,-0.257973833187737,0,0,0.276233589541502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442589801218721,0,0,0,0,-0.175704070861243,0,0,0
X601318.CH.EQUITY,0,0,0,0,6.93889390390723e-18,0.1378601820872,0,0,0,0,0,0,0.0337000955088189,0.151322164876268,0,0,0,0.16578654186395,0,0,0,0,0,0,0,0,0,0,0,0.0126663157984843,0.0401416990170523,0.0539141828644013,0,0,0,0.0285988453446705,0.211688179611057,0,0,0,0,0,0,0,0,0,0,0,0,0.069009879133697,0.144315118694073,0
X601939.CH.EQUITY,0,0.0689657208300576,0,0,0.807120674543573,0,-8.67361737988404e-19,0,0,0.00202645809652429,0,0,0,0,0,0.0834200405784149,0,0.0186131865388888,0.0584197225450362,0,0,0.00324030567370145,0,0,0,0,0.0104584060834456,0,0.00997597111217936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0284572468621491,0,0.419076186008112,0.00798844284215686,0,0,0,0,0,0,0,0,0.0818351086611263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307304259099324,0,0,0,0,0,0,0,0,0,0.166039130186001,0.029111018247598,0,0,0,0.0840656950230071,0
X601288.CH.EQUITY,0,0,0.913411246863351,-0.135063975061869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127937768068239,0,0,0,0,0,0,0,0.0277510210262095,0,0,0,0.044171750227271,0,0,0.0618883950366792,0,0,0,0,0,0,0.00124243996997066,0,-0.0771522315207356,0,0,0,0,0,0,-0.0587713930779405,0,0,0
X600036.CH.EQUITY,0,0,0.407999262186878,0,0,0,0,0,0.0244474496719262,-0.00633048890594023,0,0,0,0,0,0.107651957904615,0,0,0,0.0048691825727259,0.0119307853778634,0,0,0,0,0,0.189165497906379,0,0.125274466363254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,-0.0718390463947537,0.00873242163412552,0.0530428301841727,0,0,0,0,0,-0.0717516169720841,0,0.0904590336228532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0795749987466652,0,0,0,0,0,0,-0.0178017382448568,0.97237127955929,0,0
X1299.HK.EQUITY,0,0,0,0.174223183516605,0,0,0,0,0,0.128397474924198,0,0,0,0,0,0,0,0,0,0,0,0,-0.234672150414442,0,0.00235635577176247,0.0931646489218045,0.41382901938672,0,0,0.184886231414969,0.35947232646082,0.0407826945586964,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.0312575749510869,-0.142150178470281,0,0.0626600353155282,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120801192703966,0,-0.0564028313669837,0,0,0,0,0.00461388771926153,0,0,0.297648576772003,0.320641047903755,0,0,0,0,0,0,0,-0.275232187975395,0,0,0,0,0,0,0,0.0439967278151124,0.00877476049264734,0,0,0,0.317438594930583,0,-0.0309177894946489,0
X388.HK.EQUITY,0,0,0,0.239993587330405,0,0,0,0,0,0,0,0,0,0,0,0,0.0192760841758352,0,-0.237462539261193,0,-1.38777878078145e-17,0,0,0,0.410584093042547,0.127759714976194,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,-0.243335953516012,0,0.0535954867958403,0.187931181224439,0,0,0,0.0319774921544484,0
X601658.CH.Equity,0,0,0,0,0.232823734557222,0,0,0,0,0,0,0,0,0,0,0,0,0.284120794466634,8.67361737988404e-19,0.0144339387222715,-0.0864975487610702,0,0,0,-0.0649162152060444,0,0,0,0,0.0701779676316863,0,0,0,0,0,0,0,0,0,-0.0421825951672432,0,0,0.321046814887823,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0.116354108191098,0,0,0,-0.0768281616174084,8.67361737988404e-19,0.00587282758593429,0,0,0.210589149703943,0,0,0,0,0,0,0,0,0,0,0,0,0.0818672360234465,-0.0338324922612527,0,0.0399068196578945,0,0,0,0,0,0.0986657235175391,0.198305281945647,0,0,0.164045930464898,0,0.104972059838684,0,0,0.150923782687298,0,0.00454626252803275,0,0,-0.0315813324361218,0,0.0507566646622215,0
X601066.CH.EQUITY,0,0,0,-0.0621926368181304,0,0,0,0,0,0,0,0.703111320538835,0,0,0,0,0.057307779159942,0,0,0,0,0.024456635729918,0,0,-0.0793922859780477,0.202592101572677,0,0,0,0,0,0,0,0,0,0,-0.0317704957908968,0,0,0.0504558501062926,0,0,0.0375220608018605,0.0131503370675494,0,0,0,0,-0.0869755957524983,0,0,0
X601166.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0.107738847306106,0.215908306488532,0,0,0,0.0529056692273228,0,0,0,0,0.0293313135797758,0,0,0,0,0,0.0720326923076543,0,0,0,0,0,0,0,0,0,0.0102818356874062,0.120225817487646,0.00788491749032374,0,0,0.0380207362052454,0,0,0.00747712796078302,0,0,0,0,0,-0.01527345224699,0,0,0,0.415265469658941,0,0
X601328.CH.EQUITY,0,0,0,0,0.0462949366351497,0.11295664888492,0.0205424954207939,0,0,0,0,3.46944695195361e-18,0,0,0,0.0290758710428323,0,0,0,0,0,0.372856518388025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.24702369898414,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.340417197693983,0,0,0.29722608309835,0,0,0,-0.0256104853332595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15598430415749,0,0,0.315303862444358,-0.0778701535678146,0,0,0,0,0,0,0.682257697724474,0,0.0784820501380347,0,0,0,0,-0.0952446893367742,0,0.0206563773142933,0
X000002.CH.EQUITY,0,0,0.275236083196353,-0.0715892832424159,0,0,0,0,0.219552486208152,0,0,0,0.22643752852339,0,0,0,0,0,0,0,0,0,0,0,0.00442625819347433,0.00802383336048599,0,-0.156576287588814,-0.124197397508068,0,0,0,0,0,0,0.0409952700019974,0,0,0,0,0,0,0,0,0,0,0,0,0.0496483428857951,0.0574646826203801,0,0
X601319.CH.EQUITY,0,0,0,0,0.174930354582953,0,0,0,0,0,0,0,0,0,0,0,0.110478433995425,0,0,0.173133970359942,0,0,0.0954678659847795,0,-0.0182266145732516,0,0,0,0,0,0,0,0,0,0,0,0,0.089190227814899,0,0,0.0410210848889718,0,0,0,0,0,0,0.190584012712807,0,0,0,-0.0938137379060849
X000001.CH.EQUITY,0,0.122186843993286,0,0,0,0.0596110241169344,0,0,0,0,0,0,0,0.0835934907014018,0,0.118041886347198,0,0,0,0.146404682764993,0.000501479115625768,0,0,0,0,0,0,0,0.163239898859723,0,0,-0.0183576865672946,0.105521301723529,0.0234320365135864,0,0,0,0,0.0175456460893984,0,0,0.0429133542213533,0,0.0491643100910285,0,0,0.0832249945275446,0,0,0,0,0
X601601.CH.EQUITY,0,0,3.46944695195361e-18,0.115899980641631,0,0.0512108777951346,0,0,0,0,0,0,0,0,0,0,0,0.105258450174306,0.533558132467713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01157337321434,0,0,0,0,0,0,0.262550225016452,0,-0.0928857706826428,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.214809692011661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481110946133754,0,0,0,0.093409781852572,0,0.088150499223336,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.10564875144296,0,0.0108130135057806,0.370165338447656,0,0,-0.0292144611337493,0.0704966078975775,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0.032795298136835,0,0,0,0,0,0,0,0,0.0881268261581701,0.110560685934007,0,0,0,0,0,0,0,0,0,0,0,0.15006878901585,0,0.224943784521622,0,0,0,0.111666544941887,0.00909526193892113,0,0,0,0,0,0,0,0,0,-0.0331389355347617,-8.67361737988404e-19,0,0,0.165550435813475,0,0,0,0.137030404258567
X601998.CH.EQUITY,0.246552658902533,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.224506825530166,0,0,0,0,0,0.00830586010031031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00287197448087601,0,0,0,0,0,0.0661740054232303,0,0.55830853554837,-0.0792320597529574,-0.0255553854362453
X688.HK.EQUITY,0.287853294995422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058538199072872,0.471054199250642,0,0.0566591696867715,0,0.339660336082716,0,0,0,0,0,0,0,0,0,0.0275076608442141,0,-0.153579720287209,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,-0.0316299427616592,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0.152786901657777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482136228360736,0,-0.0488969639358212,0,0,0.229948105980966,0,0,0.184000654203012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329230070541695,0,0,0.0536162354402124,0,0
X300059.CH.EQUITY,-0.0180806910957437,0,0,0,0,0,0,0,0,0.241922998007072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697442193063282,0.00662644480315176,0,-0.156453094853234,0,0.0045685134505585,0,0.383559244881895,0.107140927554717,0,0,0.0668418909044986,0,0.130193437612007,0,0,-0.00345598034248614,0,0.0768238261283647,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.0245631046360846,0,0.0159868129931116,0,0.0791492300703709,0,0,0,0,0,0,0,0,0,0,0,0.0143020788391068,0,0,0,0,0,0,0.376671245819624,0,0,0,0.0897062371785076,0,0,0,0,0,0,0,0,0,-0.0722865859935337,0,0,0,0,0.404509242024167,0,-0.101038825024807,0,0,0
X11.HK.EQUITY,-0.0661322016834781,0,0,0.0349453505031186,0,0,0,0.088528504746927,0.37199980651338,-0.00410427040747678,0,0,0,0,0,0,0,0,0,0,0.111641257642699,0,0,0,0,0,0.193483611137565,0,0,0,0,0,0,0,0,0.0961942695266708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270447297792746,0
