,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.147020195356648,0,0,0,0,0,-0.107354046345057,0,0,0,0,0,0,0,0,0,0,-0.0834280365767083,0,0,0.426270854535695,-0.125308916947738,0,0,0,0,0.472174104370328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296359021652854,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0364312012965048,-0.0214195631918058,0,0,0,0,0,0.247803844413357,0,0,-1.73472347597681e-18,0.503822632089989,0,0.0184843467384115,-0.0110176066680326,0,0,0,0.01593779358562,0,0,0,0.0528098192676109,0,0,0,0.118293725923094,0,0.054590686396615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152146399901285,0
X601939.CH.EQUITY,0,0,0,0.77145956116052,0,0,0,0,0,0,0.101223684908985,0,0,0,0,0.110978733143581,0,0,0,0,0,0,0,0,0.0100969538026726,0,0,0.0664941419008053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00583034085430111
X601288.CH.EQUITY,0,0,0.926957217437856,0,0,0,0,-0.0258201799273161,0,0,0,0,0,0,0,0,0.00792694637567815,0,0,0,0.0923889319847752,0,0,0,0,0.0380930520291529,0,0,0,0,0,0.0547666711168134,0,0,0,0,0,0,-0.0651585611534525,0,0,-0.109443938627684,0,0,0,0,0,0,0,0,-0.0414060240361418,0
X601628.CH.EQUITY,0,0.00721732970674877,0,0,0,0,0,0,-0.1012751718353,0.268481445254067,0,0.27615205032773,0,0,0,0,0,0,0.302658696812376,0,0,0,0,0,0,0,0,-0.0839192875649089,0,0,0.0206785404160129,0,0,0,0.263942493059868,0,0,0,0,0,0,0,0,0,0,0.109213358905952,0,0,0,0,0.0405559241560387,0
X600036.CH.EQUITY,0,0,0,0.343425275076324,0,0,0,0,0,0,0.0124451013619793,0,0,0,0,0,0,0.177825558708415,0,0,0,0,0,0,0,0.195031252443595,0,0.0264240230478569,0,0,0,0,0,0,0,0,0.0675920524259843,0,0,0,0,0,0,0,0.0741381119122368,0,0,0,0,0.00383135083537333,-0.0115534341291426,0
X601988.CH.EQUITY,0,0,0,0.0691129491841545,0,0,0,0,-0.0269915107880878,-0.0730566641435808,0,0,0,0,0,0,0,0,0,0,0.00121558136752956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131525543706677,-0.0626970455955265,0,0.989870638209307,0,0,0
X1299.HK.EQUITY,0,0.0640454334478335,0,0,0.0801412297419724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337353856633753,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0559636267744024,0.0849729426157495,0,0,0,0,0.193774886992761,0,0,0,0,0.0939165855923748,0,0,0,-0.0627512727574197
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467285994612213,0,0,0,0,0,0,0,0,0.0624928958095669,0.56284969738201,0,-0.0393366938944802,0,0,0,0,-0.0110426981948508,0,0,0,0,0.0337968351536355,0,0,0.213442952715496,0.270308056696064,0.327327347714747,0,0,0,0.235073019730686,0,3.46944695195361e-18
X388.HK.EQUITY,-0.0330489192123267,0,0,0,0.156949231102597,0,0,0,0,0,0,0,0,0,0,0,0.120940180895479,0,0,0,0.246744724529051,0,0.246441068985142,0,0.21586425050541,0,0,-0.097340251718429,0,0,0,-0.0603846148358705,0,0,0,0,0.185274441916445,0,0,0,0,-0.0691569047554628,0.0405167617775131,-0.190405435095609,-0.0624814373587042,0,0,0,0,-0.00149938919820605,0.314659041649954,0
X601658.CH.Equity,0,0,0.227454430718913,0.143280814825005,0,0,0,0.0434982480213325,0,-0.0274677079967118,0,0,0,0,0,0,0,0.0708466865363564,0,0,0,0,0,0,0,0,0.146697391253192,0.00717120510413752,0,0,0,0,0,0,0,0,0,0,0,0.155482695817722,-0.0724189444124115,0,0,0,0,0,0.0621082725933907,0,0,0.0346456988159547,0,0
X600030.CH.EQUITY,0,0,0,0,0.00989216093854184,0,0,0,0,0.110276712319479,0,0,0,0.330291914734937,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501980955214245,0,0,0.0755937399368149,0,0,0.182133576464582,0,0,0,-0.0574073342736126,0.144102104023653,0,0,0,0.22001278996598,0,0,0,0.0426248139982987
X601166.CH.EQUITY,0,0,0.0375168025339108,-6.93889390390723e-18,0,0.0543547775089792,0.210810490566425,0,0,0,0,0,0,0,0,0.0474867443573174,0,0.0239298361420706,0,0,0,0.0657466692437537,0.0686696585735962,0.216078358531197,0,0,0.00635088290266817,0,0,0,0,0.0202092915782147,0,0,0,0,0,0.115395827167052,0,0,0,0,0,0,0,0,0,0,0.246385538856604,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.773428932730828,0,0,0.0435221875212939,0,0,0,-0.0455672155764713,-0.00991567511485225,0,0,0,0,0,0,0,0,0,0,0,-0.0129900674635771,0,0.0762791134652746,0,0,0,0,0.0118299383396423,0,0,0,0.0776947476255025,0.0135001009280609,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.185487816840816,-0.176944154440415,0,0,0,0.262593734310582,0,0,0,0.158292479699826,0.353694612255487,0,3.46944695195361e-18,0,0,0,0,0.0436705840526516,0,0.0296724213894361,0,0,0,0,0,-0.00935407866060865,-0.168155760452512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293982567892456,0,0,0,0,0.049238642104998,0.0196810959530328
X000001.CH.EQUITY,0,0,0,0,0,0.646281675664459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142499941206696,0,0,0,0,0,0.147760560232822,0,0,0,0.0726783907809691,-0.170825437184232,0,0,0,0.0294727224519102,0,0,0,0.0371935350083267,0.126769039538188,0,0.018169246259822,0,0,0.00584436553375763,0,0,0,0,0,-0.083324900992243,0
X601328.CH.EQUITY,0.0327023121800855,0,0,0.227172414534223,0,-1.73472347597681e-18,0.000854341409063091,0,0,0,0,0.0387042562524351,0,0,0,0,0,0.0612235776950635,0,0,0,0.374596405391504,0,0,0,0,0,0,0,0,0,0.0376383742360527,0,0,0,0,0,0,0.048739893972415,0,0,0,0,0,0.0811148101764582,1.73472347597681e-18,0,0,-2.16840434497101e-19,0,0,0
X600000.CH.EQUITY,0,0,0,0.0580843953717457,0,0.389096267832576,0,0,0,0,0.0795168743803545,0,0,0,0,0,0,0,0,0,0,0,-0.0201237538280751,0,0,0,0,0.141535899690973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581665148325707,0,0,0,0,0,0,0,0.189326111470773,0,0
