,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.482622868548836,0.154773088675164,0,0,0,0,0,0.0914136063284569,-0.0924493693956212,0.109904200404714,0,0,0,0,0,0,0,0,0,0,0,0,-0.0566016418824891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942672894182679,0,0,0,0,0,0,0,0.036504257246501,0,0,0.0195113414958086,0,0,0
X601939.CH.EQUITY,0.513313763999604,0,0,0.127133722326653,0,0,-0.0935495923041442,0,-0.154970171934491,0,0,0,0,0.368034100526977,-0.0189992473312418,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0206260756602431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987515210502936,0,0.0104382242751599,0
X601318.CH.EQUITY,0,0,0,0,0.214937257617206,0,0,0,0,0,0,0,0,0,0.0306320295441872,0,0,0,0,0,0,0.18563015233329,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.260105584053946,0,0,0,0,0.220642153396673,0,0,0,0,0,0,0.105108921114502,0,0
X601288.CH.EQUITY,0.35048913389686,0,0,0,0.244852428479145,0,0,0,0,0,0,0,0,0.144352239329132,0,0,0,0,0,0.0720639761350982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123313594086759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245262161821069,0,0
X601988.CH.EQUITY,0,0,0,0.514284919893898,0,0,0,0,0,0.200597554081119,0,0,0,0,0,0.104025929885633,0,0.121103174193799,0,0,0,0,0,0,0,0,0.0388426523575617,0,0,0,0,0,0,0,0,0,-0.509736874042295,0,0,0,0,0,0,0.158323213128466,0,0,0,0,0,0,0.24945129229025,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0081431697343337,0,0,0,0.388292458653524,0,0,0,0,0,0.0876751759540191,0,8.67361737988404e-19,0,0,0,0.00733564703975734,0,0,0,0,0,0.11813030564726,0.0614191865654678,0,0.0696959260811907,0,0,0,0,0,0,0,0.149848755439473,0,0,0,0,0.0717142517473398,0,0.0245146210879013,0,0,0,0
X1299.HK.EQUITY,0.0910985999570767,0,0,0,0,0,0,0,0.191391416265597,0,0,0,0,0.0784316987117636,0,0,0,0,0,0,0,0,0.00879102278063235,0,0,0,0,0.260354649924711,0,0,0,0.0385050687208502,0,0,0,0.126869332359211,0,0,0,0,0,0,0.0104662352735426,0,0.0237234706535377,0.0840880569239306,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,-0.172876885276563,0,0,-0.191150023247506,0,0,0,0,-0.201905416347117,0.500070787609402,0,0,0,0,0.783261005538969,0,0,0,0,0,0,0,0,0,0.388018196070656,0,0,0,0,0,-0.305462015007673,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0900197575290389,0,0.13932414682544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438731783415836,0.156328719055289,0,0,0,0,0,0.0616973260678197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588084083669719,0,0,0,0,0.286738961776831,0,0,0,0
X601658.CH.Equity,0,0,0,0.180054456840716,0.0807293594971793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295842987686733,0,0,0,0,0,0,0,0,0,0,0.147396397586501,0,0,0,0,0,0,0,0,0,0.320961888235768,0,0,0
