,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0581911255978087,0,0.499326263086558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121837303174839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197672832715721,0,0.0136898259448019,0,0,0,0,0,0.0163427772471425,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0110200645316009,0,0,0,-0.0133450362190771,0,0,0,0.193259010151081,0,0,0,0,0,0.484493695488142,0,0,0,0,0,-0.0483900238046426,0,0.107806626400719,0,0,0,0,0,0,0.0695361087596466,0,0,0.076668181572428,0,0,0,0,0,0,0,0,0,0.00779787917039241,-6.93889390390723e-18,0,0.143574171973427,0
X601939.CH.EQUITY,0,0,0,0,0.144105012633065,0,0.325702847506619,0,0,0,0.0725600452734036,0,-0.14673513254951,0,0.0124051995114669,0,0,0,0,0,0.0836821140678042,0,0.535307336611851,0,-6.93889390390723e-18,0,0,-0.0339736354901286,0,0,0,0,0,0,0,0,0,-0.0378380275259699,0,-0.0194139678486899,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0759493999783655,0,0,0,0,0,0,0,0,0,0,0,0.19726654002767,0,0,0,0,0,0.130943902419188,0,0,0,-0.176227672036228,0,0.123076396408699,0,0,0.348632014554701,0,0.261851062809254,0,0,0,0,0,0,0,0,0,0,0,0.0729726876968803,0,0,0,0,-0.117468856835864
X601288.CH.EQUITY,0.0825458422115498,0,2.16840434497101e-19,0,0,0,0,-0.0116165932173981,0,0.0133974965112091,0,0,0,0.0410278002155529,0,0.451372719422822,0,0,0,0,0,0,0.315960985247443,0,0,0,0,0,0.000649499306231635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260476432426243,0,0,-0.0155516826508909,-0.0605895439614787,0
X600036.CH.EQUITY,0.191333671382844,0.0654738513945138,0,0.0588388084926485,0,0,0,0,0,0,0,0,0,0.30306883567422,0,0,0,0,0.0256086488677537,0,0,0,0,0,0.271193243288123,0,0,0,0,0.0451063784396851,0,0,0,0,0,0,0,0,0,0,0,0.0255529953693921,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0357663930373693,0,0,0,0.337477133314289,0.217559397316334,0,0,0,0,0,0,0,0.0223123259065129,0,0,0,0,0,0,0.0512797250031099,0,0,0,0.296431453500449,-0.0284540296760399,0,0,0,0,0.107059646260031,0,-0.0991618248736388,0,0,0,0,0,0,0,0,0,0.0997589134377644,-0.0729642302803822,0,0,0,0,0,0,-0.103909970983455,0
X1299.HK.EQUITY,0,0,-0.153167987267235,0,-0.0247233004307195,0,0,0,0,0.322283268665547,0,0,0,0,0,0,0.0677987842948025,0,0,-0.054104218056174,6.93889390390723e-18,0,0,0,0,0.104350774286317,0.343281964344072,0,0,0.0387263980791899,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0537641134317445,0,0,0,0.100279679566859,0,0,0,0.215873390522965,0,-0.0736671329754052,-0.126590231727815
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.000891540815040542,0,-0.186349372287952,0,0,0,0,0,-0.130480346368611,0,0,0,0.148790515581091,0,0,0,0,0.0980348466220078,0.439820244506074,0,0,0,0.0539317479512813,0,0,0,0,0,0,0,0,0,0,0.0252050187786677,0.179448282882897,0.18484641701478,0,0,0,0,0.122808336514935,0,0
X388.HK.EQUITY,0,0.00391889854531402,0,0,0,0,0,0,0,0,0,0,0,0.132942510212571,0,0,0,0,0,0,0,0,0,0.023816924158702,0,0.0565605303099156,0,0,0,0,0,0.3125738389054,0.0236709346513424,0,0,0,0,0.0861313795034733,0.235049150685846,0,0,-0.247615170285038,0,0,0.0415610088186928,0,0.265008785831734,0,0,0,-4.33680868994202e-19,0
