,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,-6.93889390390723e-18,0.317994123641591,0,0.00253265646123125,0,0,0.343212585472046,0,0,0,0,0,0,0,0.0185797078932094,0,0,0,0,0,0,0,0.175421441132267,0,0,0.0201671788639426,0,0,0,0,0,0,0,0,0,0,0.10702767588073,0,0,0,0,0,0,0,0,0,0,-0.0316111836686649,0,0,0
X601318.CH.EQUITY,0,0,0.333279484306214,0,0,0.172311089461444,0,0,0.0133443691743569,0,0,0,0,0,0.138756520865571,0,0,0,0,0.0169813995319237,0,0,0,0,0,0,0,0,0,0,0.156149234867733,0,0,0,0,0.0928610095870552,0,0,0,0,0,0,0,0,0.00552455303946744,0,0.0330590604067217,0,0,0,0,-0.00124968461184779
X601939.CH.EQUITY,0.354101520232929,0.186626089820749,0,0,0,0,0,0.270604800405455,0,0,0,0,0,0,0,0,0.126259549147337,0,0,0,0,-0.0924591067174809,0,0,0,0,0,-0.0660446278163472,0,0,0.155165969673852,0,0.224605956656831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680698180218067,0
X600036.CH.EQUITY,0,0,0,0,0,0.27285444675206,0,0,0.0205135777590117,0,0,0,0.178461215172146,0,0,0.085561031166565,0,0.125545525031823,0,0,0,0,0,0.0102857603834806,0.439289461176517,0.01070370043804,0.0636832583046043,0,0,0,0.00858403743990301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689350024217919,-0.0448084323558796
X601288.CH.EQUITY,0,0,0,0,0,0,0.00467326669749997,0.533046111799807,0,-0.0837692999881331,0,0.0642712812149244,0,0,0,0,0,0,0,0,0,0,0.0639525064551545,0.14299450348166,0,0,0,0,0,0,0.0977808916938602,0,0.0448894748449274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454965988706159,0,0.0161544481521386,0,0,0
X1299.HK.EQUITY,0,0,1.73472347597681e-18,0.036961833474642,0,0,0,-0.16512647741923,0,0.152582390109261,0,-0.0151609160052184,0,0,0.0116622423625314,0,0,0,0,0,0,0,0.1380526379593,0,0,0,0,0,0,0,0,0,0.098309380906838,-1.73472347597681e-18,0,0,0,0.143612946887906,0,0.0915210019839542,0.166250486123866,0.0351929765749902,0.0968983043103776,0,0,0,0,0,0.294565359037882,0,0,0
X601628.CH.EQUITY,0.185034672751932,0,0,-0.00557695921024932,0,1.0842021724855e-19,0,0,0,0,0,0.00631343534163051,0,0,0,-0.283072906624949,0,0,0,-0.0544828585087284,0,0.145514460569035,0,0,0,0,-0.115902294269145,0,0,0,0,0,0,0.619676065651356,0.10985314165149,-0.014369955690097,0,0,0,0,0,0,0,0,0,0,0,0,0.0668065954344021,0,0.0983598838544282,0
X601988.CH.EQUITY,0.12527352904737,0,0.0537670277989821,0,0.540324827164077,0,0,0,0,0.0940617949392255,0,0,0.154031307289424,0,0,0,0,0,0.00668883226179919,0,0,0,0.129383426612889,0,0,0,0.0144068166563231,0.0826389395029303,0,0,0,0,0,0,0,0,0.0682033588333672,0,0.00250359272162271,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.163816556195484,0,0,0,0,0,0,0,-0.0495886007899809,0,0.0449890522760326,0,0,0,0,0,0,0,0,0,-0.224264012429366,0,0,0,0.134841747774758,0.0546794764498992,0,0,0,0,0,0.131793614221862,0,0,0,0,0,0,0,0.214033783562392,0.141200513148683,0,0,0,0,0,0,0,0,-0.138252144542053,0
X388.HK.EQUITY,0,0,0,-0.27114286348948,0,0.224193450768524,-0.0192446088422844,0,0,0,0,0,0.0635831344393851,0,-0.030445598913394,0.157998861483606,0,0,0.0320770362812241,0,-0.0695498554805339,0.493150047425553,0,0,0,0,0,0,0.0313310311430169,0,0,0,-0.11758494695597,0,0,0,0,0,0.233296832888773,0.065691549463507,0,0,0,0,0,-0.278610633377986,0,0.0432924937500162,0.0681033323415675,0,0,0
