,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.292285953349533,0.0283757851489245,0,0,0,0.461509970934083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100393481686458,0.041158670569112,0,0,0,0,0,0,0,0,0,0,0.078997436249658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.177051188075925,0,0,0,0,0,0.169192530774226,0,0,0.028027680585169,0.096277566533474,0,0.0459651930476331,0,0,0.0267938940683209,0,0,0.185531855614144,0,0,0,0,0,0,0,0,0,0.0247936588336001,0,0.035472119407027,0,0,0,0,0.0590473735560508,0,0,0.0321809948594482,0,-0.0728214587261941,0,0,0.0539668881699061,0,0,0,0,0,0.0806807816471877
X601939.CH.EQUITY,0.463977542500903,0.109540848328606,0,0,0,0,0,0.172554608767246,0,0,0,0,0,0,0,0,0.0190198726398195,0,0,0,0,-0.143678837517439,0,0,0,0,0,0,0.156667681677794,0,0,0,0.13981423550563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198758623782628,0.141681907681918,0
X600036.CH.EQUITY,0,0.0137114137365949,0,0,0,0.210009318392392,0,0.0756390525302269,0,0,0,-0.00571717721388208,0.202525284282575,0,0,0.0614218849748344,0,0,0,0,0,0,0,0,0,0.0801978771380611,0.066347376839954,0,0,0,0,0,0,0,0,0,0,0.0611248483575374,0.0369499627584307,0,0,0,0,0,0,0,0,0,0,0.379202141440825,-0.0812091647874677,0.0640829609064388
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.561115005198591,0,0,-0.0819267173776882,0.0376816548431469,0,0,0,0,0,0,0,0,0,0.0585008915292047,0.075718225076972,0,0,0.105056431211492,0,0,0.1131157283141,0,0,0,0.0553182379802948,0,0,0,0,0,0,0,0,0,0,0,0,0.0531739334540972,0,0,0,0,0.00577346795094916,0
X1299.HK.EQUITY,0,0,-0.20904273179792,0,0,0,0,0,0,0,0.107470277393162,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0199518205078516,0,0,0.112250041172813,0,0,0,0,0,0,0,0,0,0.173979761830733,0,0,0,0,5.42101086242752e-20,0.095738773325332,0.163682693281799,0.0672159559627988,0,0.298370247008547,0,0,0,0.29491636534134,0,0,0,-3.46944695195361e-18,0
X601628.CH.EQUITY,0.0971490230119291,0,0,0,0,0,0,0,0,0,0.0262863733930071,0.0989191972795463,-0.0925933478398172,0,0,-0.280458634120926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672163194535751,0.0677244548562537,0,0,0,0,0.00110636628454425,0,0,0,0,0.0131591820848659,0,0,0.084667799562929,-0.0186409832083508,0,0.00645179152861257,0.206478431519641
X601988.CH.EQUITY,0.0755192679163726,0,0.0944920544817633,0,0.355685915258644,0,0,0,0,0,0,0,0.211388887742524,0,0,0,0.144129055435351,0,0.00642826343355723,0,0,0,0.00638884370165644,0,0,0.0196452017527337,0,0,0,0,0.12698146191461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.123642434063628,0,0,0,0,0,0,0,0,0,0,0.0028403269721399,-0.0947548454647038,0,0,0,0,0,0,0.234279498758077,0,0.189706935432283,0.140601393438113,0,0,0,0,0,0,0,0,0.0603835268168678,0,0,0,0,0,0.198149264387669,0.0625426454352834,0,-0.0628663370507526,0.259302556973443,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0250187453654646,0,0,0,0.0707368908249237,0,0,0,0,0.0699797562259785,0.125150578112172,0,0,0.0925470884646763,0,0,0,0,0,0,0,0,0,0,0.154009781326048,0.00864040877955586,0.426232667080136,0,0,0,0,0,0,0,0,0,0,0.00296715276641239,0,0,0,0,0,0,0,-0.0266714335264705,0,0,0,-0.0713482695084232
