,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.0475566020539843,0,0.127212307279557,0,0,0,0,0,0,0,0.379699678242294,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0592959720183331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141038186764445,0,0,0.143638192452018,0,0,0,0,0,0,0,0,0,0.186688185407507,0.070884535846077,0,0,0.103204529302403
X601318.CH.EQUITY,0,0,-0.110355481761412,0,0,0.0718550246848606,0,0,0.167326077334253,0,0,0,0.112222861569686,-0.0257019963088924,0,0.282695147738135,0,0,0,0,0,0,0.0389622728792622,-0.00591790658440467,0,0,0,0,0,0,-0.189532056397644,0,0,0,0.312177609307096,0,0,0.031874164490874,0,0.233372835062229,-0.187409610516719,0,0.183243964797065,0.133462480866334,0,0,0,0,-0.0810720463541166,0,0,0
X601939.CH.EQUITY,0.617448728926096,0,0,0.0278767170338784,0.0341626127001374,0,0,-0.0754602186384846,0,0,0.173230173697007,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0370824784693884,0,0,0,0,0,0,0,0.274283734157195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.317022858139922,0,0.0721653821470065,0,0,0.343564353134643,0,0,0,0,0.0338118913933375,0,0,0,0,0,0,0.0482518558033438,0,-0.053691543695894,0.0662693430240815,0.0646346922152446,0,0,0,-0.0177244260575677,0,-0.0967956269118993,0,0,0,0,0,0,-0.102557240276889,0,0,0,0,0,0.200190283147856,0,0,0,0,0,0,0.159459581298245,0,0,0,-0.0298368965328375
X5.HK.EQUITY,6.93889390390723e-18,-0.0874934635374744,0,0.0940243421089808,0,0.12827955882797,0,-0.137209341652071,0,0,0,0,0.180701372005575,0,0,0,0,0,0,0,0,0.522328902108114,0,0,0,0,0,0,0,0,0.302355602700039,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.168000466747762,0,0,0.0541610867481188,0
X601988.CH.EQUITY,0.152817772618432,0.0866235157913831,0.362332183228167,0,0,0,0,0,0.163750198580945,0,0,0.0526537318135596,0,-0.132167045423914,0,0,0,0,0,0,0,0.112836514237774,0,0,0,0.00209081024819528,0,0,0,0,0,0,0,0,0,0,0,0.0987559378742801,0,0,0,0,0,0.0892791651666723,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0471525487848765,-0.0738190872924992,0,0.291220731803787,0,-0.0541684144836494,0.0373702585043763,0,0.303271296150748,0,0.20080733600862,0,0,0,0,0,0.0519437306675576,0,0,0,0,0,0,0,0,0.0257430917691362,0,0.0088788991334652,0.0261726978483116,0,0.109008350530998,0,0,0,0.0543191417003999,0,0,0.0302828798394152,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0147236599330941,0,0,0,0,0.0107146528090067,0,0,0,0.137322280535966,0,0,-0.167546871887853,0,0.0681258652290171,0,0.210272168872017,0,0,0,0.00822460440419259,0,0,0.245279126166212,0.100654076981793,0.0541948933289773,0,0,0,0,0,0.0780378336213552,0.0773600203864522,0,0.00810604189349676,0,0,0,0,0,0,0.0177632147985048,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.145933219257902,0.175147936238119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104525586186979,0,0,0,0,0.258968724072932,0,0.0319346493124208,0,-0.120651910329458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762080731008212,0,0,0,0.0305731669873684
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.0573162512156495,-0.339845153912673,0,0.216645314225204,0,0,-0.490042240454805,0,0,0,0,0,0.290919905427433,0,0,0,0.337197636474949,0,0,0,0,0.0848364088893605,0,0,0.104874731570587,0.180491213394738,-0.309950560792007,0,0,-0.532872372182988,0,0,0,0,0,0.763303687407824,0.145433514138766,0,0,-0.122377700529216,0,0.340781496077045
X601166.CH.EQUITY,0,0,0.0359729344517694,0,0,0,0.460688255949739,0,0,0,0,0,0,0,0,0,0,0,0,-0.0046160836723394,0,0,0,0,0,0.115252821038639,0,0,0.282625078500713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178212312636551,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.101841561394093,0.0608572717237925,0,0,0,0,0,0.348305021685248,0,0,0,0,0,0,0,0,0,0,0.163656961146692,0,-0.111552629585953,0,0,0.0183944888342339,0,0,0,0,0.063379451828871,0,0,0,1.73472347597681e-18,0.0508163588933398,0,0,0,0,0.0384404556952117,0,0.129969671515214,0,0,0,0,0.0461617036111608,0
X600000.CH.EQUITY,0,0.151702124411232,0,0,0.0599397943403782,0,0.272317345888542,-0.100691842362434,0,0,0,0.285188239174559,0,0,0.0721877385577964,-0.0125302990250433,0,0,0,0,0,0,2.77555756156289e-17,0,0,-0.0269323062249303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303440137517332,0.110357582668179,0,0,0,0,0
X000002.CH.EQUITY,-4.33680868994202e-19,0,0,0,0,0,-0.168426287824541,0,0,-0.0132775468179152,0,0,0,0,0,0.0881412456126428,0,0.0839895945478605,0.00553691139070619,0,0,-0.10168669339227,0,0,0,0,0,0.0785067207208246,0,0,0.526767185321549,0,0,0,0,0,0.0119272179057746,0,0,0,0,0,0.10062195419139,0.105023351390418,0,0,-0.0799824086905505,0,-8.67361737988404e-19,0,0,0.0337976456030436
X000001.CH.EQUITY,0,0,0,0,0,0,0.299990454947166,0,-0.125476261135528,0,0,0,0.0246745341359142,0,0,0,0,0,0.138520624026398,0,0,0,0,0.158312066044448,0,0,0,0.175544466020702,0.294125797749718,0,0,0,0,0,0.293929960658577,0,0,-0.146523192313522,0,0,0,0,0,0,0,0,0.146471045015771,0,0,0,0,-0.00382193602867835
