,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.0121604658724911,0,0,0.0390995982547908,0,0.295209660131517,0,0,0,0,0,0.115185833675554,0,0,0,0,0.110734666575822,0,-0.00354109749402356,0,0,0,0,0,0,0,0.05732633434858,0.280299975158541,0,0,0,0,0,0.0522961930652352,0,0,0,0,0,0,0,0,0,0,0.0182071390524111,0,0,0,0
X601939.CH.EQUITY,0.265678233196223,0,0,0,0,0,0,0,0,0,0,0,0,0.426762284656119,0,0,0,0,0,0.106812950142499,0.0559761925973979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464401910090476,0.0402895949618246,0,0,0.0213358324934604,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.2104009536713,0,0,0,0,0,0,0,0.164983176112862,0,0,0,0,0,0,0.214438728669985,0,0.117671935032838,0.0949407514849502,0,0,0,0,0,0,0,0,0,0,-0.0342032597250225,0.0815335693381312,0,0,0.0291086338910078,0,0.112666180559411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017258572723268,0,0
X601288.CH.EQUITY,0.344152325794805,0.00647287307599679,0,0,0.502310504488965,0,0,0,0,0,0,0.0118064581125659,0,0,0.0403824800328759,0,0,0,-0.0329713100570796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171151966442768,0,0,0,0,0,0,0,0,0.0949660148714525,0.00787180575873088,0,0
X601988.CH.EQUITY,0,0,0.123373954395453,0,0,0,0,0,0,0,0.109703725446709,0,0,0,0,0.10764566786102,0,0.0647939812271152,0,0,0,0,0,0.0465462197760321,0,0,0,0,3.46944695195361e-18,0,0,0.12454836553945,0,0,0.105850085320251,0,0,0,0,0,0,0,0,0,0,0.243372856540933,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0666696670418528,0,0,0,0,0,0,0,0,0.142821648215148,0,6.93889390390723e-18,0,0,-0.420566420342425,0.236379525286734,0,0,0,0,0,0,0,0,0,0,0.409239302319768,0,0,0,0.371997891733396,0,0,0,0,0,0,-0.34766844549696,0.318002296586887,-0.104887475540211
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0886151961350643,0,0,0,0.274440555445089,0,0,0,0.14248224760565,0,0,0,0,0,0,0,0,0,0,0,0.0840612382408673,6.93889390390723e-18,0,0.203469904594702,0,0.108533891070372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558535544166992,0,0
X1299.HK.EQUITY,0,0.0667415339395422,0,0,0,0,0,0,0,0,0,0.0925323582842676,0,0,0.0583851431393361,0,0,0.288190758196416,0,0,0,0.039982088016875,0,0,0,0.0606834745596024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.387222667258574,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206213950261714,0,0,0,0,0.00855611807630276,0,0,0,0.0910681140102438,0,-0.020199422186535,0,0,0,0.248974908796174,0,0,0,0.104362100523984,0,0,0,0,0,0,0,0,0.0326833729984244,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,6.93889390390723e-18,0,-0.117875948432026,0,0,0,0,0,0.186527335396334,0,-0.106035156760671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771488502309324,0,0,-0.225419502227617,0,0,0,0,0,0,0.695104123948087,0,0,0,0,0,0,0.470762652552059,0,-0.161502420151099,0,0,0
