,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.34240664448699,0.0614673429306291,0.110133877132,0,0,0,0,0,0,0.209447605776911,0,0,0,0.0170897684836503,0,0,0,0,0,0,0,0,0,0.0134489968613055,-0.0258326486318154,0,0,0,0.0360730549389424,0.00874705491208226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450297843094758,0,0,-1.73472347597681e-18,0.14506823781377,0
X601939.CH.EQUITY,0.440851786738154,0,0,-3.46944695195361e-18,0,0,0,0,-0.0215315153283941,0,0.210116569155259,0,0,0.0416063895627843,-0.0104101869760936,0,0,0,0,0,0,0,0,0,0.158168340223556,0,0,0,0,0,0,0,0,0,0,0,-0.00637670907291288,0,0,0,0,0,0,0,0,0,0,0,0.0831723852121508,0,-0.0507060724314068,0
X601318.CH.EQUITY,0,0,0,0,0.166802212760597,0,0,0,0,0,0,0.182171358857895,0,0,0.0183187129094365,0,0,0,0,0,0,0.0954827873487464,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0580491677357605,0,0,0,0,0.19703620807802,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.176678600368751,0,0,0,0.365732350194701,0,0,0,0,0,0.0400921877027302,0,0,0.0943977567886717,0,0,0,0,0,0.0652456940354,0,0,0,0,0.0958088229058459,0,0,0,0,0,0,0,0,0,0.146833935040028,0,0,0,0,0,0,0,0.0113752105992176,0,0,0,0,0,3.46944695195361e-18,0,0,0
X601988.CH.EQUITY,0,0,0,0.380948489461351,0,0,0,0,0,0.228562312500972,0,0,0,0,0,0.0624838643866431,0.157924045030397,0,0,0,0.0191479922300115,0,0,0,0,0,0.100149749554556,0,0,0,0,0,0,0,0,0,-0.500084713785732,0,0,0,0,0,0,0.0835276447635684,0,0,0,0,0,0,0,0.289803365986962
X600036.CH.EQUITY,0,0.077225248347395,0,0,0,0,1.73472347597681e-18,0,0.000890297471064431,0,0,0.190881533388232,0,0,0,0,5.42101086242752e-20,0,0,-1.73472347597681e-18,0,0.273540915057367,0,0,0,0,0,0,0,0,0,0.282854400417336,0,0,0,0,0,0,0,0,0.0648464668532199,0.0539260135846538,0,0,0,0,0.024408371022795,0.089100580593665,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23624129308088,0,0,0,0.47973181303681,0,0,0,0,0,-3.46944695195361e-18,0,0.107385191636437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116677843313428,0,0,0,0,0.0458611139348823,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109232087621171,0,-0.299090608311516,0,0,0,0,0,0,-0.447390631118793,0.0741539523391159,0.746999753035136,-0.0100760012904662,0.649866858596369,0,0,0.0181630342191242,0,0,0,-0.151635304642102,0,0,0.37626664621752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.107925249296578,0,0,0,0,0.00253512755567825,0,0,0,0.381285160989767,0,0,0,0.034734627633451,0,0,0,0,0,0.00144149798565599,0,0.0512681449664327,0,0.0877700998619996,0,0,0,0,0.212289199490129,0,0,0,0,0,0,0,0,0,0.166184182679552,0.0370598263293391
X601658.CH.Equity,0,0,0,0.158286876271423,0.182115347630367,0,0,0,0,0,0,0,0,0.118447316018762,0,0,0,0,0,0,0,-0.0829018140684405,0,0,0,0,0.0367402394471968,0,0.0940675261387065,0,0,0,0,0,0,0,0,0.276521249162696,0,0,0,0,0,0,0,0,0,0,0.437067166624151,0,0,0
