,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.207626261930269,0,0.0339680586904804,0,0,0.389554333780382,0,0,0,0,0,0,0.0101206899990096,0,0,0,0,0,0,0,0,0,0,0.251637190209691,0,0.0409134429386246,0,0.00256655617907586,0,0,0,0.086994030421234,0,0,0,0.0533042283306298,0,0,0,0,0,0,0,0,0,0,-0.0903856580420944,0,0,0
X601318.CH.EQUITY,0,0,0.0811013598401957,0,0,0,0,0.0189369677326983,0.246270196847258,0,0,0,0,0.37654637821006,0.0292245550629193,0,0,0,0,0.0826979503091329,0,0.0435055428006292,0,0,0,0,0,0,0.290730000150368,0,0,0.0357178934794529,0,0,0.000581129576078549,6.93889390390723e-18,0,0,0,0.0343310804408256,0,0,0,0,0.0183077094626921,0,-0.108508813953108,0,0,0,0.0646836848408598,0
X601939.CH.EQUITY,0.282482304454417,0.230812817933529,0,0,0,0,0,0.492444169842976,0.0808151720076727,0,0,0,0,0,0,0,0,0,0.0295689734044829,0,0,0,0,0,0,0,0,0,0,-0.021310538718355,0,0,0,0.0598390848119684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18145430056241,0
X600036.CH.EQUITY,0,0.00547094174871688,0,0,0,0.180132040678546,0,0,0.0632093416373084,-0.114204517528698,0,0.12914808631022,-0.0807805092729613,0,0,0.132720285741986,0,0,0,0.166874063201038,0,0,0,0,0,0,0.401745845959804,0,0.0305468489138827,0,0,0,0,0,0,0,0,0,0,0,-0.0600290059231202,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0
X601288.CH.EQUITY,0,0,0.130529727811285,0,0,0,0,0.537538033531586,0,-0.0503244838114214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12841228947369,0,0,0,0,0.119971566089965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671927907965509,0.0358921342336693,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0974517507420374,0,0.217601170651209,0,-0.0255657507649115,-0.0290363247389546,0,0,0,0,0,0,0,0,0,0,0.184792547253227,0,0,0,0,-0.00121906469319727,0,0,0,0,0.14380026297332,0,0,0,0.0628319087545733,0,0.165985920389117,0,0,0,0.181081186962837,0,0,0,0,0.21174847032097,0,-0.0880782157625364,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.072929623037639,0.155195550345033,-8.67361737988404e-19,0,0,-0.0102815247294991,0,-0.138301875022063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436243763131127,0,0,0,0,0,0,0,0,0,0,0.00336232872023732,0,0,0.00362057605543498,0
X601988.CH.EQUITY,0,0,0,0,0.468665960502054,0,0,0,0,0,0,0,0,0,0,0,0,0.131027407684575,0.380022063460517,0.0322853928801304,0,0,0,0,0,0,0,0.0715377431312952,0,0,0,0,0,-0.00536802942606493,0,0,0,0,0,0,0,0,0,0,0.0337565373351428,0,-0.0631011435482862,0,0,0,-0.0496210383952148,0
X5.HK.EQUITY,0,0.0419079980481191,0.076614902723686,0,0,0,0,0,0,-2.16840434497101e-19,0.14494963081245,0,0,0,0,0,0,0,0,0,0,0,0,0.0970477081969019,0.0569667217987111,0,0,0,0,0,0,0,0,0.131934738755484,0,0,0,0.0503303134402653,0,0,0.374275570250916,0,0,0.0178260046440618,0,0,0,0,0,0,0,-0.0203381047536609
X388.HK.EQUITY,0,0,0,-0.158176674544788,0,0.438100898237317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144242402963716,0,0,0,0,0,0,0,0,0,0,0,0,-0.251030815023999,0,0,0,0,0.0870139173261416,0,0,0,0.0796506293969043,0,0.188696027542448,0,0,0,0,0,0.172224388854373,-0.0417309772878614
