,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.121401071664462,0,0,0,-0.17578660403342,0.255615346560964,0,0,0.0910212219834518,0,0,0,0.277093349647313,0,0,-0.127039185112264,0,0,0,0,-0.136268701918496,0,-0.19417351719003,0,0,0,-0.224264508776394,0,0,0.81496511336532,-0.0516790989454165,0,0,-0.0823519446456056,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.060145250981182,0,0.0344738390777944,0,0,0,0,0.171254443636632,0,0,0,0,0.0920952847250822,0,0.0987744679911175,0,0,0,0,0,0,0,0,0,0,0.036385036616506,0,3.46944695195361e-18,0.248105615711307,0,0.248216631813114,0,0,0,0,0.0101828963867643,0,0.00993758855832819,0,0,0,0,0,0,-0.0543324108025456
X601939.CH.EQUITY,0.323313040172358,0,0,0,0,0,0,0,0,0.127282215022018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0914342488496689,0,0,0,0,0,-0.247347001129778,-0.261286299170022,0,0,0.134568421008337,0,0,0.549403030737638,0,-0.0412693655092034,0,0,0,0.253804432912879,0,0,0,0,0.0302174282087283
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.751916470596415,0.110595877109871,0.0744423539473517,0.306547385934872,0,0,0,0.45564806938797,-0.163912896838232,0.362904684335926,0,0,-0.402332109167137,0,0,0,0,0,0,0,0,0,0,0,0,-0.363018768803163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50862203831005,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.14593898485754,0,0.129086692640003,0,0,0.0717259813931381,0,0,0,0.172566637437443,0,0,0.119786650147547,0.00362507513807033,0,0,0.0507886046459187,0,0,0,0,0,0,0,-0.0150036171161831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924254013284819,0,0,0,0.197153592738617,0,0,0
X601988.CH.EQUITY,0,0,0,-0.0217098709271348,0.475312960994323,0,0,0,0,0,0,0,0,0,0.0860914768278278,0,0,0,0,-0.18603085932207,-0.0391073864216445,0,0,0.273489155526409,0,0,0,0,0,-0.407737862117779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146040541935671,0,0,0.0442991410467814,0,0
X600036.CH.EQUITY,0,0.217767393044206,-0.0273555345037136,0,0,0,0,-0.132238063843693,0,0.39622344447451,0,0.191536197889151,0,0,0,0.145902754354425,0,0,0,0.389151731600704,0,0,0,0,0,0,0,0.118854337903695,-0.115944229081526,0,0,0,0,-0.0147114117279526,0,0,0,0,0,0,0,0,0,0,0,-0.0449513828825452,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.298171697010905,0,0,0,0,0,-0.00758361611657053,-0.115490822397839,0,0,0,0,0.0100542776006076,0,0,0,0,0,0,0,0,0.0260597477071326,0.150370776118078,0,0.116684123931729,0,0.121411266548455,0,0,0,0,0,0,0,0,0,0,-0.122122042594542,0,0,0,0,0,0,0,0,-0.0362527377881824
X601628.CH.EQUITY,0,0.123085454112455,0,0.0758108472079072,0,0,0,0,0,0,0.0145923803982684,0,0,0.254848140020876,0,0,0,0,0,0,0,0,0,0.147259171749633,0,0,0,0,0,0,0,0,0,0,0,0.119299061078994,0,0,0.0356172957972762,0,0,0.16544038862965,0.241894363584786,3.46944695195361e-18,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0766790518760731,0.0861388144396002,0,0,0.605956894801415,0,0,0,0,0,0,0,0,0,0,0,0,0.199185313420103,0,0,0.00167895496065871,0,0,0,0.208737416101835,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.031310109385406,0,-0.306930477601835,0,0,-0.0649921908200051,0,-0.138458597752159
