,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.262848588767945,0,0.179428634932733,0,0,0,0,0,0,0.122493777872331,0,0,0,0.0675236840577383,0,0,0.00123742684273408,0,0,0,0,0,0,0,0,0,0,0,0.145377959752393,0.0150779654970406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.194584469670137,0
X601939.CH.EQUITY,0.475501802626269,0,0,0.205517852834628,0,0,0,0,0,0,0,0,0,0.0662260823592326,-0.168783678482768,0,0,0,0,0,0,0,0,0,0,0.207361881434312,0,0,0,0,0,0,0,0,0,0,0,-0.0174814114187763,0,0,0,0,0,0,0,0,0,0.0845930378416809,0.0655527094878275,0,-0.02441075802573,0
X601318.CH.EQUITY,0,0,0,0,0.152115166501465,0.160675004362274,0,0,0,0,0,0,0.0309731349727221,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.136964652411634,0,0,0,0,0,0.0569381609425964,0,0.0308150399255032,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.296423016741223,0.0946570547834269,0,0,0.174309741683358,0,0,0,0,0,0,0,0,0.185027500853524,0,0,0,0,0.0447563461355691,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119229694633451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.484407797928418,0,0,0,0,0,0.307108384365681,0,0,0,0,0.0862247016061993,0.190244390785343,0,0.040177238288746,0,0,0,0,0,0,1.38777878078145e-17,0,0.0494668330549343,0,0,0,0,0,0,0,0,0,0,-0.536190886799281,0,0,0,0,0,0,0,0,0.0890678794725326,0,0,0,0,0.2234451187748
X600036.CH.EQUITY,0,0.0497372985795946,0,0,0,0,0,0,0,0,0,0,0.169972287904818,0,0,0,0,0.0286865274773751,0,0,0,0,0.207901538954135,0.0133024555849063,0,0,0,0,0,0,0,0,0.357891706715127,0,0,0,0,0,0,0,0,0.112133853756115,0,0.142475630875405,0,0,0,0.00284709839094757,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.212712225115564,0,0,0.434887920551538,6.93889390390723e-18,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0708877243005617,0,0,0,0,0,0,0,0,0,0,0.0405805293098921,0,0.0777521349194106,2.16840434497101e-19,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0668977417904556,0,0,0,0,0,-0.110208984635158,0,0,0,0,0,0,0,0,0.0813711299526331,0,0.293803976417456,0.121171113833068,0,0,0,0,0,0,0,0.0410282316246947,0,0,0,0.0764993028333962,0,0,0,0,0.00341146822613407,0.114823419196881,0,0,0,0,0,0,0,0,0.164617724477152,0.0605391840736308
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363041620748175,0,0,-0.0781773693335529,0,0,0,-0.405456192643432,0,0.629779554417928,0,0.0661278580007786,0,0.695753463613482,0,0,0,0,0,0,0,0,0,0,0.0433631222816394,0,0,0,0,0,0,-0.135913218946036,0,0.257831407142272,0,0,0,0
X601658.CH.Equity,0,0,0,0.0780663768261216,0.0729999019680541,0,0,0,0,0,0,-0.0453939490163103,0,0.0980936770210321,0,0,0,0.143784533918183,0,0,0.28918198994498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31855124886869,0,0.109524909018634,0,-0.150133073791146,-0.154210799910289,0,-8.67361737988404e-19,0,6.93889390390723e-18,0,0,0,0,0,0,0
