,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177396511886205,0,0,0,0,0.407931049420105,0,0,0,0,0,0,0,0,-0.0878452722200457,0,0,0,0,0,0,0,0,0,0,0,0.657347347103642,0,0,0,0,0,0,0,0,-0.00518232161322269,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.110974607987232,0,0,0,0,0,0,0,0.0700228780896935,0,0.0833504404444293,0.0273180544733444,0.0545987040113604,0,0,0,0,0,0.0944421966961518,0.0402360172192635,0,0,0,0,0,0,0,0.277749094933633,0,0,0,0,0.212671425160689,0.0164075003084852,0,0,0.0373447539612465,0,0,0,0,0,-0.0301516890279591
X601939.CH.EQUITY,0.28327490034663,0,0,0,0,0,0,0,0,0.0389891416904386,0,0,0,0,0,-0.0166914540425891,0,0,0,0,0,0,0.0756085665932621,0,0,-0.0847293753543914,-0.064257055435169,0,0,0,0,0,0,0,0,0,0,0.0257140119737466,0,0.546319506503172,0,0,0,0,0,0,0,0,0,0,0.116587501849364
X601288.CH.EQUITY,0,0,0,0,-0.293851505826712,0,-0.240232937731668,0,0,0,0.817322892055812,0,0,0,0,-0.132372813432218,0,0,0,-0.228205215321784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.152475814726403,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.133392690733553,0.374190561934967,0,0,0,0.0471909988678518,0,0,0.187884732436611,0,0,0,0,0,0,0,0,0.0259029623970392,0,0,0.0343911356599055,0,-0.122563572869685,0,0,0,0,0,0,0,0,0,0.0785377074042539,0,0,0.13126638997425,0,0,0,0,-0.184125837251068,0,0,0.135648251909232,0,0
X601988.CH.EQUITY,0,0,0,0,0.339346848478941,0,0,0,0,0,0,0,0,0.110301758780876,0,0.000261979198312795,0,0.154758267089274,0,-0.0276019109092849,0,0,0,0,0.173557113548616,0,0,0,0,0,-0.335162101444289,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.00957686015192719,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.260578744098036,0,0,0,0,0,0,0,0,0,0,0,0,0.140090275092591,0,0,0.0213312105339445,0,0,0,0,0,0.0887304511514959,0.130744470452597,0,0.0897660436857306,0,0,0,0,0,0,0,0.321413690644269,0,0,0,0,0,-0.133737673883934,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.135933827283332,0,0,0,0,0,0,0,0.484919807135456,0,0,0,0,0,0,0,0,0,0.229636198131108,0,0,0,0,0,0,0,-0.00207037968902722,0.126575985026887,0,0,0,0,-0.211120221237569,0,0,-0.157141020633802,0,-6.93889390390723e-18,0,-0.00861266201371846,0,0,0.211356714026608,0,-0.0260022884266731,0,0,0,0,0
X601628.CH.EQUITY,0,0.264905334560667,0.0140786435406473,0.0537445293285697,-0.0873929146856502,0,0,0,0,0,0,0,-0.00959728098163481,0,0,0,0.234337844833672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156625348651078,0.0774310942344895,0,0,0,0,0,0.150036621615482,0,0.0796760532692825,0.105626765140547,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0152762362455633,0,0,0,0.69006561442879,0,0,0,0,0,0,0,0,0,0,0,0.221129161858895,0,0,0,0,0,0.0950641694018584,0,0,0,0,0,0,0,0,0,0,0,-0.0879959357135388,0,0,0,0,0,0.124303106827896,0,-0.140071359828534,0,-0.124018958710094,0,0.0273795299806838,-0.0327567715386544
