,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.359361091536658,0,0,0.0779038516438096,0,0,0,0,0,0,0,0,0.0241078216224727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,-0.0464936018042508,0,0,0.165312160790417,0,0,0.0140779078738889,0.0716150803049179,0,0,0,0,0,0,0,0,0.195719387929597,0.0316026724983479,0.0314231441886807,-0.0102727223966818,0
X601318.CH.EQUITY,0,0,0,0,0.0106682885260554,0,0,0,0.14687959740403,0,0.0549579661336156,0,0.0950314139556191,0,0,0,0,0,0.215273448707865,0,0.212221932380079,0,0,0.0100456953903222,0,0,0,-0.0114922548671518,0,0.0820245344287445,0,0,0,0,0.0121803255720914,0,0,0.0487559818989108,0,0,0,0,0,0.0178774432873039,0,0,0,0,0,0,0,0.0791947175414712
X601939.CH.EQUITY,0,0,0,0.259538255458488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562329585829826,0,0.746694677836909,0.0334476325936715,-0.251021588403545,-0.209905043551651,0,0,0.00685990727770531,0,0.162976261650879,0,0,0,0,0,0,0,0,0,0,-0.0681559811338728,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.114862173892284,0,0.0740442069772188,0,0.0855771873437182,0,0.412008432009863,0,0,0,0,0,0,0,0,0.0486320887647378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206775581455139,0,0,0,0,0,0,0.111147514096322,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213492583403695,0,0,0,0,0.036583211008612,0.222067852549198,-0.0948977864359016,0,0,0,0,0,0.113126633715264,0,0.508668991451886,0,0.0158827973980676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425818578182306
X600036.CH.EQUITY,0,0.155742167763401,0,0,0.102645430054696,0,0.0827357455304582,0.0617698685931803,0,0,0,0,0.265152849712671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29066834972916,0,0,0,0,0.0681817217664962,0,0,0,0,0,0,0.0913590798091011,0,0,0,0,0,0,0,0.0557638022841485,0,-0.0128878090403839,0,0,0
X601988.CH.EQUITY,0.252187237011024,0,0.00202847209124047,0,0,0.35412382237923,0,0,0,0,0,0,0.0516115985876677,0,0,0,0,0,0,0.0268126407113262,0,0,0,0,0,0,0,-0.000863377252270407,0,0.158078796062649,0,0,-0.0684163354134028,0,0,0,0,0,0,0,0,-0.0915933739560606,0,0,0,-0.0265245010662339,2.16840434497101e-19,0,0,0.328109271866807,0,0
X1299.HK.EQUITY,0,0,-0.152731275251644,0,0,0.0856988882582768,0,0,0,0.291734083132349,0,0,0,0,0,0,0.097007470820403,0,0,-0.0525770662397231,-0.00143558911724867,0,0,0,0,0.207640052736023,0.0134153841566091,0.0924579344967887,0,0,0,0,0,0,0,0,0,0,0,0,0.122889539974967,0,0.10400181225017,0,-0.0126647784549373,0,0,0,0,-3.3881317890172e-21,0,-0.0173399759990815
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837808683863775,0,0,0,0,0.15322814074228,0,0,0,0,0.641847585927477,0.0638479814683267,0,0,0,0,0.0133682088232943,0.0704369870734946,0,0,0,0,0,0,0,0,0.141789066359202,0.0646119164333624,-0.156502638194683,0,0.119942498795998,0,0.0895085704512792,0,0.21121884641956,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0755259228556453,0,0,0,0,0,0,0,0,0,0,0,-0.0927937590076954,0,0,0,0.477794020306784,0.270219592438072,0,0,0,0,0,0,0.159927873600074,0.250984356200041,0,0,0,0,0.208206274920636,0,0,0,0,0,-0.0350854734446035,-0.33290201689398,-1.73472347597681e-18,0.00581685478010446,0,0,0,0,0
X601658.CH.Equity,0.126497765351904,0,0.128701536944564,0,0,0,0.0695106550417681,0,0,0,0,0.0600152939607502,0.0063606477389809,0,0,0,0,0,0.435392614256953,0,0,0,0,0,0,0,0,0.0166995586534209,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0372637840032291,0,0,-0.133936616187059,0,-0.0555158977198243,0,0,0.00434165266192554,0,0.0935720146931059,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.111569864127377,0,0.0584179701577322,0,0,0,0,0.052890923636688,0,0,0,0,0,0.0806054568505087,0,0,0,0.0175924442847749,0.193793351078266,0,0,0,0.0458782521319408,0,0,0.0979056315746664,0,0,0,0,0,0,0,0,0.25870707493585,0.017936354598769,0,0,0,0.0341023313429921,0,0
X000001.CH.EQUITY,0,0,0.0109824615968758,0,0,0.537940983315232,0,0,0,0.0248467485354511,0,0,0,0,0,0.0705119422938636,0,0,0,0,0,0,0,0,0.0899152005324519,0,0.209247703042351,0,0,-0.227859908953548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570729276702743,0,0
