,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.032947758697505,0.476162588781757,0.0149437533524951,0,0,0.0904834082623883,0,0,0.0828859501106275,0.0675604937385823,0,0,0.176490013173555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286720419896566,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.118595688431618,0.285375142696463,0,0,0,0,0,0,0,0,0.318931752408653,0.0877436005755612,0,0.0724889377401805,0,0,0,0.0644418633627648,0,0,0,0,-0.0278552354067585,0,0,0,0,0,0,0,0.0060648377821177,0,0.0442249019531052,0,0,0,0,0,0,0,0,0.0198757510251702,0,0.00935183404137666
X601939.CH.EQUITY,0.131749009043468,0,0,0.517482285222393,0.087495234876674,0.0807607976332124,0,0,0,0.0719365181807076,0,0,0,0,0,0,0,-0.0472126133503988,0,0,0,0,0,0,0,0,0,0.179434514797888,0,-0.00773424415863984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00640975195112756,0,0,0,0.0469177061386672
X601288.CH.EQUITY,0,0,0.21168163766078,0,0,0,0,0,0.011885673615581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27351622033052,0,0.195507769219183,0,0,0,0.0474303416267641,0,0,0,0,0,0,0,0,0,0,0.0962067679232852,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0565714759502704,0,0,0.207416383697916,0,0.206209062332129,0,0,0,0.212042545992287,-0.00851194450003312,0,0,0,0,0,0.195636266582119,0,-0.244546911158683,0,0,0,0.0459631373946628,0,0,0,-0.0612191292789283,0,0,0,0,0,0.189903331182916,0,0,0,0,0.0806164279196474,0,0,0,0,0,0,0.171383556959234,-0.00759382821734195,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.262257246730232,0,0,0,0.10690095836282,0,0,0,0,0,0,0.035137272534168,0.109419796561658,0,0,0,0,0,0,0,0,0.0883653427275726,0,0,0,-0.191644927350225,0,0.0605358700941465,0,0,0,0,0,0,0,0,0,0.0798760688044939,0,0,0,0,0,0,0,0.151145251971744,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.173441761490838,-0.0944271494926859,0,0.103978610831141,0,-0.0345347102874494,0,0,0.0345110866517067,0,0,0,0.471920542484518,0.0314491256195467,0.0414475318824117,0,0,0.082629491745404,0.111312632656413,-0.0371513007914456,0,0,0,0.089538231346804,0,0,0,0,0,0.266153024932905,0,0,0,0.111877552455401,0,0,0,0.0752414651009021
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303406458886699,0,0,0,0,0,0,0,0.0734401135331449,0,0.0628555794425336,0,0.118948142371227,0,0.0375130026528592,0,0,0,0.230325234078141,0,0,0,0,0,0,0,0,0,-0.0765656463865176,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.148208865564802,0,0.0503119738223969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104553510641159,0,0,0,0,0,0,0,0.147779288718227,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0208781515039285,0.366374821239039,0,0,0,0.118947915773579,0,0.0565630953483504,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.359783394543853,0.0315108850552737,0,0,-1.35525271560688e-20,0,0,0,-3.46944695195361e-18,0.415894516819395,0,0,0,0,0,0,0,0,0.0230469236341601,0.0860314219363566,0.127673792716063,0,0,0,0,0,0,0,-0.0117928321472087,0,0,0,0,0,0,0,0,0.0688893330477234,0,-0.0786355540009147,0.217076284253114,0,0,0,0.0811254104996999,0,0,0,0
X601166.CH.EQUITY,0.107030738088945,0,0.0523734173418834,0,0,0,0.0307004736817271,0,0,0.161512502082918,0,0.325210753835495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231625329750404,0.0492960560043146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754964431299613,0
X600000.CH.EQUITY,0,0,0.107402395987312,0,0.0797590861100236,0,0.0955209477724879,0,0,0.0832685045094192,0.515186518675553,0,0,0,0,0,1.38777878078145e-17,0,0,0.0746385716616184,0.218036072599107,0,0,0,0,0,0,0,0.117796366619873,0,0,0,0,-0.15270129219859,0,-0.0710498654474352,0,0,-0.0453743582214156,0.0100830367067932,0,0,0,0,0,-0.0762942058252446,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.132439863045382,-0.20624008087809,0,-0.059328579769179,0,0,0,0,0,0,0.105621256842561,0,0,0,0,0,0.272460869808838,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,-0.123241603536286,0,0.117614589091959,0.0408596238983865,-0.0413989818229829,-0.0534600851194511,0,0,0,0.0803206139133216,0,0,0,0.393515253743789,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.172935654265322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05797492967925,0,0,0,0,0.0267939004072105,0.256510156918777,0,0,0,0.602770447313813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182606428954497,0,0.110555370752384,0,0,0,0,0
X16.HK.EQUITY,0,-0.0897083438055138,0,0,0,0,0,-0.0546447406350054,0,0,0,0,0,0,0,0,0,-0.279552770462848,0,0,0,0,0,0,-0.0900855602724985,0,0,0.0759593956328431,0,0.205534197117314,0.261640220753457,0,0.176684282382441,0,0.638592990390369,0,0,0,0,0,0,0.0215631930672049,0,0,0,0,-0.122130945879324,0,-0.0371507660726926,0,-0.00408953000028414
X000002.CH.EQUITY,0,0,0,0,0,0.000699388281604242,0,0.0345199804677527,0,0,0,0,0.0275709514472515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663967699838539,0,0,-8.67361737988404e-19,0.680491100779734,0,0.165889917178702,0.0779357935615031,0,0,0,-0.0479286161091382,0,0,0,0,0.0708039238374338,0,0,0.0350697565581974,0,0.0788823922480123,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.395272627449263,0.226326945416782,0,0,0.286626007685603,0,0,0,0,0,0,0.165797445686851,0,0,0,0,0,0,0,0.0607234386175131,0,0,0.0924903994568562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226146932696519,0,0
X601601.CH.EQUITY,0.0750979129953773,0.105676208064032,-3.46944695195361e-18,0,0,0,0.0409143696205373,0,0.105629327457475,0,0,0,0,0.0801438273902081,0,0,1.0842021724855e-19,0,0,0,0.0228441385361854,0.0763953427689858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385450659244393,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0257607452424607,0
X2388.HK.EQUITY,0,0.142855603203237,0,-0.130246745025053,0.205359956580516,-0.496516549899524,0,0,0,0,0,0,0,0,0,0,0.672732717017196,0,0,0,0,0,0,0,0.0376017256593087,0,0.192403877651792,0,-0.106980653456365,-0.301444938614619,0,-0.0799678504020123,0,0,0,0,0,0,0,0,0,0.0636109330895078,0,0,-0.0830390504147232,0.0648361282296002,0,0,0,0.0918188722387162,0
X267.HK.EQUITY,0,0,0,0.0566720486664136,0,0,0,-0.04548967396478,0,0,0,0,0,-0.130869952409511,0,0,0,-0.366080787249472,0,0,0,0,0,0,0,0,0,0,0,0.32945838379719,0,0,0,0,0.0306659327380091,0,0,0.037109874236564,0,0.376782166004536,0.321594366530762,0,0,0,-0.0323534335009124,0.290214046340962,-0.246397939722892,0,0,0,0
X688.HK.EQUITY,0,0.145045472079762,0,0,0,0,0,0,0,0,0,0,0,-0.0609485222651033,0,0,0,0,0,0.0482644027814863,0,0,0,0,0,0,0.531155551862797,0,0.213278948505214,0,-0.106955346570442,0,0,0,0,0,0,0,0,0,0,0.0725502172418031,0,0,-0.0614136031094258,-3.46944695195361e-18,0,0,0,0,0.166639938831573
X600016.CH.EQUITY,0,0,0,0.0704172356927026,0,0,0,0,0,0.0751553809067084,0.13184893623793,0.199717981355971,0,0,0,0,0,0.125300220075312,0,0,0,0,0,0,0,0,0,0.0163919286180904,0,0,0,0.0115004114013757,0,0,0,0,0,0,0,0.199691989174737,0,0.018492864088394,0.231694509438343,0,0,0,0,0,0,-0.0278451408902563,0
X601998.CH.EQUITY,0.0345071978459316,0,0,0.137607716369524,0,0,0,0,0,0.0851166535604815,0.173213474549709,0,0,0,0,0,0,0,0,0.0847867667076092,0,0,0,0,0,0.136879980404109,0,0,0,0,0,0,0.0795293995508169,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0845476725026252,0,0,0,0,0,0,-0.00734593771121204,-0.035166006818248
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.128602177687898,0,0,0.0458258809145428,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0972810781743202,0.154457781853218,0,0.226549634206771,0.0320223152425213,0,0.373816835929543,0,0,0,0,0,0,0,0,0.0128815802342097,-8.67361737988404e-19,0,0
X2007.HK.EQUITY,-0.251907738054514,0.30989711899478,0,8.67361737988404e-19,0.19804108701079,0,0,0,0,0,0,0,0,0.152228594092296,0,0.0805774594581884,0,0,0.0327065016901774,0,0,0,0,0,0,0,0,0,0.123969290666488,0,0,0,0,0,0,0,0,0,0.0679713275066659,0,0,0.0183860708799611,0,0.0752336261971692,-0.177671625448625,0,0,0,0,0,-0.0396281552959765
X000001.CH.EQUITY,0,0.0557148467512317,0,0,0,0.121695175218532,0.0702622386538004,0,0.095014670902481,0,0,0,0,0,0,0,0.0126136880016886,0.0746885161926583,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0521329264751441,0,0,0,0.0761900103308638,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.132999780688915,0.0672887273658803,0,0,0,0,0,0.133088170942438,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0.0299915557711768,0,0,0,0,0,0,0,0.043153811860956,0,0.182291580812306,0.0146016427787157,0.024029696651667,-0.0348802369103479,0.295006395881168,0,0,0,0,0,0,0.316904629865301,0,0,-0.0197107172639047,0,0,0,0.0261745810900456,0,0,0,0,0,0,0,0,0,-0.0367418474364394,0,0,0,0,0,-0.280035634179498
X601818.CH.EQUITY,0,-0.0741652566184104,0,0,0,0,0.24276865159969,0,0,0.179525126991112,0,0,0,-0.0643897726856921,0,0,0,0,0,0,0,0.442436530718763,0,0,0,0,0.195800870527485,0,0,0,0,0.0176893227201601,0,0,0,0,0,0,0,0,0,0.0991587478022926,0,0,0,0,0,0.043551202922462,-0.0302957343759917,0,0
X1113.HK.EQUITY,-0.194715414222289,0,0,0,0,0,-0.0355208237692684,0.118172377636781,0,0,0,0,0,0,0,0.0703995665214755,0,0,0,0,0.0157567265612111,0,-0.0165542527584263,0,0.155367198009145,0,0,0,0,0,0,0,0,0,0.158531006711036,0,0,0,0,0,0,0,0,0,0,0.282095406207232,0,0,0,0,-0.0170294893933663
X823.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.21112042718127,0,0,0.219929123969915,0,0.122329705291829,0,0,0,0,0,0,0,0,0,0,0,0.12311745177286,0,0,0,0,0,0.092165719713436,0,0,0,0,0,0,0,0,0,0,0.0871540213937881,0,0,0,0,-0.00033106408974125
X12.HK.EQUITY,0,0,0,0,0,-0.164321149825633,0,0.509319570099309,0,0,0,0,0,0,0,0,0,0,0,-0.123437348195362,0,0,0,0,0,0,0,0,0.0219655224379611,0.314240665757701,0,0.648024922833536,0,0,0,0,0.398315054855808,0,0,0,0,0,0,0,0,0.059026075987815,-0.0317911710751517,0,0,0,0.0532123968209922
