,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.34411942831566,0.34686727149187,0,0.00647023417925415,0,-0.0754066802218469,0,0,0,0,0,-0.0141116860667595,0,0,0,-0.0282697069950998,0,0,0,0.0863448189406676,0,0,0,0.14226387457978,0,0,-0.0319945998659994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0758580643290378,-0.0434824046474547,-0.111142447983317,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.213590907858799,0.022671227738298,0.287996873701311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693938995935579,0,0,0,0,0,0,0,-0.279665373358622,0.262653245892089,0,0.195703355002533,0,0,0,0,0,0.0553893960457875,-0.00343046100825688,0,0
X601939.CH.EQUITY,0.46023589116432,0,0,0.061565255476993,0.111376538174053,0,0,0.0319778046888144,0,0,0,0,0.156855868845547,0,0,0,0,0,0,0,0.139571140871991,0,0,0.0177660231046918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316390349754261,0,0,-3.46944695195361e-18,0,0.0140760875260829,0,-0.14740158529121,0,0,0,0,0
X601288.CH.EQUITY,0.392794954504876,0,0.206307349819259,0,0.151968969555854,0.0740447740869642,0,0.0445562803832148,0,0,0,0,0,0,0.0213766433487796,0,0,0,0,0,0,0,0,0,0,0,0,0.0732966307712783,0,0,0,0,0,0.0476875533971719,0,0,0,0.0591999284877918,0.16412108427068,0,0,0.0217211682323195,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.253446355977629,0,0.136585577874683,0,0,0.0801028968038728,0,-0.191245139502888,0,0.284915144398262,0,0,0,0.173773033616156,0,-0.0946347604101143,0,0.218834514447411,0,0,0,-0.176675556493987,0.440855653432857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190879764653961,0,0,0,0,0.0274409140531562,0,0,0,0.060254479440585,0
X601988.CH.EQUITY,0.0756738470982981,0,0.19372093393909,0.142073568853866,0,0,0,0.0819500116936022,0,0.121053325032367,0.255534109132961,0,0,0,-0.316541359011619,0,0,0,0,0,0.0246838897341259,0,0,0,0,0,0,0.0739283488653302,0,0,0,0,0,0,0,0,0,0,0,0,0.0434842759792039,0,0,0,0.13970980170133,0,0,0,0,0.00862871522683475,0.0803447710281778
X600036.CH.EQUITY,0,0.187581290308225,0,0,0,0,0,0,0,0,0,0,0.131924281767169,0.0673953387324896,0,0,0,0.0503318780350067,0,0,0,0,0,0.109558036609973,0,0,0,-0.0230687827513161,0,0,0.32553019640617,0,0,-0.0115135203579612,0,0,0,0,0,0,0.0390943274212742,0,0,0,0,0,0.113318357230883,0,0.17348659087876,0.0483924997846022,0
X601628.CH.EQUITY,0,0,0,0.0581366105789251,0,0,0,0,0,0.0709807653384646,0,0,0,0.0200809405763783,0,0,0,0,0,0.193133115632448,0,0,0,0,0,0,0,0.0314584593235477,0,0,0,0,0,0.056103316413325,0,0,0,0,0,0,0.0839003491192673,0,0,0,0,0,0,0,0.0344795257579527,0.17094066935093,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0689422088356869,0,0,0,0,0.195435214772066,0.0166817510119705,0,0.112187819460166,0,0.187494185529565,0,0,0,0,0,0.342225500899512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701075754176788,0,0,0.0199076366460538,0.0229475057587969,0
X601166.CH.EQUITY,0,0,0.0149281311973923,0,0,0.128908867329209,0,0.091609554710544,0,0,0,0,0,0.160782029215101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457681340287323,0,0,0.184067606740388,0,0,0,0,0,0.0869437363417702,0,0,0,0,0,0,0,0,0,0,-0.0818973511966062
X601328.CH.EQUITY,0,0.0232276366396872,0,0,0.0773690227028516,0.110847550695299,0,0,0,-1.73472347597681e-18,0,0.234147637073849,0,0,0,0,0.0682546562214934,0,0,0.175799668548047,-0.180558766656154,0.139203399857239,0.0744077873456045,0,0,0,0,0,0,0,0.00996090209907867,0,0,0,0,0,0,0,0,0.0329147200252438,0,0.180742401275274,0,0.0257293935298994,0.0169590873180285,-0.0197999886992435,0,0,0,0,0
X600000.CH.EQUITY,0,0.0915446109692211,0,0,0,0.0983113420493634,0.292461475233833,0,0,0,0.231074259455104,0,0.213617535902306,0,0,-0.0116595215274507,0,-0.0534519509184539,0,0,0,0.0371123508246369,0,0,0,0.132020861383402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363662929152096,0,0,0,0,0.0890667648564128
X000001.CH.EQUITY,0,0.0726806461584619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878736074893723,0,0,0,0.0937872125814323,0,-0.213848304860157,0,-0.0288195747915493,0.276661534755428,0,0,0.158750968430612,0,-0.166153463586128,0,0,0,0,-0.0280617514006616,0,0.363026331126935,0,0,-0.132834798021629
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.230460622518104,0,0.108548802055627,0,0,0.100022090855992,0,0,0,0,0.26556093447855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209632874427704,0,0,0,0,0,-0.040054484336605,0,0,0,0.117050108354493,0,0.063486766774782
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,-0.201092512530569,0,0,0,0,0,0,0,0,0,0,0.381720008790111,0,0,-0.0784723188526258,0,0,-0.0870997609917031,0,0,0,0.171730655731647,0.0416005255687879,0,-0.12597444984253,0.116239187588319,0,0,0,0,0,0.00936348213512644,0,0,0,0,0.073134850105583,0,0,0.249484009537544,0,0.163839997056226,-0.0600177059660672
X16.HK.EQUITY,0.0178288397619246,0,0,0.214727217788701,0,0,-0.0865088784940036,0,0.283264230062623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681288219119773,0.238664544465565,0,0,0,0,0.0699358136414703,0.0573190575162028,-0.0403765380474402,0,0,0,0,0,0,0,0,0,0,0,0.170499877218767,0,0.0348103444795895,0,0,0,0.301419297469823,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991793510511541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281533358515564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,-0.00295922801339388,0,0,0.34012981624658,0,0,0,0,0,0,0,-0.1303485668673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181649375762987,0,-0.0527851695756675,0,0,0,-0.247504257307356,0,0,0,0.087005964690178,0.36738558809397,0,0,-0.0822474440976689,0,0,0,-0.0328666603019009,0
X11.HK.EQUITY,0.284753598217438,0,0,0,0.0336897875636816,0,0,0,0.204160000512795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49290902682509,0,-0.218533709791026,0,0,0,-0.0301703605244926,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0546699475248907,0,0,0,0,0,0,-0.0478255509633338,0,0,-0.0897513962965155,-0.0583131717810357,0
