,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.0566982745677507,0,0.138747986181883,0.176388913049366,0,0.351767042753748,0,0,0,0,0.000601499395174712,0.131825481775628,0,0,0,0,0,0,0,0,0,0.0118713790132538,0,0,0,0,0.104044438541759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.207656778853757,0,0,0,0,0,0,0,0.224197616914051,0,0,0,-3.46944695195361e-18,0,0.0719896410669298,0.144752224530838,0,0,0,0.210530612360493,0,0,0,0,0,0,0,0,0,0.0753590016767718,-0.059894900085817,0,0,0,0,0,0.0658300800793861,0,0,0,0,0,0,0,0,0,0,0.0749612635006317,0,0,0,-0.0072478902733775
X601939.CH.EQUITY,0.263706688301716,0,0,0,0,0,0,0,0,0,0,0,0.425692591874066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191833522775022,0,0.106014276929977,0,0.00655595803061518,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.342770394263383,0,0.0423362959830862,0,0,0.467223594344152,0,0,0,0,0,0,0,0,0.0359513745162997,0,0,0,0,-0.0109532738358169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112860352069472,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.198279696035613,0,0.0394625034735666,0,0,0,0.310683002550822,0,0,0,0,0,0,0,0.0201425161128316,0.648268210443685,-6.93889390390723e-18,0,0,0.0515031327421728,0,0,0,0,0,0,0,0.0921935849855569,0,0,0.0205422779317735,0,0,0,-0.204436471769167,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-5.42101086242752e-20
X601988.CH.EQUITY,0.136936560426997,0,0,0.0492534265044873,0,0,0,0,0.200892386118835,0,0,0,0.143500042778979,0,0,0,0,0,0.0211268157991681,0,0.168415432472441,0,0,0,0.0278680315392765,0,0,0,0,0.0495065017750071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186389273421676,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.196679038862066,0,0,0.220237727020861,0,0,0,0,0.1779478669897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149711685723843,0,0.00384347375884828,0.158236013040136,0,0,0.105481527187914,0,0,0,0,0,-3.46944695195361e-18,0.0489929089659992,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.164142559807913,0,0,0,0,0,0,0,0.325230826569698,0.0252118482389111,0,0,1.73472347597681e-18,0,0.193609770989862,0.291250025421088,0,0,0,0,0,0,0.247977012628914,0,0,0,0,0,0,0,0.027511792974995,0,0,0,0,0,0,0,0,0,0,0,0.0906800767730685,0,0,0.0104872004892959
X601628.CH.EQUITY,0.325237567498526,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563778102021339,0.0260362554928776,0,0,0,0.118371188164019,0,0,0,0.0876579155747653,0,0.230500611131048,0,0,0,0,0.150182899307482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.19234954647312,0,0,0,0,0,0,0.195038376498699,0,0,0,0,0,0,0,0,0,0.0785907066630026,0,0,0,0,0,0,0.222606894991569,0,-0.194967189791199,0.153895459714791,0,0,0,-0.00741268269184504,0,0,0.830892640198998,0,0,0,0,0,0.337016124339217,0,-0.317316282607693,-0.245515347576143,0,0
