,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.288744068918971,0.0981780564371397,0.080773604495095,0,0,0.268878441133618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143699306828869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0946507953026612,0,0,0,0,0,0,0,0,0,0,0,-0.0506822995912,0,0
X601318.CH.EQUITY,0,0,0.241885016630805,0,0,0,0,0,0.101929310960935,0,0,0,0.0602856404180898,0,0.0310329523698904,0,0,0,0,0,0.178160200072188,0,0,0,0,0,0,0,0,0,0,0,0.0429618660361601,0,0,0,0,0.1087470827562,0,0,0,0,0,0,0.0266818784878099,0,0,0,0,0,0,0.100435325353313
X601939.CH.EQUITY,0.420647569364889,0.270619962781774,0,0,0,0.0265263842720217,0,0.384156841362588,0,0,0,5.42101086242752e-20,0,0,0,0,0.0298531183261377,0,0,0,0,-0.111629564478906,0,0,0,0,0,0.127063927965693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134588677291043,0
X601288.CH.EQUITY,0,0,0.0100965443418799,0,0,0.0934983095765383,0,0.455184905321778,0,0,-0.0929154521822494,0.140478684849859,0,0,0.0337279542866315,0,0,0,0,0,0,0,0.0171861248955099,0.0410958356887014,0,0,0,0.0505871475052015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533061566347287,0,0,0,0.0425257580917027,0,0,-0.0440349634508675
X600036.CH.EQUITY,0,0.117201098894806,0,0,0,0,0.233183795285929,0,0,0,-0.0203751747357323,-0.0462279102863803,0.0968800128097776,0,0,0.122474374132021,0,0,0,0,0,0,0,0,0.467677911853477,0,0.125897766897883,0.104601755283394,0,0,0,0,0,0,0.00621085686208827,0,0,0,0,0,0,0,0,0,-0.0328638885874896,0,0,0,0,0,-0.102940405788626,0.0496148763833497
X601628.CH.EQUITY,0.0381007375302439,0,0,0.0070930396699934,-0.0285668195179472,0,0,0,0,0,0,0.0653080194039374,0,0,0,-0.213643994016063,0,0,0,0,0,0.012689055093065,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.711317825379661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133213383703137,0.0113690086368307,0,0.243556587542888
X1299.HK.EQUITY,0,0,0,-0.0178701860011275,0,0,0,0,0,0,0.0736278656153671,-0.0524969010785589,0,0,0,0,0,0,0,0.0315224448783999,0,0,0.153438328971106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108618544275628,0.122895362218799,0.16239696569129,0,0.147818468214493,0,0,0,0,0,0,0.269227634257011,0,0
X601988.CH.EQUITY,0,0,0.100140330304694,0.482178287308217,0.0822750830539901,0,0,0,0,-0.00276911867302009,0,0,0.213998792763205,0,0,0,0.0721233299115939,0,0,0,0,0,0.0398922282379031,0,0,0,0,0,0,0,0.0219697422478119,0,0,0,0,0,0.0299627528538066,0,0,0,0,0,0.0368925832862785,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0917373894909253,0,0,0,0,0,0,0,0,0,0,0.000488031417462327,-0.107623288267962,0,0,0,0,0,0,0.146190196513488,0,0.167800673741548,0,0,0.120091721751351,0,0,0,0,-0.0446797381388886,0,0.10382984421822,0,0,0,0,0,0.331715438377518,0,0,0,0.203217136360976,0,0.0527158230217043,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.028038292383392,0.0490543775447125,0,0,0,0,0,0.0912177041632306,0.0965458314902501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199358901590873,0.394984044788609,0.0635283839315902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0849311941242117
