,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.521303362864177,0,0,0,0.122283488985889,0,0,0.050985787131806,0.0496820940011989,0,0,0.169703080770409,0,0,0,0.0361626516754261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253393372084428,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.140375658965173,0.265529886981495,0,0,0,0.0338686646004522,0,0,0,0,0.318946268681457,0.0925843859126236,0,0.0657746271835062,0,0,0,0,0.0449648176394748,0,0,0,-0.0505353165008206,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0696171200660937,0,0,0.00463326514386597,0,0,0,0,0,0,0,0.00274646673691249
X601939.CH.EQUITY,0.460582975407378,0,0,0.250155789584853,0.155075320338134,0.0181400527115042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241664031886416,0,0,0,0,0.19188761597589,0.116126448303601,-0.170905491428881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178720929336758,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.217166045203161,0.103833559726687,0,0.853522612930008,0,0,-3.46944695195361e-18,0.068550091558095,0,0,0,0,-0.13926953453503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581189029030856,0.023796329845697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.286596300040539,0,0.0870689829851066,0,0,0,0.0761123377945146,0,0,0,0,0,0,0.166460119423883,-0.199464399010698,0,0,0,0,0,0.039791043431483,0,0,-0.0248116301407577,0,0,0.0193745317288495,0,0,0.201129886523781,0,0,0,0,0.38725235263175,0,0,0,0,0,0,0.19566951900489,-0.141035549141937,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.327465628190535,0,0,0,0.0456858110400129,0,0.0306981103717316,0,0,0,0,0,0.0700566670780189,0,0,-0.0538868005446566,-0.0223935767366423,0,0,0,0.193702424445226,0,0,0,0,-0.214141662145699,0,0,0,0,0,0,0,0,0,0,0,0.151963580717729,0,0,0,0,-0.0229407236336015,0,0,0.136048925559182,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.102938574462724,-0.0483297694079627,-0.0362889709180783,-0.0137015150380584,0.0984307888768751,0,-0.107001738809348,0,0,0,0,0,0.516779442271636,-0.0425095318794678,0,0.0851265729988526,0,0,0.138091422315005,0,0,0,0,0,0.0284761602371075,0,0,0,0,0.0266769713598793,0,0.242977983897261,0,0,0.097078177079656,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.234145454022699,0,0,0,0,0,0,0,0,0,0,0,0.141188500517869,0,0,0,0.0331073360572505,0,0,0,0,0,0.0353062786908812,0,0.0335163091638314,0,0.0234575318006644,0.285147507330404,0,0,0.176979185383497,0,0,0,0,0,0,0,-0.0556621563827762,-0.225477626305535,0,0.0773204615093714,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.031832021679964,0,0,0,0,0,0,0,0,0.132121262489835,0,0,0,0,0.409287182288363,0,0,0,0,0,0,0.00349121382899613,0,0,0,0,0,0,0,0,0,0,0.0655521712373752,0.182438188596512,0,0,0,0.190277812767193,0,0.0782401233334747,0.0490453985869946,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.00558929538642558,0,0.414402567165833,0,0,0,0,0,0,0,0,0.412334019028214,0,0,0,0,0,0,0,0,0,0.054484797306288,0.0493489528714901,0,0,0,0,0,0,0,0,0,0,0.0136697284160401,0,0,0,0,0,0.0924971860862118,0,0,0,0.22980179473084,0,0,0.062668660198475,0,0,0,0
