,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.135080582530531,0,0.0165953967896455,0,0,0,0,0,0,0.275787169901643,0.244708093512955,0,0,0,-0.087865261145732,0,0,0,0,0,0,0.0202116710759758,0,0,0,0,0,0,0,0,0.0222633546320182,0,0.261115685245881,0,0,0,0,0.0409256208368969,0,0,0.0551882464618941,0,0,0,0.0199039487524308,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.261780472192431,0,0,0.139940885148839,0,0,0,0.0412645032678885,0,0,-0.0311536693065694,-0.130488350261378,0,0,0,0,0,0,0,0,0,0,0,0.187139951957982,0,0,0,0,0,0,-0.312392510181157,0,0.309611827868724,0.0558452477026945,0.267612123900993,0,0,0,0.0217093795517623,0.0823306754957247,0,0,0
X601939.CH.EQUITY,0.492562157263192,0,0,0,0,0.182856738494627,0,0,0,0,0,0,0,0.0691720781981332,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372929134759098,-0.113392718145288,0,0,0.0443403284475946,0,0,-0.0482305818489158,0,0,0,0,0
X601288.CH.EQUITY,0.612836040815394,0.0831393569955941,0.11450674676258,0,0.0467759441216992,0.0199491992132186,0,0,0,0,0,0,0,0,0.00620391167997001,0,0,0,0,0,0,0,-0.0388576901387343,0,0,0,0,0,0,0,0,0,0.117946302031929,0,0.0353921558003191,0,0,0.0529434040049569,0.180804532551743,0,0,0.031402705258647,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0.0141027600259026,-0.0440079060972685,0.115492479262002,0.0382675148499921,0,0.0698903941626318,0,-0.131267037540937,0,0,0.0514954988572537,0.284590269602744,0,0,0,0,0,0.709272147456835,0,0,0,0,0,0,0,0,-0.167129171440033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933549795595407,0,0,0,0,0
X601988.CH.EQUITY,0.133261471197473,0,0.20384861175252,0.0664168945783972,0,0,0,0,0.0773941855525116,0.105195767919363,0.103764740541964,0,-0.277169126635412,0,0,0,0,0,-0.0165334016765516,0,0,0.211800452574217,0,0,0,0,0.163267621626097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100884893181739,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,-6.93889390390723e-18,0,0,0,0,0,0.05957004365171,0,0,0,0,0,0.224915684310945,0,0.166249819855136,0,0,0,0,0,0,0,0.112943472116334,0,0,0,0,0,0.00337646901384587,0,0.143116705597863,0,0,0,0.0371925698529038,0.0988784961937739,0,0,0,0.032001248009536,0,0,0,0,0,0.0377091164867353,0,0,0.0151313828180268,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.183427986212532,0,0,0.0346696859151514,0,-0.0996750658556363,0,-0.0498606724352767,0,0,0.272196519869263,0.262995239150588,0,0,0,0,0.121473041061997,0,0,0,0.137265765708646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178519830763208,0,0
X601628.CH.EQUITY,0.255132510522923,0.354288844092798,0,0.102877850786824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040401046162742,0,0,0,0,0,0,0,0.00960932438778155,1.0842021724855e-19,0,0,0,0,0.0503764542166888,-0.127866407554941,0,0,0,0,0,0,0,0,0,0,0,0.102405118635085,0,-0.253157795764462,0.0993764979186804,0,0.231534842557212
X601166.CH.EQUITY,0.204369420745888,0,0,0,0,0.0107534541294395,0.433415134282038,0,0,0,0,0,0,0,0,0.429286421024227,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0339881408324841,3.46944695195361e-18,0,0,0,6.93889390390723e-18,0.00241598724397213,0,0,0,0,0,0,0,0.058289785034519,0,0,0,0,0,0,0,0,0,0
