,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.0798383173406716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158044916954195,0,0.558015184141567,0.579738194093234,0.0297934954588241,-0.237886554118984,0.162398235742878,0,0,0,-0.150767989098972,0,0,0,0,0,0,0,0,0,-0.0165772348335987,0,0,0,0,0,0,0,0,0,0.066303786094032,0
X601318.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0.231381928039624,0,0,0,-0.0644247895664281,0,0,0,0.0268002077314156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188308570304188,0.0402065363025815,0,0,0,0,0.196848857168656,0.192972329695216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0245574947977198,0,0.827904121566263,0,0,0,0,0,0,0,0,-0.0433770865733803,0,0,0,0.069914712551009,0,0.104280381557574,0,0,0,0,0,0,0,0.00665223229200455,0.0308449385467564,0,0.00997196093954085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381423392777357,0,0,0,0,0,0
X601288.CH.EQUITY,0.0659224348304073,0,0.840484661710704,0,-0.062813237239625,0,0,0,0,0.00365174929925009,0,0,0,0,0.0288237446990868,0.0626231031278799,0,0.156965504315649,0,0,0,0,0,0,-0.0112731129060701,0,0,0.0117935640672833,0,0,0,0,0,0,0,0,0,0,-0.085906081236001,0,-0.150471588957895,0,0,0,0,0,0,0,0,0,-0.0324463947406678,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.13350943551667,0,0.056201312883764,0,0,0,0,0,0,0,0,0,0.00197672302456249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378411136749171,0.334346115065171,0,0,0,0,0,0,0,0,0.306564110107153,0,0,0,0,0,0.0336291615995678
X600036.CH.EQUITY,0,0,0.321011929654474,0.0165422804029708,0,0,0,0,0.021748742096786,-0.0183402934208062,0,0,0,0,0,0,0.136637901561201,0,0,0.0234644119198736,0,0,0,0,0,0,0.211159132728091,0.108414113191651,0,0.110998304961823,0,0,0,0,0,0,0.0544322981283079,0,0,0,0,0,0,0,0.00913819132062788,0,0,0,0,0,0.0976427512527058,0
X601988.CH.EQUITY,0,0,0,0.00284447725886584,-0.137004149811814,0.0798689999506557,0,0.0495819800003889,0,0,0,-0.0218006130415643,0,1.38777878078145e-17,0,-0.000936544801361667,0,0,0,0,-0.043887273763186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108643566460344,0,0,0,0,0,0,0,1.05041178875662,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0964909341655419,0,0,0,0,0,0,0,0.106008998685882,0,0,0,0,0,0,0,0,0,0,-0.0366185557235496,0.127488461492998,0,0,0,0.00376795125410385,0,0.200933612064838,0.329106594018595,0,0,0,0,0,0,0,0,0,0,0.18959772798706,0,-0.085370292565049,0.0916540975525399,0,0,0,0,0.0751308649734634,0.114465867359285
X5.HK.EQUITY,0,0,0,0,-0.00427281480942387,0,0,0,0,0,0,0,0,0,0,0,0,-0.150490473268794,0,0,0,0,0,0,0,-0.0737690346366181,0,0.237756905620787,0.484446281838676,0,0,0,0,0,0,0,0,0,0,0.0472972307705992,0,0,0,0.0692073566601377,0.0346394200538844,-0.0727929661284463,0,0,0,-0.0668999881863538,0.108516320724712,0
X388.HK.EQUITY,0,0,0,0,0.339642571254664,0,0,0,0,0,0,0,0,0,0,0.0524143068980697,0,0,-0.0754381151441901,0,0,0,0,0,0.336741558757664,0.0321485110422053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175816521602247,-0.20504592561346,0.166247336167439,0.13067897978646,0,0,0,-0.0997852437257683,0.0780041880947023
