,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.0871127277363426,0,0.394176371328009,0,0,0.10205723470188,0,0.109034463664735,0,0,0,0,0,0,0.18955110509124,0,0,0,-0.0718792267338114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872175328719845,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0661509179682414,0,0,0
X601939.CH.EQUITY,0.223598906597676,0,0,0.0349845258390227,0.0743347239255588,0,0,0,0,0,0,0.0695287718648769,0,0.334371415764739,0,0.206701508329233,0,0,0,0,0,0,0,-0.0514824228743762,0,-0.0868070995697217,0,0,0,0,0,0.0636826300155727,0,0.0262588035240149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0849702756140689,0,0,0,0,0,0.151772540397751,0,0,0,0,0,0,0,0,0.0136597233838794,0,0,0,0,0,0,0.13107999228909,0,0,0,0,0,0,0,0,0,0.158775790327014,0.00134039533898777,0,0,0,0.0289345739207083,0,0.326713643974751,0,0,0.0543514561879101,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.388550604214413,0.03084025931997,0,0,0.354784780382096,0,0,0,0,0,0.0990912541798897,0,0,0,0,0,0,0.0515543928752502,0,0,0,0,0,0,0,0,0,0,0,0.0195507428135704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322657955064746,0,0
X601988.CH.EQUITY,0,0,0,0.271864071526763,0,0,0,0,0,0,0,0,0,0.0883362067303065,0,0.100857198097029,0,0,0,0,0.268015348947952,0,0,0,0.00322979941675034,0,0,0,0,0,0.0383701654591233,0.0509629840167802,0,0,0.122851197288592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.133895123974507,0,0,0,0,0.299466279645892,0,0.17699853371963,0,0,-6.93889390390723e-18,0,0.239324859844555,0,0,-0.223319589994992,0,0,0,0.0920621430931409,0,0,0,0,0,0,0,0,0,0.174826920175794,0,0,0,0,0,0,0,1.38777878078145e-17,0.123843967462819,-0.0781166320763236
X600036.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.0491845843954216,0,0,0,0,0,0.438411796314129,0,0,0,0,0,0,0,0,0,0,0,0.0294789592308597,0,0.0912239158714053,0,0,0,0,0,0,0,0.121533568626268,0,0,0,0,0,0,0.0375606599541747,0,8.67361737988404e-19,0,0,0,0,0,0,0.224540453267655,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.18495205180562,0,0,0,0,0,0,0,0,0,0,0,0.207077410239552,0,0.130961325562059,0,0,0,0.0961219616105128,0,0,0,0.0762458492114569,0,0,0,0,0.147013915402953,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.31172823352626,0,0,0,0,0,0,0,0,0,0,0,0.00916015724767739,0,0,3.46944695195361e-18,0.13656705579421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461992647331485,0,0,0.117962055830624,0,0,0,0.164595163431385,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.0531830563824812,0,0,-0.100051290888743,0,0,0,0,0,0,0,0,0,-0.0122255893270776,-0.0750735444471601,0,0,0,0,0,0,0,0,0,0,0.217927583623126,0,0,0,0,0,0,-0.510148382955908,0,0,0,0.52924609291023,0,0,-0.10922851895665,1.01891828976955,0,0,0,0,0,0,0,-0.0855814980257362
X601328.CH.EQUITY,0,0,0,0.271857584196545,0,0,0,0,0,0,0,0,0,0.314911593638008,0,0,0,0.0654263503962117,0,0,0.0942980601567166,0,0,0,0,0,0.100866021581584,0,0,0,0,0,0,0,0.0917073691831286,0,0.103698954459491,0,0,0,0,0,0,0,0.0256775975436742,0,0,0,0,0,0,-0.0184084905528868
X601166.CH.EQUITY,0,0,0,0.0835780597559988,0,0,0.137067991693495,0,0,0,0,0,0,0.0387019596830867,-0.058716268478325,0.00919447551058598,0,0,0,0,0,0,0,0.0154124708677551,0,0,0,0,0,0.337800606947396,0,0,0,0,0,0,0,0.0708422740241009,0,0,0,0,0,1.38777878078145e-17,0.321060898282838,0,0,0,0,0.0606838022224303,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.00387577863371211,0.563205433644724,0,0.0936386576697337,0,0,0,0,0,0.128121104358295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.177659870071525,0,0,0,0,0,0.0112665650365148,0,0,0,0.380915249078778,0,0,0,0.0706062326995564,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.257320158440258,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121422063776932,0,0,0.314723977553689,0,0,0,0,0,0.00160229464278544,0,0.11950983519852,0,0,0.255505084791952,0,0.0816149352313427,0,0,0,0
X000001.CH.EQUITY,0,0.272895904397802,0,0,0,0,0.137428566550069,0,0,0,0,0.102940355956018,0,0,0,0,0,0.0736935284887369,0,0,0,0,0,0.0310268590866012,0,0,0,0,0,0.0259755391725144,0,0,0,0.0893413555180675,0,0,0,0,0,0.117768355474004,0,0,0.107385628539059,0,0,0,0,0,0.0427588638260221,0,0,0
X16.HK.EQUITY,0,0,0,0,0.223883131625942,0,0,0,0.0589677805568052,-0.0744473658094234,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.123809443662358,0,0.682893599732646,0,0.100809152561968,0,0,0,0,0,0,0,0,0.0361025489636446,0,0,0.0211585224726012,0.00124388064764796,0
