,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.0886648358748136,0,0.415673263999031,0,0,0.0463199620100976,0,0.240216127635469,0,0,0.14720275437106,0,0,0,0,0,0.0264603362078378,0,0.00822414343372186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599527973471461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.401274661003839,0,0,0.115790194607175,0,0,0,-0.0716614920219636,0,0.0177251484632275,0,0,0.399911203588146,-0.0390581372737574,0,0,0,0,0,0,0,0,0,0,0,-0.0984563550577213,0,0,0,0,0,0,0.132863817898602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0073473821927566,0.0197432944099906
X601318.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0572506967390598,0.368567672604103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780533490379365,0,0,0.134056248603541,0,0,0,0,0,0.215011164173467,0,0,0,0,0,0
X601288.CH.EQUITY,0.453240387436488,0.000562344541579329,0,0,0.405386585950621,0,0,0,0,-0.0200929771044547,0.0435285014355653,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0404392079473922,0,-0.052212835767359,0,0,0,0,0,0,0,0.0673817183407047,0,0,0,0,0,0,0,0,0,0,-0.0283946399448183
X601988.CH.EQUITY,0,0,0,0.279239800060325,0,0,0,0,0,0.00145235245440081,0,0,0,0,0,0,0,0.136306614014218,0.135520727387087,0,0,0,0,0,0,0,0,0,0.00148244612222886,0.0667850966612767,0,0,0,0.0119031961389931,0,0,0.0472372648218519,0,0,0,0,0,0,0.165946962948482,0,0,0.147617750164999,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0636032480948711,0,0,0,0.109907738576428,0.271706506438835,0,0,0,0,0,0.619347525533556,0,0,0.0402398987076881,0,0,0.325612900530285,-0.433916914436887,0,0,0,0,0,0,0,0,0,0,0,-0.0901592678344089,0.130435229709418,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0954963610824925,-0.0326624162838982
X600036.CH.EQUITY,0,0,0.0192353476051389,0,0,0,0,0,0,0,0,0.485577655562343,0,0,0,0,0,0,0,0,0,0,0,0.0452714694465772,0,0.145552457163386,0,0,0,0,0,0,0,0,0.0918411922779796,0,0,0,0,0,0,0.0398134110956185,0,0,0,0,0,0,0,0.223512771041983,-0.00716875446785614,0.0242008692488851
X1299.HK.EQUITY,0.000862053666265694,0,0,0,0,0,0.104316775275398,0,-4.33680868994202e-19,0,0,0,0,0,0.107449304745366,0,0,0,0,0,0.228733776376443,0,0,0.0995742051144668,0,0,0,0.103617005353256,0,0,0,0,0,0,0,0,0.179052692765544,0,0,0,0.185008443701861,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0725227203441223,0,0,0,0,0,0.0927669883127819,0,0,0,0.198225028474538,0.373649783668839,0,0,0,0,0,0,0.0673625729064744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0410295385900365,0
X601658.CH.Equity,0,0,0,0,0.15539513132534,0,0,0,0,0,0,0,0,0,-0.265976247995184,0,0,0,0,0,0,0,0,0.0683468118827383,0,0,0,0,0,0.569271539522599,0,0,0,0,0.121878310189137,0,0,0,0,0,-0.396938864506965,0.0580741236743594,0,0,0,0,0.773090178618046,0,0,0,-0.0494636552728994,-0.132681814360075
X601328.CH.EQUITY,0,0,0,0.284833745148323,0,0,0,0,0,0,0,0,0.25102751081148,0,0,0,0,0,0.344551648818976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899217137249038,0,0.0473256742501606,0,0,0.00917011035484294,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.00528805626019622,0,0.0651925435646774,0,0,0.161232719761479,0,0,0,0,0,0.0708962922327054,0,0,-0.0151561948818284,0,0.00245574091706395,0,0,0,0,0,0,0,0,0,0,0,0,0.31913472851416,0,0,0,0,0,0,0,0.0751946230824937,0,0,0,0,0,0,0.245790746793918,0,0,0,0.0945244181553813,0,0
