,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.236078836366642,0,0.138058189111923,0,0.031717202485217,0,0,0.250273293448206,0.0690821080973208,6.93889390390723e-18,0.0952816716736582,0,0,0,0,0,0,0,0.0758093092135156,0,0,-0.0857445159922068,0,0,0,0,0,0,0,0,0,0,0,0,0.0634048996122845,0,0,0,0,0,0,0,0,0,0.041626746818861,0.0264526401653699,0,0,0,0,0
X601939.CH.EQUITY,0.483665157877632,0,0,0,0,0,-0.0479768756121656,0,0,0.0165497917566419,0.192360671964888,0,0.229722939957272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149091311886752,0,0
X601318.CH.EQUITY,0,0,0,0,0.0805869534163651,0,0,0,0,0,0,0.211831663525676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.113484704146676,0,0,0.156845004583899,0,0.147433256622641,0.14110223321146,0,0,0,0,0
X601288.CH.EQUITY,0.346507317750211,0.0458667698208604,0,0,0.402175414737428,0,0,-0.0315275762130765,0,0,0.0627055554090519,0,0,0,0,0.114486753480016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210826034734303,0,0,0,0,0,0,0,0,0,0,0.0134249492506747,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0874337331148203,0,0.289779090753668,0,0,0,0,0,0,0.249445750543076,0,0,0.100289868257413,0,0,0,0,0,0.143465451403404,0,0.0690944635762306,0,0,0,0,0,-0.00853193535270626,0,0,0.0215194820261634,0,0,1.38777878078145e-17,0,0,0,0,0,0.0445635316949849,0,0,0,0,0,0,0,0.0532830784646452,0,0,-0.00295689173181843,0
X600036.CH.EQUITY,0,0,0.021090221690153,0,0,0,0,0,0,0,0,0.411344444837843,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.126443798391761,0.0523347399657583,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0833242399998119,0.059642864826389,0.00130541562506508,0,0,0,0,0,0,0,0,0.264347201019873,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.09852649612587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998443896358728,0,0,0,0.0419307713851373,0,0.179236969856052,0,0,0.118133768477698,0,0.208422269975309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142167065698439,0,0,0,0
X5.HK.EQUITY,0,-0.188042743035282,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.016888974399526,0,-3.46944695195361e-18,0,0,0,-0.331257285712311,0,0.188400925881827,1.15044291923617,0,-0.77556553124912,0,-0.0146383893936028,0.461213382270256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420969417081268,0,0,0,0,0,0,0,0,0.118281881912965,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0907286854354006,0,0,0,0,0,0,0,0,0.0284472893102072,0,0,0.246279722069842,0,0.345023762991334,0,0,0.060238811597134,0,0,0,0,0,0,0,0,0,0,0,0.0125581825083746,0,0,0,0,0,0,0,0,0,0.0721548864173187,0
X601658.CH.Equity,0,0.113666981726538,-0.27179474755788,0.297914405614496,0,0,0,0.120392505645957,8.67361737988404e-19,0,0,0,0,0,0,-0.205416449685381,0,0,0,0,0,0.0386880321774282,0,0,0,0,0,0,0.67919928751518,-0.0531138190066956,0,0,0,0,0,0,0,0,0,0,0,-0.129552986099198,0,0,0,0.728949926169564,0,0,0,-0.101050791931042,0.0595346330939291,0
X601328.CH.EQUITY,0,0,0,0.294319485740189,0,0,0,-0.0367605113889728,0,-0.0581954871465897,0,0,0.392526151807357,0.0536839338348549,0,0,0,0,0.144608007294334,0,0,0,0,0,0,0,0,0,0,0,0.0595170189241376,0,0,0,0.0457490660505643,0.0238392691476227,0,0.0322140304185936,0,0,0,0.0516034627103567,0,0,0,0,0,0,0,0,0,-0.0158324135646877
X601166.CH.EQUITY,0,0.0848720096098829,0,0.0198970982599064,0,0.160076559477695,0,0,0,0,0.00612625259964492,0,0.0366347425216245,0,0,0,0,0,0,0.0223175516960456,0,0,0,0,0,0,0,0,0,0,0.308950712217964,0,0,0,0,0,0.0695483977994973,0,0,0,0,0,0,0,0,0.225621587664065,0,0,0,0.0872522324261777,0,0
X600000.CH.EQUITY,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.181738882383794,0,0,0,0,0,0,0,0.401022222864898,0,0,0,0,0,0,0.115384165282083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826557447385071,0,0,0,0.0961769096915029,0.0514891468773301,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.00796347272885299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105176143544979,0,-0.0419957863205991,0,0,0,0,0.0700660265076984,0,0,0.510848014594448,0,0.146020370745657,0,0.15730777931732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
