,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.102180688122483,0.405934104964762,0.0284066387518078,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0265405231415234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140353194587532,0,0,0,0,0.00781721005117889,-0.0306992349347034,0,0.0711916102577362,0.0748046334407541,0,0.0301004669161196,0,-0.0712198937715589,0
X601318.CH.EQUITY,0,0,0.0874658969719621,0.022141270649579,0,0,0,0,0.109872295804809,0,0,0.0433795748680871,0.0626500419709821,0,0,0,0,0.0636189398785488,0,0.190603299210626,0,0.0230005649391506,0,-3.46944695195361e-18,0,0,0,0,0.0416094752272498,0,0,0.0605683071438741,0,0,0,0,0,0.153426761553709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865814785231247
X601939.CH.EQUITY,0,0,0,0,0.0538010266634009,0,-0.021226224948986,0,0,0,0,0.121575809965996,0.0146569674682175,0,0,0,0,0,0,0,0,-0.0117529459225987,0.668271350582696,0,0,0.14456267929971,0,0,0.0743228672425992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.148231357431027,0,0,0,0,0.197048793462781,0,0,0,0,0,0.206120654841185,0,0,0.150778593062215,0,0,0.0232933310480037,0,0,0,0.166333439837013,0,0.228533370487375,0,0,0,0,0.0216207715601734,0,0,0,0,0,0,0,0,0.0078859573258322,0.122392081841221,0.0134552063545797,0,0,0,0,0,0,0,0,0,-0.0881405197295297,0
X601288.CH.EQUITY,0.214169572742443,0.0888109190090294,0.028837792054219,0,0,0.0831202008092565,0,0.387804113254805,0,0,0,0.0655994657077302,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0445465478679935,0,0,0,0,0,0,0,-0.010759643929226,0,0,0,0,0,0,0,0,0,0,0,0.0990665156124806,0.0305990531333761,0,0,-0.0815880797446923
X601628.CH.EQUITY,0,0,0,0,0.104684286611732,0,0,0,0,0,0,0,0,0,0,-0.185545869152669,0,0,0.0364258484977661,0,0,0.032786711183446,0,0,-0.0167197494748078,0,0,0,0,0,0,0,0,0.629325058253233,0.0444192592756383,0,0,0,0,0,0,0,0,0,0,0,0,0.0656005665424409,0,0,0,0.209550991517106
X1299.HK.EQUITY,0,0,-0.193590714190305,0.0704714914845617,0,0,0,0,0,0,0.199992823355591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099516722392349,0,0,0,0,0,0.102386769372996,0,0,0,0,0,0,0.0857878249919426,0.0963914745601762,0,0.125532185867455,0.274589429668326,0.0865778091774472,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,8.67361737988404e-19,0.233767597560712,0.705484147823244,0,0,0,0,0,0,0,0.0117623171237908,0,0,0,0.0464462478910766,0.0121898740708876,0,0,0.0662137727635342,0,0,0,0.0925672579067382,0,0,0,0,0,-0.114875669698729,0.0914144730085615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363242212677177
X5.HK.EQUITY,0,0,0,0,0,0.0736370901102349,0,0,0,0,0.0437294666968404,0,0,-0.0920107343279634,0,0,0,0,0,0.170424565838308,0,0,0,0.093394632074835,0,0,0.181714154290874,0,0.0126339181958749,0,0,0,0,0,0,0,0,0.0127476619988448,0,0.309419040192475,0,0,0,0.211965162645274,0,0,0,0,0.116548469693749,0,0,0
X601166.CH.EQUITY,0,0,0.0164034101507752,0.219418557316149,0,0,-0.029187902331458,0,0,0,0,0.0766372640205301,0.100628250377929,0,0,0.0611592012110834,0,0,0,0,0,0,0,0,0.143084634324569,0,0,0.316457444678011,-3.46944695195361e-18,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141173931983811
