,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.00242895840887948,0,0.223287327900948,0,0,0.110575607525593,0,0.243619986209925,0,0,0,0,0,0.127861821158021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103900680334509,0,0,0,0,0,0,0,0,0,0,0,0,0.0479544063928026,3.46944695195361e-18,0,0.0771536014307591,0,0
X601318.CH.EQUITY,0.136049926404739,0,0,0,0,0,0,0,0.32805039167822,0,0,0,0,0,0.00443429073858951,0,0.334284987419852,0,0,0,0,0.0205245976020023,0,0,0,0.119164569353253,0,0.0216985377393773,0,0,-0.132550908732427,0,0,0.127580339432472,0.0766895345163021,0,0,0,0,-0.0387460916562326,0.0396948276138006,0,0,-0.00713993780158895,0,0,0,0,0,0,0,-0.00557665837739292
X601939.CH.EQUITY,0,0,0,0.285140564460403,0,0.0754667952404202,0,0,0,0,0,0,0,0.423870005858505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562284636440768,0,0,0,0.0735048500743422,0,0,0.0095330740027662,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.333433890358766,0,0.0166229680110966,0,0,0.502914047512569,0,0,0,0,0.0138433345541185,0,0,0,0.043421488380201,0,0,0,0,0,0,-0.0200738184661254,0,-3.46944695195361e-18,0,0,0,-0.0139834151265981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104135933808706,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0166797569778615,0,0,0,0,0,0.0704871402065274,0,0,0,0.0681216179333485,0,0,0,0,0.0913422686984406,0.0507008816478378,0,0,0.577853627446923,0,0,-0.0676796980906996,0,0,0,0,0.0483730397612194,0,0,0,0,0,0,0,0,0,0,0,-0.0421229525337887
X601988.CH.EQUITY,0.398457404209999,0,0.00831732042764214,0,0,0,0,0,0,0,0.0633806040541709,0,0,0,0,0,0,0,0.039068214405273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152120517373917,0.0102411628607949,0,0,0,0,0,0,0,0,0,0,0.291964020876725,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220907305310493,0,0,0.264248185852137,-1.38777878078145e-17,0.0676689857404952,0,0,0,0.175109739047409,0,0,0,0,0,0,0,0,0,0,0.00919026287262121,0,0.114961088532274,0,0.0745135257381586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601921714833898,0,0,0,0.470732951909191,0,0,0,0.124968150260831,0.106207652681389,0,0,0,0,0,0,0,0,0.268541571607076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.265984877246979,0.0413144925196225,0,0,0,0,0,0,0,0,0,0,0,0.0498986056935187,0,0,0,0,0,0.0927136489050136,0,0,0,0,0,0,0,0,0.0802817383544837,0.272937929842222,0,0,0,0,0.0554059124387297,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.00429908762315824,0,0,0,0,0,0.222699064586153,0,0,-0.134628838975787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227778181228007,-0.182130668761763,0,0,0,0,-0.0804873608960244,0,0,0,0,0.7393329340563,0,0,0,0,0.618499635609918,-0.276949104496025,0,-0.47913961333942,0,0
