,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0668566652791879,0,0,0,0,0,0.0225827210562947,0,0,0,0.188161095737242,0,0,0,0.437136464438739,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136243577117381,0.463888000556627,0,0,0,0,0,0,0,0,0,0.0755546962017259,0.032982478981556
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0465421566361759,0,0,0,0.0620806195955616,0,0,0,0,0.160549207843071,0.0727324803607102,0.104991703724765,0,0.00889762025359371,0,0,0,0,0.101473067854883,0,0.0743670279202261,0,0,0,0,0,0,0,0.266105720494518,0,0,0,0.129708284111875,0,0.0345350532294686,0,0.109328743492691,0,-0.017236889737149,0,0,0,0,0
X601939.CH.EQUITY,0.303039946087576,0,0,0,0,0,0,0,0,0.0550106565262527,0,0,0,0,0,0,-0.181504159689832,0,0,0.164982456329051,0,0,0.247497960177197,0,0,0,-0.274821512113745,0,0,0,0,0,0,0,-0.111945430462697,0,0,0,0,0.00810503168403106,0.49972814364594,0,0,-0.0345020138140193,0,0.0513168988479964,0,0,0,0,0.164943002274091
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0519736730359546,0,0.153727504283175,0,0.259771024909034,0,0.021504075246127,0,0.348606085616756,-0.103903464898458,0,0,0,0,-0.0726825805412125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.145543076165315,0.395609002002295,0,0,0,0,0,0,0,0.17092868276108,0,0,0,0,0,0,0,0.0897835018149668,0,0,0.035127276198439,0.0436616706356079,-0.138095889760584,0,0,0,0,0,0,0,0,0.0535365381213616,0,0,0.131044658966146,0,0,0,0,0,-0.1860262223303,0,0,0.123723167585763,0,0
X601988.CH.EQUITY,0,0,0,0,0.253210383721123,0,0,0,0.173403254826739,0,0,0,0,0,0.140301788573615,0,0,0.0583117600871576,0,0,0,0,0,0,0.111354006943515,0,0,0,0,0,-0.151215433155582,0,0,0,0,0,0,0,0,0,0.0158070214591965,0,0,0,0,0,0,0,0,0.123816443602043,0
X1299.HK.EQUITY,0,0,0,0,0.161077522980451,0,0,0,0,0,0,0,0,0.0147303237598195,0,1.0842021724855e-19,0,0.185041355493518,0,0,0,0,0,0,0,0.0673393446310065,0,0.0215968740975493,0,0.113198588097503,0,0,0.127218272395196,0,0,0,0.386364791459348,0,0,0,0,0,0,-5.42101086242752e-20,-0.216729360611599,0,0,0,0,0,-0.0441505157856997
X600036.CH.EQUITY,0,0.0592898083789111,0,0,0,0,0,0,0,0.526322076961364,0,0,0,0,0,0,0.070094386698028,0,0,0,0.241542937942699,0,0,0,0,0,0,0,0.147636921512417,0,0,0,-0.197997926581024,0,0,0,0,-0.166477495843732,-0.00286042339188063,-0.0236012954691024,0,0,0,0,0.192274471077559,-0.0511641207892984,0,0,0,0.0305323225029701,0
X601628.CH.EQUITY,0,0.109675927475805,0.0100679559208837,0.0497678954465564,0,0,0,0,0,0,0,0,0,0,0,-0.0495399532581281,0.179445903541276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134930585260738,0.215819458535493,0,0,0,0,0,0.243502358017798,0,0.0774928545500767,0.13564167106252,0,0,0,0,0,-0.0631528986293225
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.703359871823304,0,0,0,0,0,0,0,0,0,0,0,0,0.132837747683506,0,0,0,0,0,0.0350907438254993,0,0,0,0,0,0,0,0,0,0,0,-0.0087241909903759,0,0,0.0203995452265499,0,0,0.00342947489877375,-0.182889302408868,0,0,0,0.0476570423206417,0
X601166.CH.EQUITY,0.165757954991838,0,0,0.215008592120181,0,0,0,0.0404511069449351,0.0399266831492389,0,0,0,0,0.269395041898727,0.00571124421912172,0,0,0,0.0297388451403496,0,0,0,0,0,0,0,0,-0.0187218488948215,0,0,0,0,0,0.172818395885867,0,0,0,0,-0.134843792253146,0,0,0,0,0,0,0,0,0,0,0.00643096880778353,0
