,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.266927905305582,0,0,0,0,0,-0.134552415404739,0,0,0,0,0,0,0,0,0,0,0.489842063427958,0,0.502367559576523,0,0,0.173158802114429,0,0,0,-0.00716163281443212,0,-0.147721353238336,0,0,-0.288893147707489,0,0,-0.830061563560915,-0.0673653242886194,-0.00254154720346095,0,0,0,0,0,0,0,0,0,0.088874153410044,0
X601939.CH.EQUITY,0,0,0,0.347356051589113,0,0,0,0,0.154433032189299,0,0,0.00888850884161599,0,0,0.0990094324959321,-0.0194066574894772,0,0,0.00466414609199355,0,0,0,0,0.0652560060616509,0,0,-0.0668205601551154,-0.0432475531371808,0,0,0,0,0,0,0,0,0,0,0,-0.0318737622695483,0,0,0,0,0,0,0.0422158812067201,0.410291645457033,0.021458103255891,0,-0.0975125454868463,0.151399756491273
X601318.CH.EQUITY,0,0,0,0,0,0.388965203878977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15699737005648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330372910342054,0,0,0.0180019770683655,0,0,0,0.0323738395451904,0,0,0
X601288.CH.EQUITY,0,0.394177924071103,0,0,0.226155870969628,0,0.0561409574829151,0,0,0,-1.73472347597681e-18,0.204225098186571,0,0,0,-0.055340262382905,0,0,0,0,0,0,0.211698014884791,0,0,0,0,0,0,0,1.38777878078145e-17,-0.0095240285428231,0,0,0,0,0,0,0,0,0,0,0,-0.0537362788436415,0,0,-0.0918075281473397,0,0,0,0,0
X601988.CH.EQUITY,0,0.277289330933844,0,0.147026888990558,0,0,0,0,0,0.0587890310242331,0,0,0,0,0,0,0.110632331523011,0,0.146333861434104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.527080770348252,0,0,0,0.161626137260901,0,0,0,0,0,0,0,0.354197530659734
X600036.CH.EQUITY,0,0.0716885653960654,0,0,0,0,0.0810499538597348,0.0388681835410387,0,0,0,0,0.105508732691586,0,0,0,0,0,0,0.00106216084013436,0.141824741314919,0,0,0,0,0.0161063243494528,0,0,0,0,0,0,0,0.425215278618148,0,0,0.00596927802103864,0,0,0,0,0,0,0,0.0915927050948086,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.049497096155417,0,0,0,0,0,0.138182794420524,0,0,0,0.0610358195481339,0,0,0,0.226181709544605,0,0,0,-0.0921185198429203,0,0,0,0.0657780560650637,0,0,0.0846853650153187,0,0,0,0,0,0.0513687455418897,0.0459366433917624,0,0,0.0560239109624816,0,0,0,0.342795777170655,0,0,0,0,0,0.0481681121051386,0.0905068285877329
X601628.CH.EQUITY,0,0,0,0,0,0.365042925088088,0,0,0,0,-0.161717714715264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136949017492415,0,0.063026296260074,0.164257729635777,0,0.0838551818984251,0,0,-0.0859305321026468,0,0.0946937131401552,0,0,0,0.0509027483323722,0,0,0.0150405528945014
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323055054197656,0,0,0.00809527091348455,0,0,0.0355121100183423,0.871627728875075,-0.620137929918147,0,0,0.64417270804035,0.120845930244652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122324335821533,0,0
X601658.CH.Equity,0,0,0,0.0554687652765296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268287081485858,0.19135051850628,-0.19321485245572,0,-0.073664980200334,0.0294898163326279,0,0,0,-0.170511019379806,0,0,0,0,0,0,0,0,0,0,0,0,0.0136458909960192,0.53463436302227,0,0,0,0,0,-0.0482385803204985,0,0,0,0,0
