,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.628602158185479,0,0.0282518014993604,0,0,0,0,0,0,0,0.0750902343567485,0,0,0,0,0,0.0835197697584382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839734601096941,0,0,0.0348173700089189,0,0.00810196030961069,0,0,-0.0212701505373087,0.0253146974305986,0,0.0225567184537074
X601318.CH.EQUITY,0,0,0,0.186239291280183,0,0,0,0,0.0711918005259205,0,0,0,0,0,0,0,0,0,0.199072847209781,0,0,0,0,0,0,0.029419533948458,0,0,0.0967353074565527,0,0,0,0,0.058982550938111,0,0,0,0,0,0.180483937472769,0,3.46944695195361e-18,0,0,0.0224151367989503,0,0.0899223955360887,0,0,0,0
X601939.CH.EQUITY,0.0575260435421283,0,0,0.471022046468431,0,0.122624651723822,0,0,0,0,0.0496296113759028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00651524550268957,0,0,0.0515031373659489,0,0,0,0,0.129057487508242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199725188196347,0,0.0458613926909289
X601288.CH.EQUITY,0.257497070457774,0,0,0,-0.0240253605897808,0.0403999827734812,0,0,0,0.137991590029916,0,0,0,0,0,0,0,0,0.0489599202393846,0,0,0,0,0,0.0451571371102609,0.185140380056823,0,0,0,0.0796024409523012,0,0,0,0,0,0,0,0,0,0,0,0.145802859960972,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0986371112134294,0,0.354962982214084,0,0,0,0,0,0,-0.146455972718158,0.391681883808978,0.23192099384373,0.188778906767558,-0.108450030824873,0,-0.09708217179688,0,0,0,0.184824084077439,0,0,-6.93889390390723e-18,0,0.0834101916799174,0,0,0,0,0,0,0,0,0,0,0,0.0547105664483432,0,-0.536522699128079,-0.147001931939757,0,-0.0194215816352412,-0.0939585941222533,0,0.108103560744986,0
X601988.CH.EQUITY,0.169971363407963,0,0,0,0.00620752685582875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5461262227725,0.0591719781914364,0,0,0,0,0,0.108095196646838,0,0,0,0,0,0,0,0,0,0.085879795296854,0,0,0,0,0,0,0,0,0,0.0883430507883047,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0243256710161308,0,0,-0.02279391003281,0,0,0,0,0,0,0.0747282997968757,0,0,0,0,0,-0.00758481030669002,0.704097077323442,0,0,0.0280620723736545,0.0942716118396483,0,0,0,0,0,0,0,0,0,0,0,0,0.066189209979624,0,0.0512698430610898,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.171219810853433,0,0,0,0,0,0,0,0,0,0,0.0594666348973557,0,0,0.034764676840686,0.198811031866631,0,0,0.0580703918914131,0,0,0,0,0,0,0.135847307677311,0,0,0,0.0864055505803412,0,0,0,0.0843889923834495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237208435543311
X601628.CH.EQUITY,0,0.176587804298757,0,0,0.0117265032847614,0,0,0,0,0,0,0,0,0,0,0,0.022928576098326,-0.0488545896270468,0,0,0,0,0,0,0,0.114677806815859,0,0,0,0,0,0,0,0,0,0,0.380659211031003,0,0.234627198644645,0,0,0,0.0677170862105267,0,0.0105723451013681,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.144710990641851,0,0,0,0.126421579725533,0,0,0,0,0,0,0.244048111527683,0,0,0,0,0,0,0,0.229244841468698,0,0,0,0,0,0,0.0486658884815359,0,0,0,0,0,0,0,0.00855691489733458,0,0.0246184200528147,0.202228826848371,0,0,0,0,0,0,0,0,0.0143757820634464,0,0
