,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0548992400783013,0,0,0,0,0,0.0208885680726601,0,0,0,0.1922203148308,0,0,0,0.452409179979989,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140525852224437,0.468317107816163,0,0,0,0,0,0,0,0,0,0.0791099412603638,0.030725378201076
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.146229120434329,0,0,0,0,0,0,0,0.102961091414598,0,0.0606412107997808,0.0540922884755917,0,0,0,0,0,0.113025257846553,0,0.00486094000528206,0,0,0,0,0,0,0,0.157131258588217,0,0,0,0.291126705022876,0,0.0011327880703632,0,0,0.00824200832996133,0,0,0,0,0,0
X601939.CH.EQUITY,0.384822856106612,0,0,0,0,0,0,0,0,0.0421391555505566,0,0,0,0,0,0,-0.289198685138653,0,0,0,0,0.274701879796002,0,0,0,0,-0.146870163586416,0.0275930392840005,0,0,0,0,0,0,-0.0822339036637779,0,0,0,0,0,0.562063148265758,0,0,0,-0.0100495693630769,0,0,0,0,0,0.180039818563561
X601288.CH.EQUITY,0,0,0,0,-0.0779081021550267,0,0,0,0.135717907310368,0,0.267999461151404,0,0.0147420127509636,0,0.345254345153146,-0.0991986940197961,0,0,0,0,-0.0814843961563605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.144496649265564,0.391853220897141,0,0,0,0,-0.0295238649561786,0,0,0.255178905700829,0.0355978984779489,0,0.0306553478087717,-4.33680868994202e-19,0,0,0.231849633133358,0,0,0,0,0.0395334125052478,-0.167600221764676,0,0,0,0,0,0,0,0,0.0103395653972058,0,0,0,0,0,0,0,0,0,-0.20755992036148,0,0.13739123860605,0,0
X601988.CH.EQUITY,0,0,0,0,0.194011233556939,0,0,0,0.149910718414089,0,0,0,0,0,0.147604459814807,0,0,0,0,0,0,0,0,0,0.0174074530822402,0,0,0,0,0,-0.152341180668433,0,0,0.153287424728566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516099500891135,0
X1299.HK.EQUITY,0,0,0,-0.107042712917518,0.257802731135084,-0.0627506805978582,0,0,0,0,0,0,0,0,0,0.0995030716120451,0,0.0780629677673758,0,0,0,0,0,0,0,0.130260857240817,0,0.0598303890223468,0,0.070513821151998,0.0166849104118906,0,0.10453899041136,0,0,0,0.349434801134409,0,0,0,0.0597548261080385,0,0,-0.156671061700845,0,0,0,0,0,0,-0.0244368779600954
X600036.CH.EQUITY,0,0.0592965041484242,0,0,0,0,0,0,0,0.52747683114522,0,0,0,0,0,0,0.0693750604564734,0,0,0,0.242048736580421,0,0,0,0,0,0,0,0.147120524318887,0,0,0,-0.199324536896005,0,0,0,0,-0.165558509378853,-0.00285532350344994,-0.0233964618362821,0,0,0,0.192387656371293,0,0,-0.0509761135894505,0,0,0.030497910286577,0
X601628.CH.EQUITY,0,0.235046090627299,0,0.058822939206876,-0.0496279374671522,0,0,0,0,0,0,0,0,0,0,0,0.142035485497324,0,0,0,0,0,0,0,0.000703027474538409,0,0,0,0,0,0,0,0,0,0.147247080517026,0.132823830950278,0,0,0,0,0,0.150849537368738,0,0.116480275045302,0.108325648789828,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.616758497803671,0,0,0,0,0.132982414289697,0,0,0,0,0,0,0,0.143557525875968,0,0,0,0,0,0.120828178671518,0,0,0,0,0,0,0,-0.0858456010347291,0,-0.0346217334486433,0,0,0,0,0.0307138366810084,0,0.0369050638256966,0,0,-0.154170134814123,0,0,0.0749070122838839,0
