,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.143947521229641,0,0.0166256701630973,0,0,0,0,0,0,0.283009053144911,0.244504873548885,0,0,0,-0.0962269404447889,0,0,0.0179034763811835,0,0,0,0,0,0,0,0,0,0,0,0,0.265298589606075,0.025321295789831,0,0,0,0,0,0.0408292698054139,0,0,0.0614801499687114,0,0,0,0.0203418897653846,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.103096558595586,0,0,0.261920552151352,0,0,0.372948030809111,0,0,0,0.128649407845367,0,0,0.0383102021704696,-0.0158472064047263,0,0,0,0,0,0,0,0,0,0,0,0,0.0764515356508683,0,0,0,0,0,-0.259359193181008,0,0.0233597321924961,0,0.104863288602521,0,0,0,0,0.0514542950936306,0,0,0
X601939.CH.EQUITY,0.473983649343851,0,0,0,0,0.184215263196969,0,0,0,0,0,0,0,0.0612310925578675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370522414217257,-0.115390963401637,0,0,0.0490471267256564,0,0,-0.044607779642861,0,0,0,0,0
X601288.CH.EQUITY,0.52361882565191,0,0.151928271011183,0,0.12635424035644,0.0102201878328552,0,0,0.08359929301753,0,0,0,0,0,0,-0.0555036304018453,0,0,0,0,0,0,0,0,0,0,0.0934135351269823,0,0,0,0,0,0,0.00580646782325445,0,0.0461444660055027,0,0.0699140078649098,0.178647265910954,0,0,0,0,0,0,0.0120824112094057,0,0,0,0,-0.0578745951447182
X5.HK.EQUITY,0,-6.93889390390723e-18,0.217192175957657,0.0729101977224827,0,0,0,-0.108349664315382,0,0,0.100020715887544,0.229463214410973,0,0,0,0,0,0.625003938775239,0,0,0,0,-0.148300245425404,0.0410322679362213,0,0,-0.159234585275391,0,0,0,0,0,0,0,0,0.0335488294279293,0,0,0,0,0,0,0,0,0,0.171696095758594,0,-0.0316115785241519,0,0,0
X601988.CH.EQUITY,0.091335567720828,0,0.134218260436467,0.145903660396168,0,0,0,0,0.144028870770108,0.107995353575983,0.163039834743338,0,-0.325014654638285,0,0,0,0,0,0.000790169625672108,0,0,0.213913075419846,0,0,0,0,0.0698410953805814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247390497848225,0,0,0,0.0180029690428749,0,0
X600036.CH.EQUITY,0,0.111108278426365,0,0,0,0,0,0,0,0,0,0.157360528296148,0,0.101471747100611,0,0.248142204626826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197646514458765,0,0,0,0,0,0,0.0393343044610355,0.0358155882382661,0,0,0,0,0,0.106287663488223,0,0,0.0457510991352987,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.129113122006963,0,0,0,0,-0.0165871340766007,0,-0.0323912198641559,0,0,0.225669855774231,0.259460211017931,0.197262663820417,0,0,0,0,0,0,0,0.095791256102742,0,0,0.0238145498688748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.290523114664688,0.1763460557108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0889017059880603,0,0,0,0,0,0,0,0,2.71050543121376e-20,0.150666032233802,0,0,0,0,0,0.0420511900004473,0,0,0,0,0,0,0,0,0,0,0,0.0559100085918702,0,-0.0949188878261302,0,0.274358146958179,0.0558982702096121
X601166.CH.EQUITY,0.128708686504858,0,0,0,0,0.0988796171223129,0.313615496700394,0,0,0,0,0,0,0.0940975597524644,0,0.424604888451165,0,0,0,0,0,0,0,0,0.142526264869848,0,0,0.0118628463129453,0,0,0,0,-6.93889390390723e-18,0.0065189130223754,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
