,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.152700454451351,0,0,0.00386646596972585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994276326415052,0.358690299251497,0.0892273691011737,0,0,0,0,-0.111935114117315,0,0,0,0.190915412149557,-0.206000255284404,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170014246264971,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0789637464058978,0.0168105016170553,0.0606594659176853,0,0,0,0,0,0,0,0,0,0,0,0,0.299743396995598,0,0,0,0,0,0,0,0,0,0,0.150521051936486,0,0,0,0,0,0,0,0,0.317517062115042,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.880387973409946,-0.00550465647591551,0,0,0,0.0098889558035704,0,0,0,0,0,0,0,0,0,0,0.0619753419186756,0,0,0,0.0295505717654257,0,0,0,0,-0.10859739732969,0,0.091296146644186,0,0,0,0,0,0,-0.0181574236570412,0,0,0,0.0591394014034416,0,-0.0656569695682296,0,0,0.0411736737638285,0,0,0,0.0666401281229067,0
X601288.CH.EQUITY,0.0242604230904565,0,0.756832890332323,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0454112136019295,0,0.259640452203756,0,0,0.00752629240994371,0.122759120957358,-0.0105441451100101,0,0,0,0,0,-0.103689766421775,0,0.0382270401708008,0,0,0,0,0,0,0,-0.0623081986917308,0,-0.104326349634218,0,0,0,0,-0.041785636700178,0,0,0,0,0,0,0,0,-0.0244147203555768,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.539818126546345,0,0.284924044691361,0,0,0.115473662370213,0,0,0,0,0,0,0,0.0467455497993532,0,0,0.0267117572664522,0,0,0,0,0,0,0,0,0,-0.091478981871681,0,0,0,0,0,0,0,0.0906512005721249,0,0,0,0,0,0,0.0999723379437266
X601628.CH.EQUITY,0,0.0419006394712184,1.73472347597681e-18,0,0,0,0.294224673855224,-3.46944695195361e-18,0,-0.0541148186760892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196966926262327,0,0.127968160706694,0.0589548176986293,0,0,0,0,0.0639681853795007,0.102332430975722,0.0811864741252724,-6.93889390390723e-18,0
X600036.CH.EQUITY,0,0,0.280575713160368,0.164947226214821,0,0,0,0.0805381256812412,0.0608863707841613,-0.0712894485025279,0,0,0,0,0.109086852076751,0,0,0,0,0.0303618564455821,0,0,0,0,0,0,0.0189663447774914,0,0,-0.00620789389093832,0,0,-0.0136167798051083,0.246473627727565,0,0,0,0.0551843475552711,0,0,0,-0.0997878281438822,0,0,0,0,0,0.0552234878142147,0,0,0.0864557765294844,0
X1299.HK.EQUITY,0,0,0,0,0,0.0857360298429538,0,0,0,0,0,0,0,0,0,0,0.0348812291031314,0,0,0,0,0.183299284586565,0,-0.0613351288225617,0,0,0,0,0.165331771422711,0,0,0,0,0,0,0,0,0.0382955699635079,0.0229874904426258,0,0,0.175754931413201,0.116692674587459,0,0,0,0,0.443767902023578,0,0,0.0840024682157181,0
X5.HK.EQUITY,0,0,0,0,0,-0.2517025839135,0,0,0,0,0,0,0,0,0,0,-0.10890570562882,0,0,0.163500404464759,0,-0.073315781192879,0,0,0,0.808762013663935,-0.287611670265192,0,0,1.38777878078145e-17,0.69176518577003,0,0,0,0,0,0.164168526914204,-0.145266590297777,0,-0.093651554650029,0,0,0,0,0.0907241328798874,0,0,0,0.2218201399355,0,0.258434054812606,0
X388.HK.EQUITY,0,0.236703900858765,0,0,0.0472736353284425,0,0,0,0,0,0,0,0,0,0.00322236329299192,0,0,0,-0.278499980072192,0,0,0.232857946699548,0.502100056540606,0,0,0,0.0166734935212152,-0.0776618786038578,0,0,0,0,0,0.149241132596684,0,0,0.0605058087526961,0.268097117477991,0,0,0,0,-0.347432055013937,-0.049473753884741,-0.0414244627429507,0,0,-1.38777878078145e-17,0,0,0,0
