,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.21705570263959,0,0,0,0,0.394585994818049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265759737615635,0,0.0258782479090336,0,0.0126773120632653,0,0,0,0,0,0.0687177032426399,0.0539527307282975,0,0,0,0,0,0,0.0268779540059511,0,0,0,-0.0946061197543861,0,0,0
X601318.CH.EQUITY,0,0,0.246877039466799,0,0,0,0,0,0.0804508840407935,0,0.0748755410607691,0,0.0153412223012852,0,0.181296181515544,0,0,0,0,0,0,0.0581579992982653,0,0,0,0,0,0.191311423045929,0,0,0,0,0,0.0500197715041311,0.0215822669870146,0,0,0,0,0,0,0,0,0,0.0623699682321186,0,0,0.0368075242492887,0,0,0,0
X601939.CH.EQUITY,0.285249618722413,0.222897138700997,0,0,0,0,0,0.497141778888301,0.0806803857161575,0,0,0,0,0,0,0,0,0.0303280925318079,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210218976143791,0,0,0,0,0,0.0560307849558673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188471030772349,0
X600036.CH.EQUITY,0,0.0043727234478483,0,0,0,0.155623157792309,0.0261947388207724,0,0.0754195152422268,-0.145296920600821,0,-0.106356126352012,0.152419563390824,0,0,0.179269295657928,0,0,0,0.157105479665117,0,0,0,0,0,0.388753752185025,0,0.0225736418188745,0,0,0,0,0,0,0,0,0,0,0,0,-0.0629829188873397,0,0,0,0,0,0,0,0,0,-0.00769393051448124,0.0151082306286796
X601288.CH.EQUITY,0,0,0.0378047828544649,0,0,0,0,0.496331253005528,0,-0.0529359320806364,0,0.0212748004620655,0,0,0,0,0,0,0,0.0442028260223131,0,0,0.0756809407723573,0,0,0,0.125407879845234,0.11489239915338,0,0,0,0,0,0,0,0,0.0352293563317251,0,0,0,0,0,0,0,0,0,0,0.0160123191918185,0.0245784546233933,0.0418495434190753,0.0319110725324341,0
X1299.HK.EQUITY,0,0,-0.0810731537471802,0,-0.0155394931430811,0,0,0,0,0.219329810264484,0,-0.0627354672142998,0,0,0,0,0,0,0,0,0,0,0.170908828335899,0,0,0,0,0,0,0,0.0232062334593405,0,0,0,0,0,0.130855236809232,0.0270298855067585,0,0.206521729133309,0,0.205352337196658,6.93889390390723e-18,0,0,0,0,0,0.199722122554758,0,-0.0783360009318188,0
X601628.CH.EQUITY,0.10792269356928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171706326897778,0,0,0.236304896174032,0,0,0,0,-0.129245305055788,0,0,0,0,0,0,0,0,0,-0.0167152974763543,0,0.574984089390284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152926509055772,0
X601988.CH.EQUITY,0,0,0.0751492361048731,0,0.441503286522502,0,0,0,-0.0912348612678213,0,0,0,0,0,0,0,-1.38777878078145e-17,0.279286528089098,0,0,0,0,0,0.0456076450454022,0,0,0.0832224144871265,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.00191277775280912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0521865667022048,0,0,0,0,0,0,0,0.196819344494553,0,0,0,0,0,0,0,-0.00774346548661708,0,0,0,0.217458435257957,0,0.0672012669057828,0,0,0,0,0,0,0,0,0,0,-0.114823957161842,0.184147878374859,0,0,0,0.218392361442074,0.184418714364737,0.039798535057662,0,0,0,0,0.115003119351807,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.225433762715886,0,0.346520473699501,0,0,-0.0551058053144106,0,0,0,0,0,0,0,0,0,0.176845539239707,0,-0.134253197601478,0,0,0,0,0,0,0,0,0,0,0.111412510362111,0,0,0,0,-0.109134847814917,0,0.0757981150481838,0,0,0,0,0.0859533544570351,0,0.108010901816103,0,0,0,0,0.165050876958527,-0.156330289619494
