,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.231684324725549,0,0,0,0,0,0,0,0,0,0,-0.269812202917555,0,0,0,0,0,0,0,0,0,0,-0.319039994839606,0,0,0,0.785260254150812,0,0,-0.180026620738519,0,-0.051161107686374,0.269430769862385,-0.0225077743561733,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.146086543873974,0,0.121380076787764,0.0317284585517379,0,0,0,0.0401526103687497,0,0.0285952646188269,0,0.1477441450958,0,0,0,0,0,0,0.0411454260355749,0,0,0,0,0.063929158058839,0,0,0,0,0,0,0,0,0,0.372236729885137,0.027163331550173,-0.0769000378778276,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.237160599926367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102302396805415,0,0,0,0,0.0684641557775053,0,0.0277343079321509,0,0,0,0,0,0,0.344501193172678,0,0,-0.00162171291363344,0,0.118383865857066,0,0,0,0,0,0.0107844358235422,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.26462411880113,0,0,0,0.00479000259822956,0,0,0.046820624279256,0,0,0,0,0,0.0864458154869766,0,0,0,0,0,0,0,0.146854213380927,0,0,0,0,0,0,0,-0.0560291589136278,0,0.0841263132771887,0,0,0.33782398331432,0,0,0,0.0854791234242614,0,0,0,0,0,0,-0.0132217510721198
X5.HK.EQUITY,-0.0448416219914241,-0.252465250493339,0,0.137280473993559,0,0,0,0,0,0,0.02326832046955,0,0,0,0,0.360008420948384,0,0,0,0.0836619265513521,0.261398878925216,0,0,0.301940455303001,0,0,0,0,0,-0.0419071009590044,0,0,0,0,0,0,-0.0980305925492348,0,0,0,0.23795360872678,-3.46944695195361e-18,0,0,0,-0.0285751878359553,0,0,0,0,0
X601988.CH.EQUITY,0.237345188519209,0,0,0.575579248073844,0,0,0,0,0,0,0.117744575692898,0,0.14389461773742,0,0,-0.0666797016953182,0.0812118099333914,0,0,0.00888598364208893,0,0.0177257911419539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037819744892309
X600036.CH.EQUITY,0,0.563605383765642,0.00284356874519779,0,0,0,0,0,0,0,0,0,-0.0957312860121159,-0.139686690670186,0,0,0,0,0,0,0,0,0,0,-0.0012178469212777,0.27705386025323,0,-0.137170463921058,0,0,0,0,0,0,0,0,0,0,0,0,0.174114245765608,0,0,0,0,0,0.137118209798759,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0349800533316065,0,0,0,0,0,0.361977238003725,-0.123117588738509,0.133902581694595,0.081719929269604,0,0,0,0,0.166458714952451,0.197901121869059,0,-0.133185718867454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0382185034391914
X601628.CH.EQUITY,0,0.126275078770211,0,0.033112211036299,0,0,0,0,0,0,0,0,0,0.239293626832317,0,0,0,0,0,0,0,0,0,0,0.154217829286207,0,0,0,0,-0.0206320392657064,0,0,0,0,0,0,0.0978941507210102,0,0,0.161479001872549,0,0,0,0,0,0,0,0,0.0480546552853785,-0.00355231808496821,-0.0149176415396529
X601328.CH.EQUITY,0,0.0938742183281343,0.108693958263521,0.34423648379417,0,0,0,0,0,0,0,0,0,0,0.0356855933683637,0,0,0,0.0426037700863255,0.0131869284833768,0,0.00902410272790179,0,0,0,0,0,0.167042137419817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169397170909102,0.0868521575800517,0,0,0,0,0,0,-0.246557359554296
