,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.117378203077804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.211839074210247,0,0.544442159240637,0.55099672581622,0.0551973574310178,0,0,0.0735583892485512,-0.232765051982525,-0.122551911303198,0,0,0,0,-0.0229969501576385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.116977248836116,0,0,0,0,0,0,0.0483713735385852,0.197168327256697,0,0,0,0.0982714378463286,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0704328472171723,0.0161883522073285,0,0,0,0.0503090651333988,0.230996439485469,0,0,0,0,0,0,0,0,0,0,0,0.0294557464955659,0,0,0.0998413654874667
X601939.CH.EQUITY,0,0,0,0.809295951725405,0,0,0,0,0,0,0,0,0,0,0,0,0.0953795200176634,0.03674180152575,0.0757117266105566,0,0,0,0,0,0,0.00896364211596487,0,0,0,0,0.0112487667977691,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0422221838650529,0,0.874351835800159,0,-0.066505228775896,0,0,0,0,0,0,0,0,0,0.0142586487632939,0.0328798918919005,0,0.144918473560586,0,0,0,0,0,0,0,0.0349986751012542,0,0,0,0,0,0,0,0,0,0,0,0,-0.0589642320948135,0,-0.123312604109047,0,0,0,0,0,0,0,0,0,-0.0437537542805777,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0350410646390508,0.132402320109449,-0.0381033595088969,0.152630496074207,0,0,0,0,0,0,0,0,0,0.0144994424594348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275162868214577,0.42412758222095,0,0,0,0,0,0,0,0,0.278425507793387,0,0,0,0,0,0.0822106122904488
X600036.CH.EQUITY,0,0,0.406186020183917,0,4.33680868994202e-19,0,0,0,0.0222028731741776,-0.00512057329330571,0,0,0,0,0,0,0.104812819985115,0,0,0.00628461503050131,0.0125451690531282,0,0,0,0,0.187877695608604,0,0.120960919616217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.149188649535915,0.103005033265571,0,0.0325427277940777,0,0,0,0,0,0,0,0,0,0,0,0,-0.0897121250890928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103257569155671,0,0,0.0118129848654514,0,0,0,-0.019766230137602,1.05084790460215,0.0011176418469434,0,0
X1299.HK.EQUITY,0,0,0,0,0.0808139479247241,0,0,0,0,0.107985770019333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265662038134844,0.0386530939499136,-8.67361737988404e-19,0,0,0.104350001893057,0.431013371281315,0.128929338243529,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.301706269015378,0,-0.238426431034423,0,0,0,0,0,0.148330562894792,0
X5.HK.EQUITY,0,0,0,0,-0.0119861931514812,0,0,0,0,0,0,0,0,0,0,0,0,-0.155969030779744,0,0,0,0,0,0,0,0.266673711727535,0.486831353294565,0,-0.0402675070349238,0,0,0,0,0,0,-0.0531351281052052,0,0,0,0.0205721440895597,0,0,0,0.076251442829108,0.0513739641657693,-0.0748245447457845,0,0,0,0,0.0863539264550699,0
X388.HK.EQUITY,0,0,0,0,0.319794793902215,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216637972973585,0,0,0,0,0,0.412340940183162,0,0,0,6.93889390390723e-18,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.123995857293045,-0.081709596646721,0.22190928088793,0.0871314775046411,0,0,0,-0.113525636440533,0.0630645192400502
