,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X823.HK.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0053874865776081,0,0.23189728900687,0,0,0,0,0,-0.216380509424244,0,0,0,0,0,0,0,0,0,0,0,0.470065319388036,0.475026957879986,0,0,0.104620737215286,0,0,0,0,0,-0.082522744540833,0,0,-0.180866597696853,0,0,0,-0.618055027244914,0,0,-0.0944253302531297,0.0352217781694216,0.0321853408773097,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0723716697539262,0,0,0.211995473579987,0.0208757367278586,0,0,0,0,0,0,0.100697719045818,0.21155523513704,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0.0422488800320878,0,0,0,-0.0245360788541441,0,0,0,0,0,0,0,0,-0.0133641031796946,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0223204935446955,0,0.371806622435402,0,0,0.0987350815726798
X601318.CH.EQUITY,0,0,0,0,0.0243562361848062,0.263515410908052,0.138410551894354,0,0,0,0,0,0,0,0,0,0,0,0,0.223195202833636,0,0.153491329435086,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.27914719901503,0,0,0.340701604436082,0,0,0.0555943372866329,0,0,0.02548534014611,0,0.141741044725605,0,0,-0.0276773730681385,0,0,0.0505487629742083,0,0.109386615316101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0706936622567298,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.225921724911556,0,0,0,0,0,0.556893282524887,0,0.151937340618094,0,0,0,0,0.083297189000025,0.0118951517390115,0,0,0,0,0,0.195558279812656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.241313164576152,0,0,0,0,0,0,0,0,0,0,0.0963537830143087
X600036.CH.EQUITY,0,0.0870737447858528,0,0,0,0,0.0349640916783893,0.0623024968742758,0,0,0,0.114615458751024,0,0,0,0,0,0,0,0.12675147912198,0,0,0,0,0.0166623190739735,0,0.00162159909794078,0,0,0,0,0,0,0.387356125017651,0,0,0,0,0,0,0,0,0,0,0,0.0727927754745303,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.287049068572072,0,0.042519322720924,0,0,-0.0888815773602228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241483130497149,0,0,0,0,0,0,0,0,0,0,0.107337906246415,0.200576021963508,0.0793839254054673,0,0,0,0,0,0,0.0312924660748868,0,0,0,0,0,0.0123350166822798
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841361362287988,0,-0.0601532355669808,0.0330509712691164,0,0,0,0,0,0.208892607517838,0,0,0,0,0,0.127654633463588,0.105352698835786,0,0,0,0,0.176737290866487,0.0424359806524145,0,0.359623612814438,0,0,0,0,0.161054587238805,0.0524271870254507
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481997544932441,0,-0.0656685195675601,0,0,-0.543701452695065,0.8042845101555,0,0,0.132061046213165,0.637171878464197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181382589111561,0,0
X601658.CH.Equity,0,0,0,0.0410427619494948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294573976971563,0.0540595611869828,0,0,0,-0.00683206436573185,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.217605758402529,0,0,-0.0123310308068694,0,0,0,0,0,0
