,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.142635918893134,0,0,0,-0.166477313711252,0.2785767584122,0,0,0.128958521636887,0,0,0,0.227151840724883,0,-0.0746341484754758,0,-0.121636962627741,0,0,0,-0.146109718273792,0,-0.244355330658069,0,0,0,-0.204551563400072,0,0,0.847675524713166,0,-0.00173419211300016,0,-0.120823249491459,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.132390285594025,0,0,0,0,0,0,0.172261394198584,0,0,0,0,0.0951112044884436,0,0.12421333771935,0,0,0,0,0,0,0,0,0,0,0.0880614642672231,0,0,0.329141356710768,0,0.189244221269036,0,0,0,0,0.00752019366890477,0.0336627846760577,0,0,0,0,0,0,0,-0.113774425324111
X601939.CH.EQUITY,0.351939371772716,-0.0682457107996608,0,0,0,0,0,0,0,0,0.10290649191018,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.0458166360209121,0,0,0,0,0,0,-0.161637115185764,-0.222137305998206,0,-0.0989363041895574,0.189512834238787,0,0,0.59288345419421,0,-0.0356886501520137,0,0,0,0.214505950446474,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.500297457036701,0.099640952744658,0.482236107998828,0,0,0,0,0.413443500264744,-0.385103039173307,0.284310583128554,0,0,-0.230362269522994,0,0,0,0,0,0,0,0,0,0,0,0,-0.520514777484762,0,0,0,0,0,0.0496033044082398,0,0,0,0,0,0.260263461930744,0,0.286050800858763,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.119494131210118,0,0.211289946569658,0,0,0,0,-0.0294648423396698,0,0.127885871536369,0.119354888179951,0,0.0997297958566676,0.00453252193577475,-0.0856763486553313,0,0.0799895681878715,0,0,0,0,0,0,0,-0.0621022996552773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125211136143676,0,0,0,0.194935075212387,0,0,0
X601988.CH.EQUITY,-0.057507625478701,0,0,-0.00885061875544629,0.514125209841995,0,0,0,0,0,0,0,0,0,0.169881083561318,0,0,0,0,-0.0954308990698535,-0.152015781937918,0,0.272101224393047,0,0,0,0,0,0,-0.323242666575893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890195796897337,0,0,0,0,0
X600036.CH.EQUITY,0,0.166019363351919,-0.0793967123350264,0,0,0,0,-0.137736583195902,0,0,0.601043341065433,0.0820544460844218,0,0,0,0.113315659846202,0,0,0,0.291852131345573,0,0,0,0,0,0,0,0.104117660921958,0,0,0,0,0,-0.156955161767293,0,0,0,0,0,0,0,0,0,0,0,-0.00899895419046908,0,0,0,-3.46944695195361e-18,0.059830550464819
X1299.HK.EQUITY,0,0,0,0,0.289848713124614,0,0,0,0,-0.016084806222331,0,-0.0955687697766443,0,0,0,0,0.00303859383734433,0,0,0,0,0,0,0,0,0.146808970473839,0,0,0.134152868016944,0,0.120616832700494,0,0,0,0,0,-0.00443103543872654,0,0,0,0,-0.118005192863035,0,0,0,0,0,-0.00230351885563558,0,0,-0.0361827781409446
X601628.CH.EQUITY,0,0.183940217327087,0,0,0,0,0,0,0,0.156559095154396,0,0,0,0.209700507472846,0,-0.0780747734452641,0,0,0,0,0,0,0.0248183335740909,0,0,0,0,0,0,0,0,-0.0119017712304692,0,0,0,0.1991964542548,0,0,0,0,0,0.181776660106663,0.229135583601154,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.054587394641789,0,0,0.141995350593437,0,0,0.0034170782753968,0,0.145887148295688,0,0,0.0925754878187286,-0.0508231908486363,0,0.0446699577676435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082732087963816,0,0,0.28037460472837,0,0,0,0,0,0,0,0,-0.178086993718446,0,0,-1.38777878078145e-17,0,0,0,0,-0.149072696763595,-0.135729272700827,0
X601328.CH.EQUITY,0,0,0.0569465356413877,0.0221861843776167,0,0,0.579940219197704,0,0,0,0,0,0,0,0,0,0,0,0,0.214730666135166,0,0,0,0.00860294782498555,0,0.192022974413634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298111327422554,0,0,0.0544342799724579,0,-0.26133431630449,0,0,-0.00186129229524874,0,-0.141574668168697
X600000.CH.EQUITY,0,0,0,0,0,0,0.220791145379882,0,0,0.491289112242565,0.201093319497311,0,0,0,0,0,0,-0.0272759194454694,0,0,0,0.0356864418728025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.220649079506241,0,0,-0.0548430472166617,0,0,0,0,0,0,0,0.337430186313709,0,-0.058416543581024
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334139473485218,0,0,0,0,-0.120001230319355,0,0.107869269494763,0.157711605269997,0,0,0,-0.0798639963455346,0,0,0,0,-0.0234370537885198,0,0,0,0.306893314646067,0,0,0,0,0,0,0,0,0,0.0766142042969908,0,0,-0.115477703970501,0.0148365190082191,0,0
