,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.159759290611932,0,0,-0.00948526190893855,-0.0818671725484026,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.168934276355569,0,-0.0192997454913701,0,0,0,-0.402344145862984,0,0,0,0,0.825684012277315,0,-0.214887409765975,0,0.308588659180555,0,0,0,-0.0356623001245934,0,0,0,-0.0197077641663226
X601318.CH.EQUITY,0,0,0,0,0,0,0.15369871124759,0,0.115642014312881,0,0,0,0,0.0266034401393038,0,0.000228958515734503,0,0,0,0,0.0675855276426251,0,0,0,0.0811031539518508,0,0,0,0.02735645598181,0.0326417424642986,0,0.0565245797045393,0,0,0,0,0.339953992062169,0,0,0,0,0.0835246202373228,0,0,0.0367721901384848,0,0,-0.0715869690227893,0,0,-0.0335653827417448
X601939.CH.EQUITY,0.332159095855523,0,0,0,0.0101277759885658,0,0,0,0,0.00899257699162387,0,0,0,0,0,0,0,0.136662350221807,0,0,0,0,0.0255119198484511,0,0,0,0,0,0.125121595071125,0.0814812216024347,0,0,0,-0.200632036416085,-0.0170400322798054,0,0,0,0,0.458403558903317,0,0,0,0,0,0,0,0,0,0,0.0998632479376973
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.219767068372122,0.166381493640938,-1.73472347597681e-18,0.571171918697151,0,0,0,0.211892271103976,0,-0.163027240744839,0,0,0,0,-0.093261461080347,0,0,0,0,0,0,0,0,0,0,-0.706351486807284,0,0,0,0,0,0,0,0,0,0.373554855689531,-1.38777878078145e-17,0.00257016239748699,0,0,0.11714586999339,0,0,0
X5.HK.EQUITY,-0.067822721595537,0,0,0,0,0.0097083089185009,0,0,0,0,0,0,0,0,0,0.422588110347364,0,0,0.494867630469012,0,0,0.0449238085005687,0.06861231100382,0,0,0,0,0,-0.130427509607184,0,0,-0.162308615571762,0,0,0,0,0,0,0,0,-0.147345109919931,0.204437465823002,0,0,0,0,0,0,-0.124837809922373,0,0
X601988.CH.EQUITY,-0.347987762269014,0,0,-0.0133179838286542,0.467623282336916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0511000677349968,0,0,0.738622922001138,0,0,0,0,-0.561198342826566,0,0,0,0,0,0,0,0,0,0,0.141096260001769,0,0,0,0,0.143316383014039,0,0,0,0,0
X600036.CH.EQUITY,0,0.264370604128982,-0.0634314441713399,0,0,0,0,0,-0.0563762657696086,-4.33680868994202e-19,0,0.619157830248754,0,0,0,0,0,0,0,0,-0.0665877686463815,0.258079497118542,0,0,0,0,0,0.0746509228432195,0,0,0,0.169219044471257,0,-0.102185106388191,0,0,0,0,0,0,0,0.113069295943825,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0261619403989329,0,0,0.13944586940745,0.0219123370658373,0,0,0.113796649498459,0,0,-0.0547265260406686,0,0.0480545676148794,0.244226362084992,0,0,0,0,0,0,0,0,0,0,0.123192268479741,0,0,0,0,0.178450835536921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0193477707327581,0.0798012638468419,0.0413726497991758,0,0,0,0,0,0,0,0,0,0.380899001437407,0,0,0,0,0,0,0.0230587605213453,0,0,0,0,0,0,0,0,0,0,-0.00507569904719488,0,0,0,0.0985425108482783,0.191799058646242,0,-0.0605121136487007,0.0265321385752817,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.189711062500705
X601328.CH.EQUITY,0,0,0.0435262037473518,0,0,0,0.101788450385529,0,0,0,0,0.372846919822679,0,0,0,0,0,0,0,0,0,0.202872654947209,0,0,0,0.097458683173759,0,0.167254476238075,0,0,0,0,0,0,0,0,0,-0.158541335797091,0,0,0,0,0,0,0,0,0,0,0,0,-0.372578852161941
X601166.CH.EQUITY,0,0,0,0.239648900340127,0,0,0,0,0,0,0,0,0,0.5392559450743,0,0,0,0,-0.0678946694867364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17107151070403,0,0,0,0,0,0,0,0,0,0,-0.00163691479489294
X600000.CH.EQUITY,0.0412374654602239,0,0,0,0,0,0.507104912870209,0,0,0.0534201636464838,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.268035430365099,0,0,0.140340456536078,0,0,0.0283367166126538,0,0,0,-0.14759419066284,0,0,0,0,0,-0.329795210930347,0,0,0,0,0,0,1.38777878078145e-17,0,0
X601319.CH.EQUITY,0,0.254510644041171,0,-0.0921372398262102,0,0,0,0,0,-0.0192479394048528,0,0,0,0.107207241691339,0,0,0,0.12404851407459,0,0,-3.46944695195361e-18,0,0.034459844052084,0,0,0,0,0,0,0,-0.111749599627548,0,0,0,0,0,0.0077232712120551,0,0,0,0,0,0.236624758408609,0,0,0,0,0,0.0928680873165187,-0.129436626833618,0.178970514422505
