,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.107978489267623,0,0.0963183693752261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440080209093915,0,0.448977287629315,0,0.159491384811646,0,0,0,0,-0.145401508848319,0,0,0,0,-0.162090681290976,0,0,0,-0.754565667557998,0,0,0,0,0.0761471619620712,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.401452536090066,0,0,0,0,0.0847763568510623,0,0,0,0,-0.104563884761303,0.161579312638918,0,-0.0281221190166611,0,0,0,0,0,0,0,0,0.0862262743481672,0,0,-0.1557948809637,0,0,0,0,0,0,0,0,0,0,0,0.0976434938937079,0,0,0,0.00676107909388699,0.330566195224136,0,0,0.0601987238740287,0,-0.0298408277185265,0.12948628467895
X601318.CH.EQUITY,0,0,0,0,0.0200257012043164,0.347080873226365,0,0,0,0,0,0,0,0,0.0112636050093919,0,0,0,0,0,0.118915110087503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356401911270757,0.0429500169043656,0,0,0,0.0340890958087244,0,0,0,0
X601288.CH.EQUITY,0,0.705780599192555,0,0,0.0459687997727653,0,0,0,0,0,0,0.018623772471863,0.138643396862284,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0630414171681707,0,0,0,0,0,0.0188632709667189,0,0,0,-0.0382836208482112,0,0,0,0,0,0,0,0,0,0.0493396281217515,0,0,-0.0320445996715032,0,0,0,-0.046352191774928,0,0,-0.0561127603026011
X601988.CH.EQUITY,0,0,0,0.434428840372748,0,0,0,0,0,0.212941136905265,0,0,0,0.0644875165496232,0,0.305114799269223,0,0,0,0.167701785555151,0,-8.67361737988404e-19,0,0,-0.0320329997750722,0,0,0,0,0,0,0,0,0,0,0,-0.48878129393973,0,0,0,0,0,0,0,0.210180415046176,0,0,0,0,0,0,0.426596745305238
X600036.CH.EQUITY,0,0.0650331991557504,0,0.0455173211204289,0,0,0.0150298796532001,0.0618738402015247,0,0,0,0,0,0,0,0,0,0,0,0.040265277899999,0.188503007768518,0,0.0313172320081684,0,0,0,0,0,0,0,0,0.105951268579826,0,0,0,0,0,0,0,0,0,0,0,0.159115425535799,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.118038883984086,0,0,0,0,0,0.225707998995969,0,0,0,0,0,0,0.0391792388579945,0,0,0,0.056193277272324,0.0408239208536223,0,0,0,0,0.0444992530736693,0,0,0,-6.93889390390723e-18,0,0.131385242109533,0,0.10172365364419,0.241461595246727,0,0,0.0545192325719636,0,0.0448964749992234,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.356678457655999,0.0144581987804997,0,0,0,-0.0748580178298435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141477192518053,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.180054104345179,0,0.111357756886163,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144699845910668,-0.136837691313702,0,-0.00287436135147727,3.46944695195361e-18,0,-0.331391039289304,0,0.714950986737531,0.0789005018342775,0.474010111808679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105966206248091,0,0,0,0.212411797973401,0.119898997136387,0,0,0
X601658.CH.Equity,0,0,0,0.220040278257584,0.00117579666041963,0,0,0,0,0,-0.0305032676277616,0,0,0,0,0,0,0,0.272181588730116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909595411143322,0,0.239987032872896,0,0,0,0,0,-0.0406863392468669,0,0,0.108517498415883,0,0,0,0
X388.HK.EQUITY,0,0,0.208048968216008,0.135905555968771,0,0,0,0,0,-0.202943409455521,0,0.026504660523554,0,0,0,0,0,0.0438651044006403,0,0,0,0,0,0.412637191923919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0784823600715264
X601328.CH.EQUITY,0.0621599048203058,0.181195621686634,0,0.133987042767148,0,0,0,0,0,0,0,0,0,0.105351901415476,0.109399821005246,0,0.0273145382689235,0,0,0,0,0,0,0,0,0.155729005911337,0,0,0,0.146241353525298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00729721636771209,0,0,0.0712125392023011,0,3.46944695195361e-18,0,0,0
X601166.CH.EQUITY,0,0.128403787485248,0,0.100126013273928,0,0.0148685524616141,0,0,0,0.0274297627700211,0,0,0,0.0873836100261851,0.406549461924452,0,0,0,0,0.0397690855513975,0,0,0,0,-0.001663388051647,0,0,0,0,0,0,0.0611319848862978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0.0360567322980133,0,0,0,0,0,0,0,0,0,0.223535837797771,0,0,0,0,0,0,0,0,0,0,0.149312491685046,0,0,0,0,0.110886653715521,0,0.0939880164351229,0,0,0,0,-1.0842021724855e-19,0,0,-6.62642002402143e-05,0.154183980709201,0,-0.00341997184131971,0,0,0,-0.0960383441246517
X600000.CH.EQUITY,0,0,0,0.224137167199884,0.0343593824484077,0.00848526079729182,0,0,0.0811089933455963,0,0,-3.46944695195361e-18,0.29171050669549,0,0,0,0,0,0,0,0,0.0503207070254956,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125694646628346,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.00384533844273921,0,0,0,0,0,0,0,0,0,0.314282757680925,0,0,0.0333592339533559,0,0,0.0123282045252796,0,0,0,0,0,0.0121397801579571,0,0,0,0.0572777752742936,0.374925263826396,0,0.0997981476054159,0,0,0,0,0,0,0.0492300344407777,0.00317466950516642,0,0.0206986407317721,0,0,0,3.46944695195361e-18,0.0772731808926808,0
