,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.293460355927279,0,0.330627582628726,0,0.0166876613668552,0,0,0.0911160458195653,0,0.0603601551666619,0,0,0,0,0,0,0,0,0,0,0,0,-0.10734436681469,0,0,0,0.046933493152514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981620347978169,0,0.118170112970283,0
X601939.CH.EQUITY,0.417535572125583,0,0,0.217207243996521,0,0,-0.145680076846673,0,0,0,0.00973201240684012,0,0.146252559667966,0,-0.0768777989004243,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,-0.00728467613436128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254302010574455,0,0,0,-0.0637292431725239,0
X601318.CH.EQUITY,0,0,0,0,0.216560219164112,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0260379833465732,0,0,0,0,0,0,0.181026728844359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258984482202177,0,0,0,0,0.218496813950043,-1.73472347597681e-18,0,0,0,0,0,0.111099338710473,0,0
X601288.CH.EQUITY,0.500253197130738,0,0,0,0.198630427836195,0,0,0,0,0,0,0,0.0747448305213091,0,0,0,0,0,0,0.0129160396221583,0.118439778728013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507921448031885,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.381098362531847,0,0,0,0,0,0.264989936192704,0,0,0,0,0,0.356552570418461,0.0873510780296583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.368421600441581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.278494604681567,0,0,0,0,0.0920710277727375,0,0,0,0,0,0,0.010191827754605,0,0,0,0,0,0.043362424825382,0.185151313125279,0,0,0.0916187640837307,0,0,0,0.0159817134354425,0,0,0,0.172707131539466,0,0,0,0,0,0.105441957379379,0.0157016292457397,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0848592724130446,0,0,0.0588444265961974,0.122709539878027,0,0,0,0,0,0,0,0,0,0.0246775865157692,0,0,0,0.147115838868311,0,0,0,0,0,0,0,0,0.219904059994061,0,0,0,0,0,0,0.0922907392464146,0,0,0,0,0.117246753359934,0,0,0,0
X5.HK.EQUITY,0,-0.0361982277416923,0,-0.175203719267488,0,0,0,0,0,0,0,0,0,0,-0.00534940214090476,0,0,0,0,0,0.0548271817437716,0,-0.580626244286601,1.07014167615249,0,0,-1.38777878078145e-17,-0.0324362905143971,0.468207991206628,0,0,0,0,0,0,0,0,0,0.434546918624826,0,0,0,0,-0.13039761240632,0,0,0,0,0,0,0.0977240504795402,0
X601628.CH.EQUITY,0,0,0.00559693968825836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157356661809707,0,0,0,0.0183948084059111,0.193414241155137,0,0,0,0,0.123166334258806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538437387685621,0.0742278548757868,0.0403044183076226,0,0,0.0875434829674336,0,0.0126583830598032,0,0.0942074814366206,0.0149310475314837
X601658.CH.Equity,0,0,0,0.0418585130106423,0.197323374402977,0,0,0,0,0,0,0,0.262614247991576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876429177062004,0.173447348995771,0,0,0,0,0,0,0,0,0,0,0.0447224777145931,0,0,0,0,0,0,0,0.352157304786603,0,0,0,0,0
X601328.CH.EQUITY,0.121807344554379,0,0,0.297555991478722,0,0,0,-0.0959276883212809,0,0,0,0,0,0.160590983344752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290150272447136,0,0,0,0.171252825021975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686406036040192,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.435400268329056,0,0,0,0,0.00723194214680603,0,0.0315545871728695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161049659544521,0.235774546524508,0,0,0,0,0.00200438961792499,0,0,0,0,0,0,0,0,0,0.0448677448896098,0.101644166949689,0.0226645148721918,0.0620521144324883,0,0,0
X600000.CH.EQUITY,0.210935964131798,0.0871518431125345,0,0,0.0919696655530814,0,0.0102383721192835,0,0.0271290771567088,0,0,0,0,0,0,0,0.0828645244053192,0.0468410240953,0,0.0304339473616683,0.0224018441508922,0.0959596238627132,0,0,0,0,0.0640357134206891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562055681319114,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.242822413085588,0,0,0,0,0,0,0,0,0.0294901310899554,0,0,0,0,0,0.107265386742317,0.20991776628629,0.0395936943617191,0,0,0.0725195615746197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633839498759425,0,0,0,0,0,0,0,-0.0777593150771823
X000002.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10815754257547,0,0.386411433409795,0,0.0845568271220439,0,0.0432564869519747,0,0.165651503243541,0,0,0.0929256928437776,0,0,0,0,0,0,0,0,0,0,0,0,0
