,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.172064202058046,0,0.199227595038852,0,0,0,0,0,0,0,0,0,0,0.0446916840484061,0,0,-0.191360053526563,0,0,0,0,0,-0.292174864828173,0,0.0486896747402055,0,0,0.839084452722199,-0.0998391331762494,-0.156478559466985,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00127750289684267,0,0.21203978659221,0.0166030673749639,0,0,0,0,0.0628711781967742,0,0,0,0,0,0,0.0189531740658785,0,0,0,0.0279017472375037,0,0,0.078908439985269,0.0224639702312629,0,0,0,0,0,0.279069136490736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.131456522884338,0,0,0,0,0,0,0,0,0.180403500281811,0,0,0,0,0,0,0,0.146236408780499,0,0,0,0,0,0,0,0,0,0,0,0.100413623247849,0,0,0,-0.257566399628495,-0.220306062617896,0,0,0.510465960974994,0.173770338467545,0,0,0,0.163730403460351,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.59554066507382,0.244790430621439,0.0843586236323495,0.588461326992332,0,0,0,0,0.350405093916368,0,0,0.0397252707063648,0,0,0,0,0,-0.42154359405507,0,0,0,0,0,0.0977548420058876,0,-0.706468706939481,0,0,0,0,-0.379647794061285,0,0,0,0.312272508864181,0,0,0,0,0.451586080663269,0,0,0,-0.0528525612967365
X5.HK.EQUITY,-0.0778136595219144,-0.0239167593999931,0,0,0,0,0,0,0,0,0,0,0,0,0.464353533551404,0,0,0,0.44990120680815,0,0,0,0,0.0662344366539658,0.0122422746779414,0,0,0,-0.130458025602634,0,-0.138668916904981,0,0,0,0,0.129661268191614,0,0,0,0,-0.101757697626243,0,0,0.18219913745707,0,0,0,0,-0.130223460782176,0,0
X601988.CH.EQUITY,-0.367794504712346,0,0,-0.00476664061648074,0.337046737286653,0,0,0,0,0,0,-0.0529149948722013,0,0,0,0,0,0.167602772274547,0,0,0.792791716392786,0,0,0,0,0,0,0,0,-0.545287711853695,0,0,0,0,0,0,0,0,0,-0.000863925931824544,0.042483002655256,0,0.14739088841315,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.15953720794395,0.543154732918417,-0.0346510452149069,0,0,0,0,-0.0303767420285378,-0.00534756554284797,0.348054832316704,0,0.357872212679287,0,0,0,0,1.73472347597681e-18,0,0,0,-0.131126120479419,-0.174725340521819,0,0,0.232032043564104,0,0,0.0750272170630084,0,0,0.110243474614888,0,0,-0.277553612130852,0,0,0,0,0,0,0,0.215382176037604,0,0.0503232917353502,0,-0.109783481555519,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.11071949692644,0.0113898598771139,0,0,0.13388622686047,0,0,-0.0787865823241577,0,0,0.0291442264049217,0.140066219607907,0,0,0.059904352430873,0,0,0,0,0,0,0.154583168687021,0,0,0,0,0,0.143363067660654,0,0,0,0,0,0,0,0,0,0,0.0229871194658898,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0249145852217789,0,0,0,0,0,0,0,0.0673476911427605,0,0.35996767639963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400242344983443,0,0,0,0,0.276546658171176,0.0535953067463512,0.0705258954410993,-0.0380840381322791,0,0,0,0.019389003007219,0,0,0,0,0,0,0,-0.142748029138752
X601328.CH.EQUITY,0,0,0,0,0,0,0.357746450185198,0,0,0,0,0.101186085924477,0,0,0,0,0,0,0,0,0,0,0.0273231467378678,0,0.245336950463904,0.168214273247532,0,0,0,0,0,0,0,0,-0.0729487249331807,0,0,0,0,-0.148836792598307,0,0,0,-0.0269741225899093,0.132055315474867,0,0,0,0,0,-0.242289913438538
