,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.11383234679679,0,0.085827906658836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412288183440692,0,0.499637051206283,0,0,0.151189327417273,0,0,0,0,-0.148871012755693,0,0,0,0,-0.166670036419041,0,0,0,0,-0.808354898204023,0,0,0,0,0,0,0.090572610652676,0,0,0
X601939.CH.EQUITY,0,0,0,0.349172106481654,0,0,0,0,0.10907985625844,0,0,4.33680868994202e-19,0,0.175224401126569,-0.0349945605235734,0,0,0,0,0,0,0,0,0.0243079838539811,0,0,-0.059673920021773,0,-0.0948243063902288,0,0,0,0,0,0,0,0,-0.00845516508223533,0,0,0,0,0,0,0.0449535455643447,0.428213893099019,0,0,0,0.00218878061503063,-0.0933790420815449,0.153523340579789
X601318.CH.EQUITY,0,0,0,1.73472347597681e-18,0.0666042971926443,0.295227985586818,0,0,0,0,0,0,0,0,0,0,0,0,0.0494320888387505,0,0.129325706754132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328769269963805,0,0,0,0.026416964607932,0,-8.67361737988404e-19,0.0745015036197217,0,0,0,0
X601288.CH.EQUITY,0,0.675235054151222,0,0,0,0,0,0,0,0,0,0.0346979255774246,0.151132518875599,0,0,0,0,0,0,0,0,0,0.109744191584014,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,-0.0407104862122601,0,0.00642086739670621,0,0,0,0,0,0,0,-0.0596159113817442,0,0,0,0,0,-0.0510467866932558,0,-0.0375670929613718
X601988.CH.EQUITY,0,0.265233108706949,0,0.192090591533444,0,0,0,0,0,0,0.0740255557036545,0,0,0,0,0.0548792075979154,0.120182699648206,0,0,0.0957369423774581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.541736562843031,0,0,0,0,0,0.163845778597191,0,0,0,0,0,0,0,0.302988637892285
X600036.CH.EQUITY,0,0.123291857312596,0.00881706901238249,0,0,0,0,0.121239749243059,0,0,0,0,0.078769756920837,0,0,0,0,0,0.0358895449452703,0.0418466863300998,0.0841942950267859,0,0,0,0,0,0,0,0,0,0,0,0,0.361246017704758,0.103631585587788,0,0,0,0,0,0,0,0,-0.0614172178467278,0.045040746665674,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.00912031958668943,0,0,0,0,0,0,0,0,0,0.192597190063249,0,0,0.0944320438725896,0,0,0,0.275382749547593,3.46944695195361e-18,0,0,0,-0.121538768787646,0,0.0314420139100859,0,0,0.119248755871,0.061073926412144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33744434504254,0.0339690816591399,0,0,0,0.0208828607241732,0,0.109133498298675
X601628.CH.EQUITY,0,0,0,0,0,0.346410021920422,0,0,0,-0.160983712469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322787044317348,0,0,0,0,0,0,0,0,0.0613423621208991,0.152117442512858,0,0.102142552674116,0,0.14339744851482,0.060789438288968,0,0,0,0.141673345512468,0,0,0,-0.0588191978237518,0,0,0.00633099540253817
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457138147633429,0,0,0,0,0,0,0.041928748603007,0.536722012705707,-0.338881059941807,0,0.593091319942098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469960492046165,0,0.213745376413846,0,0
X388.HK.EQUITY,0,0,0.273878275901195,0.0279748724137657,0,0,0,0,-0.0291752945224692,0,0,0.010363540404686,0,0,0,0,0,0,0,0,0,0.196074406313321,0,0,0,0,0,0,0,0,0,0,0,0,0.14222366540468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.0571952155105201,0.00516471351409303,0,0,0,0,0,0,0,0,0,0,0,0,0.259904215185537,-0.223149820171508,0.188137319398769,0,-0.0373159897645095,0.00211650832364023,0,0,0,-0.0932328344729714,0,0,0,0,0,0,0,0,0,0,0.0161278708994815,0.498686819064892,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.22381972194727,0,0,0.263159393934367,0,0,0,0,0,0,0,0,0,0.0461283797400745,0.0783487906714522,0,0.100571359313496,0,0,0,0,0,0,0.179526582214473,0,0,0,0,0,0.0498417114476703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210235147039145,0,0.101330529482927,0,0,0,0,0,-0.0023435180461336
X601166.CH.EQUITY,0,0.12623284560147,0,0.0999868338451113,0,0.0146043549051981,0,0,0,0,0.0265428863812523,0,0,0.411568008692817,0.0835458656549068,0,0,0,0,0.0394885876946188,0,0,0,0,-0.00159413740176167,0,0,0,0,0,0,0,0,0.0605764153367042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.211503283541622,0,0.0460441190794252,0,0.0628763653928449,0.0892456086138438,0,0,0.194425322845672,0.232170346147735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675195978554431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630505914591551,0,0,0,0,-0.0928621327888679,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0456531800196924,0,0,0,0.053068481224721,0,0,0,0,0,0,0,0.0433611067537203,0,0.104645076752013,0,0,0,0,0,0,0,0,0,0,0,0.205584914866475,0,0.0169890966108051,4.33680868994202e-19,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311758962774074,0,0,0.0368322277287849,0,0,0,0,0,0,0,0,0.0203616646552012,0.008209175760941,0,0.0576128418390816,0.394060656229123,0,0,0.109502995627728,0,0.0067547727505115,0,0,0.0392928278784403,0,0,0,0.00374017767514887,0.0264424472449507,0,0,0,0,0.0740119231887836,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,-0.171652924986711,0,0,0,0,0,0,0,0.348980574747805,0,0,0,0,0,0,0,0,0.192754049088444,0,0,0,0,0,0.0190759097134135,0.107606725624441,0,-0.0949641288741974,0.0128034663432677,0.143920537254697,0,-0.0505228401816755,0,0.102618087574447,0,0,0,0,0,0,0,0,0,0,0,0.0277927558477923
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.00822469280058622,0,0,0,0,0,0,0,0,0,0,0.0581126510497791,0,0,0,0,0,0,0,0,0,0,0,0.144843749301262,0,0,0.0133734756148522,0,0.124009803056135,0,0,0.0201880922476131,0.332694820012126,0,0.146902613764065,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0.0412922932682545,0,0.153974651037702,0,0,0,0,0.0124367587964775,0,0,0,0,0.012966148412503,0,0,0,0,0,0.171271462549991,0,0,0.207120361204063,0,0,0,0,0,0,0,0,0.1884033539136,0,0,0,0.201596159006738,0,-0.0819784111507969,0,0,0.0294582414739347,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.242716877470828,0,0.116704482977368,1.38777878078145e-17,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181783675022202,0,0,0.051809547550849,0,0,0.0338172204967633,0,0,0,0,0,0,0.257891760845819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134881642161482,0,0,0.026922138264396,0
X601601.CH.EQUITY,0,0,0.540641421975291,0,0,0,0,0,0.036450983551469,0,0,0,0,0,0,0,0,0,0.191914296776938,0.200924250029404,0,0,0,0,0,0,0.146662941991963,-0.0799791092277422,0,0,0,0,0,0,0,0,0,0,0,0,0.204258337857103,0,0,-0.336807955186835,0,0,0,0,0.142676194826302,0,-0.0753231409331264,-0.108774484591653
X688.HK.EQUITY,0.100618629385873,0,0,0,0,0,0.0612572160780711,0,0,0,0,0,0,0.212450266096257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192515311745366,0.095646640762821,0,0,0,0,0,0,0,0,0,0.362122735731994,0,0,0,0.0275677469047923,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.162237439886754,0.146600318745696,0,0,0,0.00915108776549971,0,0.00730476618717806,0.180524442704187,0,0.0363474368715467,0,0,0,0,0.370711120851403,0,0,0,0,0.14984188366878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102559658491982,0,0,0,0,0,0,0,0,0,-0.026187721935611,0
X601998.CH.EQUITY,0.256828572430666,0.030586810706887,0,0,0.0733231715090297,0,0,0,0.00811853344206619,0,0,0.0802169161412899,0,0.060389077534368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163936776579419,0,0,0.0703222714173087,0,0,0,-0.0145329478782731,0,0,0,0,0,0,0,0.145687680681615,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.13530885882359,0,0.167746443753057,0.304191361560241,-0.032756495622261,0,0,0,-0.0746572448888123,0,0,0,0,0,0,0.00842091525241907,0,0,0,0,0.199900279291024,0,0,0,0,0,0,0,0,0.0989578099332935,0,0,0,0.0684122728040946,0,0,0,0,0,0,0,0,0.0142518808500703,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.237177943085076,0.0343891740903504,0,0.0279761092821162,0,0,0,0,0,0.00102245212748342,0,0.0330199290269309,0,0,0,0,0,0,0.169877596664857,0,0,0,0,0,-0.0411400289841427,0,0,0.0430545026419686,0.0765891585095579,0,0,0,0,0.0174038328822205,0,0,0,0,0.318843517323598,0,0,0,0,0,0.0172199730310667,0
X1109.HK.EQUITY,0.0470046993727848,0,0,0,0,0,0,0,0.0900442145473185,0,0,0,0,0,0,0,0,0.0910924503321107,0,0,0,0,0,-0.0614384517135292,0.0704352694301271,0,0,0.593500209922237,0,0,0,0,0,0.123375170051121,0,0,0,0,0,0,0,0,0,0.0652694452250825,0,0,0,0,0,-0.101464541726862,0,-0.142557695366402
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0.188550397118194,0.206472833572511,0,0,-0.153379564433004,0,0,0,0.103550365149845,0.0940832491650545,0,0,0,0.128984260515655,0,0,0,-8.67361737988404e-19,0.192551371382414,0,0,0,0,0,0,0,0,0,0.0489057193488019,0.134338735680969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2007.HK.EQUITY,0.0344529443903341,0,0,0,0,0.0252342157334446,0.133712859513067,0,0.0393040206120308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102506744208378,0,0,0.278264929913877,0.0627451011401454,0,0,0,0.0889422689034744,0,0,0.0577857988729953,0,0,0,0,0,0,0,0,0,0.101783380950291,0,0,0.0399307999581487,0,0.126869283576002,0,0.0960384579403526
