,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.690641699742662,0,0.000962808083136745,0,0,0,0,0.0343374752693738,0,0,0.0969704182478698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174501840717843,0,0,0,0,0.0821056068000544,0,0,0,0,0,0,0,0,0,0.017055169560351
X601318.CH.EQUITY,0,0,0.0649219728628454,0.179104681656589,0,0,0,0,0.0714779138309605,0,0,0,0,0,0,0.0488396085348232,0,0.161460088812198,0,0.0139504399413091,0,0,0,0,0,0,0,0,0.0994322237256789,0,0,0,0.0288860463419941,0,0,0,0,0,0,0,0.164300750323451,0,0,0,0.0249059567368857,0.0588633921773584,0.0612819778815801,0,-1.73472347597681e-18,0,0
X601939.CH.EQUITY,0.165896164553395,0,0,0.375412218359884,0,0.143175192682597,0,0,0,0,0,0,0,0,0,0,0,0,0.023549127048219,0,0.0176807700936169,0,0,0,0,0,0.0126643884307832,0,0.146039603688829,0,0,0,0.067566960616755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0805194810603871
X601288.CH.EQUITY,0.164831381322004,0,0.0903135271917319,0,0,0,0,0,0,0.155258039025777,0,0,0,0,0,0,0,0.128160468742005,0,0,0,0.0277162076233645,0,0,0.0118150619407452,0.291760390001279,0,0.0427560469522166,0,0.057001621947259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.290149850625889,0,0,0,0,-0.122026882295066,0,-0.146734743435809,0.262568801515823,0.197256601147519,0,0.0791812407505155,0,0,0,0,0,0.232799309464949,0,-0.0471324755600641,0,0,0.135626118655498,0,0,0,0.0217442547251599,0,0,0,0,0,0,0,0,0,0,0,-0.498043796847693,0,0,0,0.174047084332601,0
X601988.CH.EQUITY,0,0,0.0601308901297983,0,0.0721138475602048,0,0,0,0.0239754330489821,0,0,0,0.0270522518632977,0,0,0,0,0,0,0,0,0,0.624009304416699,-1.73472347597681e-18,0,0,0,0,0,0.086685594763568,0,0,0,0,0,0,0,0,0,0,0.0460593507886663,0,0,0,0,0,0,0,0.0662870114384182,0.104019909424126,0
X600036.CH.EQUITY,0,0.0098157283475608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784532559157282,0,0,0.00547506730612234,0.0704150644207145,0,0,0,0,0,0,0,0,0,0,0,0,0.0148276019797293,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0431444920646102,0,0,0,0.26106160234347,0,0,0,0.172324133846598,0,0,0,0.0744268782163154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.130730351506467,0,0.0921748890107955,0,0,0,0,0,0,0,0,0,0,0,0.0396371405274852,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.360316827927459,0,0,0.0456160253969148,0,0,0.0801793063501725,0,0.105936613628038,0,0,0,0.0339937780701398,0,0
X601328.CH.EQUITY,0,0,0.0784720227270046,0,0,0,0.172231067650498,0,0,0,0.00842725552882172,0,0,0.147956274672947,0,0,0,0,0,0,0,0.269946311790081,0,0,0,0,0,0,0.0219862572366257,0,0,0,0,0,0,0,0,0,0,0.0790828384945697,0.221230971300119,0.0282898211548126,0,0,0,0,0,0.00518431292424377,0,0,0
X601166.CH.EQUITY,0,0.0346058153771287,0.197125909150691,0,0,0,0.16717818178358,0,0,0.0512698072424424,0,0,0.011271311988801,0.103571513916815,0,0,0,0,0,0,0,0,0.134744404846448,0,0,0,0,0,0,0,0.0844619218096977,0,0.0191538006754532,0,0,0,0,0,0,0,0,0,0,0,0.153330202354276,0,0,0,0,0.0203445939128978,0.082668280339675
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.0802244110699283,-0.165600154077579,0,-0.0410285425011487,0,-0.0582205143185944,0,0,0,0,0,0,0,0,-0.0851303602041645,0,0,-0.046695745327003,0,0.124242450711308,0,0,0.145050904261426,0.202296499017705,0.267129653808464,0,0.33023686657108,0,-0.0648131937649819,0,0,0.0428614898440874,0,0,0,0,0,0.0669328960141271,0.205940555153111,0,0,0,0.0859025144474014,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.170326726748227,0,0,0,0,0,0,-0.0227118784110229,0,0.159924006746379,0.11313559397348,0.265928703084708,0.134691291350638,0,0,0,0,0,0,0.139577681336655,0,-0.178830718478452,0,0.0206381570084689,0,0,0.212998878680691,0,0,0,0,0,0,0,0.0729095495744061,0,0,2.16840434497101e-19,0,0,1.73472347597681e-18,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0656980825293647,0,0.228472473593198,0.00771531926022206,0,0,0.201549549657317,0,0.0837229381039486,0,0,0,0.0813912191253778,0,0,0,0,0,0.0117670376523353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175238651895327,0.0201565841252118,0,0,0.0952325011384806,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.384120249662709,0,0,0,0,0,0.0254494351977673,0,0,0,0,0,0,0,0,0,0.402386692036633,0,0,-0.272478768187866,0,0.030718889557655,0.189311183636331,0,0,0,0.113480024312184,0,0.443616298364707,0,0,0,0,0,0,0,0,0,0,0,0.119036285079258,0,0,0.0833076491762512
X000002.CH.EQUITY,0,0.0124180299689217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013438068311614,0,0,0,0,0,0,0.0687586797741868,0.0702318176450718,0,0.10442304612697,0,0,0,0.0343275035681985,0,0.652384801526249,0,0,0,0,0,0.088964190954002,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.0609875147083116,0
X2388.HK.EQUITY,0,0,0,0,0.0611628235463243,0,0,0,0,0,0,0,0.280644250171574,0,0,0,0,0,0,0.163113909725126,0.189087824838316,0,0,0,0.00566075741183384,0,0,0,0,0,0.177628411716002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684678883402496,0,0,0,0,0,0
X601601.CH.EQUITY,0.0838944480003811,0.0716592459278199,0,0,0,0,0.149298313594944,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0519983932881887,0,0,0,0,0,0,0,0,0,0,-0.0176188214014431,0,0.107373632252046,0,0,0,0.0402553765468786,0,0,0,0,0,0,0,0,0,0.259899184288141,0,0,0.0181033667219327,0
X267.HK.EQUITY,0,-0.172623153863991,0,0,0.250835956081127,0,0,-0.104727176632993,0,0,0,0.126784887142461,0,0,0,0,0,-0.168690351040356,0,0.346461385884231,0,0,0,0,0,0,0,0,0,0.477206897653849,0,0,0,0,0,0.0923548821953624,-0.212467701418902,0,0,0,0,0.166801256077721,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0385352633913903,0,0,0.0703891743835228,0,0.289237875408627,0.162249771953951,0,0,0.00308433779055235,0.126613309328399,0,0,0,0,0,0,0.032820015933297,0,0,0.264526292331997,0,0,0.0856096656865187,0,0,0,0,0,0,0,0,0,0,0.00677289290679999,0,0,0,0.100826623256792,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0.0833423216090396,0,0,0,0,0.179127279344674,0,0,0,0,-0.0246998705291131,0,0,-0.0933866828171731,0,0,0,0,0,0,0,0,0,0.34327361615331,0,-0.0138350880376454,0,0,0.0745911087872249,0,0,0,0,0,0,0,0,0,0,0,0,0.214850791442099,0,0,0,0,-0.00724665947878483
X601998.CH.EQUITY,0,0,0,0,0,0.130135220817357,0,0,0,0.296093212368956,0,0,0,0,0,0,0,0,0,0,0,0,0.115390171841625,0,0,0,0,0,0,0,0,0,0,-0.000367339342109642,0,0,0,0,0,0,0,0,0.116879632258687,0,0,0,0,0,-2.16840434497101e-19,0,0
