,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.0969777790870487,0.404151807405072,0.0602411679527322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139143799822828,0,0,0,0,-0.0418667805947417,0.00553422803697676,0,0.0410480551738048,0.064971173926284,0,0,0,-0.0828702316972375,0
X601318.CH.EQUITY,0,0,0.0642271314866256,0,0,0,0,0,0.115816113799477,3.46944695195361e-18,0.0337620410592354,0,0.0547363062705766,0,0,0,0,0.0751922671213667,0,0.143149345679497,0,0.0655805179960447,0,0,0,0,0,0.0832598570434848,0,0,0.0522394956220384,0,0,0,0,0,0,0.145553011488262,0,0,0,0,0,0,0,0,0,0.062142379397105,0,0,0,0.0956840780083575
X601939.CH.EQUITY,0,0,0,0,0.0944318367271505,0,-0.0301528895903216,0,0,0,0.0974122504475134,0,0,0,0,0,0,0,0,0,0.00806260733598547,0,0.619532742543727,0,0,0.151637341030312,0,0.0992804591079612,0.0183054846609111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0920535966619184,0,0,0,0,0.206923392781926,0.0983927115237617,0,0,0,0,0.158453770269985,0,0.04897031541787,0,0,0,0,0,0,0,0.259597562020093,0.217450092292824,0,0,0.0307281538428874,0,0,0.0455327036676313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0841126339915436,0,0.0578457829201649,0,0,0.00471011436893236,0,0.392102291622418,0,0,0,0,0,0,0,0.00738108059419948,0,0,0,0,0,0,0,0,0,0,0,0,0.157935806209141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14985617509959,0,0,0,-0.0267244571842387
X601628.CH.EQUITY,0,0,0,0,0.0953150232050662,0,0,0,0,0,0,0,0,0,-0.182294775363083,0,0,0,0.0152507407442326,0,0,0.0564152942069704,0,-0.0120690538734893,0,0,0,0,0,0,0,0,0,0.641366062421154,0.0360422049046952,0,0,0,0,0,0,0,0,0,0,0,0,0.0749994277755147,0,0,0,0.209740275197162
X1299.HK.EQUITY,0,0,-0.129849197734648,0,0,0,0,0,0,0,0,0.127364434681348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852305760016878,0,0,0,0.128409499781288,0,0.0392893827393235,0,0,0,0,0,0,0.168383788030466,0,0.0462036954883347,0.278491026906976,0.0912289073734129,0.157465865914051,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.231562325244897,0.711234651492511,0,0,0,0,0,0,0,0.00685665154959223,0,0,0,0.0445546438224528,0,0,0,0.0723901755345337,0,0,0.103663356076252,0,0,0,0,0,0,0.0903896446497492,-0.119144237869834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344001617638629
X5.HK.EQUITY,0,0,0,0,0,0.00936388153462788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131379440820173,0,0,0,0,0.0846608646428668,0,0.176208507992906,0.0153729814466447,0,0,0,0,0,0,0,0,0,0,0,0.337336349132706,0,0,0.162245122283588,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.028346942698165,0.0588439229261094,0,0,0,0,0,0,0.063848611590039,0,0.151198968669282,0,0.112333077035814,0,0,0,0,0,0,0,0,0.177555338032751,0,0,0,-1.73472347597681e-18,0.381704824414565,0,0,0,0,0.0301667223225775,0,0,0,0,0,0,0,0,0,0,0,-0.0101510678906958,0,0,0,0,0,-0.00629736102200933
