,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.232876389571742,0.182892797574847,0.0519958656311416,0,0,0,0,0,0,0,0.133323674523833,0,0,0,0,-0.0830011273163936,0,0,0,0,0,0,-0.307982748471041,0,0,0.886692466526438,0,0,-0.173607620759193,-0.057074058813875,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.246722142984716,0,0,0,0,0,0,0.123900016044653,0.106302149050344,0,0,0,0,0.102140612308852,0.0387297752731739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115250785336122,0.0750938043801567,0,0.267780993689841,0,0,0,0,0,0,0,0,0,0,0,-0.114899174766288
X601939.CH.EQUITY,0.133447650366217,-0.145939441578049,0,0,0,0,0,0,0,0,0.203887747877132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144135808124852,0,0,0.0524510242509918,0,0,0,0,-0.203242877353144,0,0,0.122434978531246,0,0.591621485894477,0.158256099275314,0,0,0,0,0,0.0938166283687167,0,0,0,0,0.0828735586401433
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.54790775624705,0.0868920944185616,0.484241074849092,0,0,0,0,0.433728233497137,-0.418544049513491,0.357143812549787,0,0,0,0,-0.297142626921879,0,0,0.0535539043458993,0,0,0,0,0,0,0,-0.394572952049515,0,0,0,0,0,0,0,0,0,0,0,0.102910041959785,0,0.344764560813803,0,0,0,0
X5.HK.EQUITY,-0.0213803974961045,-0.411934262857275,0,0,0,0.0875236952153281,0,0,0,0,0,0,0,0,0,0.195529095709109,0,0.317037419759379,0,0.212197110421778,0,-0.0785062336347919,0,0,0,0.0495633222661262,0,0.00960348458451158,0,0,0,0,0,0.0826630121858267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224078178745243,0,0,0.0431505260862335
X601988.CH.EQUITY,0,0,0,0,0.384800320060427,0,0,0.0427492184781583,0,0,0,0,0,0,0.177659625282166,0,0,0,0.208499679267545,0,0,-0.0798870265386118,0,0,0,0,0,0,0,-0.315182758996727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013588020162926,0,0.0198907855958299,0,0,0,0,0
X600036.CH.EQUITY,0,0.456588064345148,-0.0407505257437785,0,0,0,0,1.38777878078145e-17,0,0,0.432784766441892,0.206235354130718,0,0,0,0.0362239949710439,0,0,0,-0.0537239922862895,-0.134758202056686,0.327835046772216,0,0,0,0,0.119571234759139,0,0,0,0,0,0,-0.227038509638725,0,0,0,0,0,0,0,0,-0.0772959081820153,0,0,-0.0888272413667602,0,0,0,0,0.00291005938716298
X1299.HK.EQUITY,0,0,0,0,0.277708993577602,0,0,0,0,0,0,-0.085617451975369,0,0,0,0,0.0232850175127234,0,0,0,0,0,0,0,0,0.131371221412158,0,0,0.118374936397166,0,0,0.1020542782041,0,0,0,0,0,0,0,0,0,0,0,-0.0959086027666278,0,0,0,-0.0278831751468431,0,0,-0.0102675252258541
X601628.CH.EQUITY,0,0.141477678423309,0,0.00383233989831855,0,0,0,0,0,0.163653723474101,0,0,0,0.328355319858811,0,0,0,0,8.67361737988404e-19,-0.0531606965555108,0,0,0,0,0,0,-0.0108584156844063,0,0,0,-0.0732856832695742,0,0,0,0,0.120379168883227,-0.0271770140205805,0.149522957872727,0.0705624708182078,0,0,0,0,0,0,0,0,0,0,0,-0.0680819186994461
X601166.CH.EQUITY,0.0798113472660165,0,0,0.151321139456057,0,0,0,0,0.233962299739626,0,0,0.212745146674054,-0.145142878942521,0,0.0516405222792168,0,0,-0.0258710485142554,0,0,0.0885745566710082,-0.0664333708622347,0,0,0,0,0,0,0,0,0.22494433153461,0,0,0,0,0,0,0,0,0,-0.220004103538936,0,0,0,0,0,0,0,0,-0.0839784155303497,0
