,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.16699040431046,0,0,0,0,0,-0.192222855297363,0,0,0,0,0,0,0,0,0,0,-0.0220955491403445,0,0,0.384569192754547,-0.0313581936760134,0,0,0,0.4306921486699,0,0,0,0,-0.0693942845336425,0,0,0,-0.0344508396281019,0,8.67361737988404e-19,0,0,0,0.0233538011766292,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0146774917792577,0,0,0,0,0,0.160958331604827,0,0,0,0.34811241603799,0,0,0,0,0,0,0.0217087560458633,0,0,0,0,0,0,0,0.206065209385994,0,0,0.0809749614686537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161853656897787
X601939.CH.EQUITY,0,0,0,0.764708755901157,0,0,0,0,0,0,0.116850872761201,0,0,0,0,0.101693534732926,0,0,0,0,0,0.00591964178645154,0,0,0.0111588318740401,0,0,0.0681687575860638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.971391568383102,0,0,0.0255476548644634,0,-0.0546507989257759,0,0.0207591482500205,0,0,0,-0.0277009674549011,0,0,0.0126205244017975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248211665742928,0,0,0,0,0,0.0221427580728303,-0.0198834249691914,0.0113115555766997,0,-0.0616594114589502,0,0,0,0.075741678468703,0,0,0,0,-0.128370132539542,-0.0259434658611298
X601628.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.243171761110248,0,0,0,0,0,0,0,0,0.445580966454185,0,0,0,0,0,0,0,0,-0.0559497809479718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105129902058167,0,0.373783538572978,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.371042193085552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157717813517616,0,0,0,0,0,0,0,0.160521446347305,0,0,0,0,0,0,0,0,0,0,0,0.0563121874528788,0,0,0,0,0,0,0.0493757719219875,0,0,0,0,0.0296413672203756,0,-0.0116928260132315
X601988.CH.EQUITY,0,0,0,0.0587952541340822,0,0.0230451717045355,0,0,-0.062440915213757,-0.00902678676009912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070616198238043,0,0,0,0,0,-0.0272319088698663,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.128458948374383,0,1.00102281186848,0,0,0
X1299.HK.EQUITY,0,0.0325673908993766,0,0,0,0,0,0,0,0.201627267494444,0,0,0,0.182955128511815,0,0,0,0,0,0,0,0,0.313370760078378,0,0,0,0,0,-0.0562853738515526,0,0.0459318034285033,0,0,0,0,0,0.0649480882714595,0.0717763946705804,0,0,0,0,0.163138331000089,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0521783422764668,0,0,0,0,0,0,0,0,0.0830818824289362,0,0.556626555280901,0,0,0,0,0,0,0,0,0,0.026689193905583,0,0,0,0.198224482042072,0.259127700620985,0.329752627767831,0,0,0,0.235890744709208,0,0
X388.HK.EQUITY,0,0.212768975112364,0,0,0.170868828353009,0,0,0.0421566194222413,-0.0550766371852239,0,0,0,0,0,0,0,0,-0.0727893411227841,0,0,0.0373413302517851,0,0.178683413186493,0,0.135855517162738,0,0,0,0,0,0,0,0,0,0,0,0,0.232632268587529,0,0,0,0,0,0,-0.145718379687853,0.0918409040454236,0,0,0,-0.0718987054856301,0,0.230246683889924
X601658.CH.Equity,0,0.0205029175727207,0.18898525274675,0.149105526264106,0,0,0,0,0,0,0,0,0,0,0,0.0375676803511884,0,0.0490802078194292,0,0,0,0,0,0,0,0,0.180573208805491,0,0,0,0,0,0,0,0,0,0.00535517671115576,0,0,-0.0380420432345777,0.128133222511746,0,0,0,0,0,0.0727780903816625,0,0,0.0519719504035666,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.123120349077628,0,0,0,0.314538084173567,0,0,0.0113735389700574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850533514471398,0,0,0.00675248736730287,0,0,0.189684604292253,0,0,0,-0.0664047377845074,0.150714488632703,0,0,0,0.267406630867404,0,0,-0.034035724117256,0
X601166.CH.EQUITY,0,0,0.0325995555381729,0,0,0.0440389399587903,0.19019326634786,0,0,0,0,0,0,0,0,0.0646005265948086,0,0,0,0,0,0.0616994150116172,0.0660995284627934,0.374716122031702,0,0,0.0169812902994925,0,0,0,0,0,0,0.00343817717222011,0,0,0.0576416074613876,0,0,0,0,0,0,0,0,0,0,0,0.176152533014695,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.680970772609459,0,0,0.0387152552186743,0,0,0,-0.0544806077467884,0,0,0,0,0,0,0,-5.40531542669015e-06,0,0,0,0,-0.0126566257393244,0,0,0,0,0,0,0.137382925298602,0,0,0,0.0520914345073482,0.00412153577421608,0,0,0,0,0,0,-0.0122604001464732,0
X000002.CH.EQUITY,0,0,0,0.183575591594326,-0.192178383532746,0,0,0,0.262671407771058,-8.67361737988404e-19,0,0,0.13805190416005,0.317122597648004,0,0.016700762024431,0,0,0,0,0.012042817846821,0,0.0446715326430861,0,-1.73472347597681e-18,0,0,0,-0.172357470083656,-0.0318179047236438,0,0,0,0,0,0.0769893203895005,0,0,0,0,0,0,0,0,0,0.0402474775194749,0,0,0,0,0,0.0325205242093472
X000001.CH.EQUITY,0,0,0,0,0,0.191920102186699,0,0,0,0,0,0,0,0,0.10847006697688,0,0,0.105421916090047,0,0.0754679329329959,0,0,0,0,0,0.32222079563562,0,0,0,0,-0.212835709814943,0.0519727963391803,0,0,0,0,0,0,0.254654046334276,0,0,0,0,0.0169579321249905,0,0,0,0,0,0,0,-0.013313159928766
