,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.205048183294576,0,0.0322804674348956,0.0021285965178549,0,0.39317860909668,0,0,0,0,0,0,0.00814559867844472,0,0,0,0,0,0,0,0,0,0,0.250369949754113,0,0.0427187601881859,0,0,0,0,0,0.08637692894008,0.0532680346769356,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0926607875621868,0,0,0
X601318.CH.EQUITY,0,0,0.114179732398168,0,0,0,0,0,0.249379358602721,0,0,0,0.0351112020144476,0.267093634385414,0,0,0.0650609322168016,0,0,0,0,0.0034146736971909,0,0,0,0,0,0.166384997710127,0.221837724629606,0.0648807723750238,0,0,0,0,0,0,0,0,0.00764665606129521,0,0,0,0,0,-0.113128166466209,0,0.0719363192484804,0.0175370977871301,0,0,0,0
X601939.CH.EQUITY,0.315157571612941,0.0593268338393366,0,0,0,0,0,0.296196901681961,0.253149978248807,0,0,0,0,0,0,0.0869644600504337,0,8.67361737988404e-19,0.106635022994129,0.052041583442177,0,0,0,0,0,0.0375456782283375,0.0999829800926715,0,0.153515231993755,0,-0.0350563675055817,0,0,0.0958540368107342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0782143206419254,0.11210674182885,0
X600036.CH.EQUITY,0,0,0,0,0,0.195280085631994,0,0,0.0484294853802796,-0.128888863899247,0,-0.0424067471970398,0.0853872439140448,0,0,0.128751626224912,0,0,0.113065683172029,0,0,0,0,0,0,0,0.442492753730389,0,0.0302927263664767,0,0,0,0,0,0,0,0,0,0,-0.0488785333930319,0,0,0,0,0,0,0,0,0,0,-0.0107636510608951,0
X601288.CH.EQUITY,0,0,0.105332130806538,0,0,0,0,0.486874883098228,0,-0.0557492802513449,0,0.0471156396962388,0,0,0,0,0,0,0,0,0,0,0.141737204879564,0,0,0.067904006504491,0,0,0.134564814418392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163482114059553,0,0,0.00276803887289466,0,0
X1299.HK.EQUITY,0,0,-0.103511795049916,0,0,0,0,-0.0373045056570536,0,0.216181012823687,0,-0.0748674190896356,0,0,0,0,0,0,0,0,0,0,0.162191204916097,0,0,-3.46944695195361e-18,0,0,-6.93889390390723e-18,0,0.0748283528845408,0,0,0.160447686361775,0.0233030454839301,0,0,0,0.2095117997872,0,0,0,0.201833538473317,0,0,0.0615370700483405,0,0,0.184702776471024,0,-0.0549419825965145,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134539207625283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428021401802907,0,0,0.0585862926093962,0,0,1.73472347597681e-18,0,0,0.044064430450078,0,0,0,0.000156822702506125,0
X601988.CH.EQUITY,0,0,3.46944695195361e-18,0,0.527337569104572,0,0,0,-0.0079468273790022,0,0,0,0,0,0,0,0,0.283265994320693,0.0432413530507316,0.147498703070941,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419528635678482,0,0,0,0,0,0,0,0,0,0,-0.0982828813160317,0,0,0.0014294370935463,0,0,0,0
X5.HK.EQUITY,0,0,0.0088026323052577,0,0,0,0,0,0,-4.33680868994202e-19,0.156393837388862,0,0,0,0,0,0,0,0,0,0,0,0.239955517631846,0.0505940964511529,0.0770252269614422,0,0,0,0,0,0,0.0156798786800207,0,0.21755090896664,0,0,0,0,0,0.293663897000504,0,-6.93889390390723e-18,0.141246461789409,0,0,0,0.0985177424637385,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.0993355573026153,0,0.0606746536140576,-0.111027019420655,0,-0.0825270614904736,0,0,0,0,0,0,0,0,0,0,0,0,0.0269578660489291,0,0,0,0,0,0,0,0,0,0,0,-0.216951392780937,0,0,0,0.0900114637404139,0,0,0,0,0,0.540180593685035,0,0,0,0,0.108325160428937,0,0.16958021965844,0
