,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0.144710164884647,0,0,0,0,0.0981825934307166,0,0,0,-0.0611499413791952,0,0,0,0,0,0,0,0,0.240814695559351,0,0.0130145575740795,0,0,0,0,0,0,0,0,0,0.0434562265231048,0,0,0.118626615913925,0,0,0,0,0,0,-0.0579849091598936,0,0,-0.116951457885317,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.175179713100589,0,0.0933106634339525,0,0.314306081653461,0,0,0,-0.0391202836558265,0.000570008757632735,-0.0147737870005559,0,0,0,0,0,0,0,0,0,0.0789724781231925,0,0,0,0,0,0,-0.281581805638027,0.247387305785049,0,0.223891635723544,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.319321514852199,0,0,0,0.0817410299370999,0,0,0,0,0,0,0,0,0.153162300416583,0,0,0,0,0,0,0.0737200163294039,0,0,0,0,0.150948595098208,0,0,-0.00513502017905705,0,0,0,0,0.10821323080425,0,0,0,0,0.0414105804100666,0,0,-1.73472347597681e-18,0,0.112544255465057,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.211424213706449,0.0654595015258,0.0928474724993802,0,0.028390812455864,0,0,0,0.0274886773165283,0,0,0,0,0,0,0,0,0,0,0,0.0836505876950814,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279483641922658,0,0,0,0.188403408557968,0,0,0.271624750237307,0,0,0,0,-1.73472347597681e-18,0.147432678280974,0,0,0
X5.HK.EQUITY,0,-0.208388165317165,0,0.426609204750591,0,0,0,-0.121825290013235,-0.0416931394160776,0,0.185785807945413,0,0,0,0,0,0.0798596449518687,0.12453337179938,0,0.0178443746034443,0,-0.0844617934262493,0.467717106118167,0,0,0,-0.0253800763943599,-0.00797227149891619,0,0,0,-0.0554006479304919,0,0,-0.190493546974514,0,0,0,0.0346946665819608,0,0,0,0.139163552679707,0,0,0,0,-0.208197094040068,0,0.0347184011920872,0
X601988.CH.EQUITY,0,0,0.0920634993452251,0.208272217104045,0,0,0,0,0.0554488142003854,0.15503260030658,0.38898943161166,0,0,0,0,0,-0.0389199198828074,0,0,0,0,0,0,0.117218161648996,0,-0.0988708350302722,0.00265876727805674,0,0,0,0,0,-0.113023063776024,0.0319090304489448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286487304460571,0.157163361070219
X600036.CH.EQUITY,-0.0473431193912658,0.210675323687424,0,0,0,0,0,0,-0.0157792487811358,0,0,0.105451891053727,0,0.264855405079147,0,0,0,0,0.168517597396998,0,-3.46944695195361e-18,0,0.0476688215964576,0,0,0,-0.0492173005622862,0,0,-0.0193589635002526,0,0.144374698614192,0,0,0,0,0.0686238659499567,0,0,0.0734332549884295,0.214774245959678,0,0,0,0,0,0.0489732672137427,0,0,0.0985064070083892,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241784452809313,0,0,0,0.0834062422091746,0.156805355994734,0,0.227194141856001,0.105072336507586,0.0583411622485474,0,0,0,0,0,0.175557044232005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634300109353924,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.00865120949333117,0,0.0343977956109253,0,0,0,0,0,0,0,0,0,0,0.124721478122462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551996762854279,0,0,0,0,0,0.298596950694371,0,0,0,0,0,0,0,0,0,0.156502504855564,0
X601166.CH.EQUITY,0,0,0,0.106857905483047,0,0.143374059577882,0,0,0.00397863652278316,0,0,0,0,0,0,0.200558433099756,0,0,0,0,0,0,0,0,0,0,0.1060066576374,0,0,0,0,0.370418166193809,0,0.143741926976203,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.161376221313047
