,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0856235850957072,0.216946055734818,0,0,0,0,0,0,0.462608914628545,-0.163969440727175,0,0,0,0,0,0,-0.111321223563042,0,-0.0322677656004609,0,0,0,0,0,0,0,0.700956547390403,0,0,0,0,-0.0609261806550084,0,0,0,0,0,-0.0140491157098336,-0.00905191127275724,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.127040899735038,0,0,0,0,0,0,0.0795832611350307,0.0840185547103503,0,0,0,0.0777442976836236,0,0,0.00689280668954512,0,0,0,0,0,0,0,0,0,0.0375570687401076,0,0,0.406112737432036,0,0,0.209849406296034,0,0,0,0,0.000764100013749259,0,0.0027575736880683,0,0,0,0,0,-0.0995895670165344
X601939.CH.EQUITY,0.158756233581431,0,0,0,0,0,0,0,0,0.241864492544704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127774309766727,0,0,0.00492261025008102,0,0,0,-0.142986429402882,-0.248992250920555,0,0,0,0.114251628808654,0.0514111196531499,0.534001499211389,0,0,0,0,-0.0294398871756895,0.20075953810934,0,0,0,0,0.0749974345999517
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.110649802046483,0,0.0582814362689137,0.527696296429654,0,0,0,0.0104705314633845,0.122997172125183,-0.391961178978849,0,0,-0.28847870666405,0,0,0,0,0,0,0,0.0132334931562787,0,0,0,0,-0.400036892488725,0,0,0,0,0,0.0521942003517896,0,0,0,0,0,0,0,0.548718879005388,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.126817807955052,0,0.132973504265393,0,0,0.0501988588441458,0.0305005758001764,0,0,0.253165177906654,0,0,0.151904120429467,0,0,0.0366209296897047,0,0,0,0,0,0,0,-0.0490307277550723,0,0,0,0,0,0,0,0,0.0341489648998023,0.023330475761463,0,0,0,0,0,0,0,0,0,0.172152552165084,0,0
X601988.CH.EQUITY,-0.0792185485189199,0,0,-0.0710535871298159,0.487298155592518,0,0,0,0,0,0,0,0,0,0,0,0,0.111696674309582,0,-0.256396737968029,0,0,0,0,0.490061149603772,0,0,-0.198246151254983,0,-0.580902115758882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191251119045132,0.230608113957065,0,0,0,0,0.0116502934328532
X600036.CH.EQUITY,0,0.0304288321319595,0,0,0,0,0,0,0,0.661065643836869,0,0,0,0,0,0,0,0,0,0.201701692535995,0,0,0,0,0,0,0,0.0604435664750654,-0.0311873698621607,0,0,0,0,-0.181197347843846,0,0,0,0,-0.000269744323330556,0,0,0,0,0,0,0,0,0,0,0,0.0761304712184706
X1299.HK.EQUITY,0,0,0,0,0.157159387818555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149294877409868,0,0,0,0,0,0,0.252130140635051,0,0,0,0,0.130737320822723,0,0,0.0431760649722007,0,0,0,0,0,0,0,0,-0.0308874870043895,0,-0.102260660057038,0,0,0,0,0,-0.0418062723636126
X601628.CH.EQUITY,0,0.0653245134140944,0,0.0666150636034925,0,0,0,0,0,0,0,0,0.0628417872299229,0.105950756116392,0,0,0,0,0,0,0,0,0,0,0.13885584332843,0,0,0,0,0,0,-0.0403967194227582,0,0,0.157601264249534,0.161340604263257,0,0,0,0,0,0.25474063406776,0,0,0.169952284068953,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.11630226584031,0.0190853541745076,0,0,0.620825119856314,0,0,0,0,0,0,0,0,0,-0.15284917854168,0,0,0.27033757898319,0,0,0,0,0,0.310656117451596,0,0,0,-0.0183109911922027,0,0,0,0,0,0,0,0,0,0,0,0,0.137035447842823,0,0,-0.506782909035691,0,0,0,0,-0.168203118183312
