,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601916.CH.Equity,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0138988732300012,0.0837024442983501,0,0,0,0,0,0,0.277091892783592,0.123291550039683,0,0,0,-0.167399553192548,0,0,0,0.0843624970492834,0,0,0,0,0,0,0,0.048713771545055,0,0,0,0.0367341428269487,0,0.0545398766057865,0,0,0,0,0,0,0,0.257389664450547,0,0,0,0.0425658397698808,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0279237301526408,-1.38777878078145e-17,0,0.244946144401253,0,0,0.275509583066559,0,0,0,0.0752866637784762,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.115238812290099,0,0,0,0,-0.251835466882998,0.107855040900875,0,0,0.179111431259873,0,0,0,0,0,0.088974736885086,0,0
X601939.CH.EQUITY,0.468771179095494,0,0,0,0,0.189655368129807,0,0,0,0,0,0,0,0.0493345863444995,0,0,0,0,0.00907673780448771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372476923243151,0,-0.125524262231912,0,0.0512422113106267,0,0,-0.039395331229693,0,0,0,0,0
X601288.CH.EQUITY,0.558516803316881,0.031549707720241,0.106397986552394,0,0.0657315374077387,0.0110026812945087,0,0,0.0486119253813443,0,0,0,0,0,3.46944695195361e-18,-0.0356556233023716,0,0,0,0,0,0,0,0,0,0.0815624398459538,0,0,0,0,0,0,0.0509369313476081,0,0,0,0,0.158530366922412,0.180011946015939,0,0,0,0,0,0,0.0396701727195528,0,0,0,0,-0.0610278069648576
X5.HK.EQUITY,0,-0.0397237749559466,0.199697772563677,0.0808836681133667,0,0,0,-0.160020079092665,0,0,0,0.228849298852869,0,0,0,0,0,0.59454742621042,0,-0.026995156630375,-0.14991269750612,0,0,0.11839935580976,0,-0.118931806159312,0,0,0,0,0,0,0,0,0,0.0440264340724526,0,0,0,0,0,0,0,0.0985596976808333,0,0.157974192552514,0,0,-0.0672343727122608,0,0
X601988.CH.EQUITY,0.0959643526426077,0.0586980920972507,0.205350225912982,0.213048635382671,0,0,0,-0.0205927157949417,0.112126212277594,0.0905617538300532,0.166086058075583,0,-0.3414695335711,0,0,0,0,0,0,0,0,0,0.0294019945972949,0,0,0.0887458414492927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597158533219001,0,0,0,0,0.0710398149328742,0.0433172273310806
X600036.CH.EQUITY,0,0.35977079165202,0,0,0,0,0,0,0,0,0,0.183991379948337,0,0.16157560758931,0,0.050785618648973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933593015712583,0,0,0.0138902648802175,0,0,0,0.0934151491327253,0,0,0,0,0,0.0389517992326894,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.068211634239197,0,0,0,0,0,0,0,0,0,0.223363946018761,0.296970990881596,0,0.215872308378159,0,0,0,0,0,0.0417414321181296,0,0,0.0358117837418301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.207890840087157,0.148675674933627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,4.33680868994202e-19,0,0.195293684492021,0,0,0,0,0.0377339860380458,0,0,0,0,0,0,0,0,0,0,0,0,0.0431708186029445,0,0,-0.016211734405772,0.323810443555935,0.050546935505957
X601166.CH.EQUITY,0.232958592038375,0,0,0,0,0.106727387901133,0.432564877292668,0,0,0,0,0,0,0.0113573402370732,0,0.391120962937568,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0483800662526288,-0.131881569648949,0.0363465752655399,0,0,0,0,0.0375239647828767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
