,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.106351248530751,0,0.373971338078851,0,0,0.0147926179059814,0,0.154617439221479,0,0,0,0,0,0,0,0,0.152409172245346,0,0,-0.0572080092994157,0,0,0,0,0,0.00489287176161899,0,0,0,0,0,0,0,0,0,0,0.100708818151809,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.107307327410786,0,0,0
X601939.CH.EQUITY,0.362414873918584,0,0,0,0,0,0,0,0,0,0,0.0383494169881832,0,0.496979198460365,0,0,0,-1.73472347597681e-18,0,0,0,-0.0338537255082155,0,0,0,0,-0.0344276162157051,0,0,0,0,0,0,0,0.0631608544761422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235138044311679,0,0
X601318.CH.EQUITY,0.134113193974372,0,0,0,0,0,0.175535312405014,0,0,0,0,0.0501660569317954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131186127619454,0,0,0.0345904871721077,0,0,0,0.347865612272808,0,0.0662605570327013,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.37402160019126,0,0,0,0.418080126016991,0,0,0,0,0,0.0424544444488809,0,0,0,0,0,0.0869797414415209,0,0,0,0,0,0,0,0,0,0,0,0,0.0418182910460074,0,0,0,0,0,0,0,0,0,0,0,0,0.0028812076078293,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0373485303501865,0,0.270282725139353,0,0,0,0,0,0,0,0,0,0.0214561225377951,0,0,0,0.109962423383266,0,0.273444016139987,0,0,0,0,0,0,0,0,0,0,0.0539992246582581,0,0,0.0960117595688141,0,0,0,0,0,0,0,0,0,0.00883272492243081,0,0.0854120549279615,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.169642767263698,0,0,0,0,6.93889390390723e-18,0,0,0,0.00843233797627837,0,0,0,0,0,0,0,0.42073289260649,0,0.125529120175218,-0.00915415337481803,0,0,0,0,0,0,0.0945355484608728,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.464914889585138,0.032082461157383,0
X600036.CH.EQUITY,0,0,0.164654521051429,0,0,0.154238181342776,0,0.0704094274056058,0,0,0,0.368941273375272,0,0,0,0,0,0.0192687499514702,0,0,0,0,0,0,0,0,0.108438069008166,0,0.00863880614025226,0,0,0,0,0,0,0,0,0,0,0,0.0167055009994735,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.00100356676793076,0.168165307981037,0,0,0,0,0,0,0,0,0,0.212005089762916,0,0,0,0.271427569069405,0.0761319490869605,0,0,0,0,0,0.0802743965186764,0,0,0,0,0.29750814300772,0,0,0,0,0,0,0,0.0201466815225779,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.097826459389377,0.0257078581741321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427647809594515,0.02816915083421,0,0,0,0,0,0,0.14695191526568,0,0,0,0,0,0,0,0,0,0,0,0,0.0649990579761456,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.0524613601010124,0,0,0,-0.030677954742299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036140199477297,-0.538077765280767,0,0,0.358637989970287,0,0,-0.0246656984824895,1.13909156503487,0,0,0,0,0,0,0,-0.0314105556805846
