,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.427098158585521,0,0,0,0,0,0,0,0,0,0,0,0.0700032241538458,0,0,0.139739740208648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688639170783126,0,0,0,0,0,0,0,0,0,0.0784809389781074,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.172105659012789,0,0.220066693167486,0,0,0,0,0,0,0,0,0.242893803430978,0,0.0695191817621313,0.0142463760983467,0,0,0,0,0.132492640602211,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.132231214529606,0,0,0,0.0379734216377832,0,0,0,0,0,0,0,0.0414047348022443,0.0462041205848102,0,0
X601939.CH.EQUITY,0,0,0,0.729477869863112,0.0320493156977258,0.054111530659554,0,0,0,0.235594657545495,0,0,0,0,0,0,0,0,0,0,0.0501830318161704,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,-0.0234084468603656,0,0,0.0231273537979588,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.412057000602664,0,0.0302512190733342,0,0.9427706565784,0,0,0,0,0,0,0,-0.142832839063912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152351364435235,0,0,0,0,0,0,0,0,0,0,0.049174566220123,0,0,0
X5.HK.EQUITY,0.00866018598148545,0,0,0,0,0.120743558132469,0.397531179283116,0,0,0,2.77555756156289e-17,0,0,0,0.044721018535723,0,0,0,0,0,0,0,0,0,0,0,0,-0.206843889872677,0,0,0,0,0,0,0,0,0.095956699566354,0,0,0.322486742575905,0,0,0,0,0,0,-0.0975547299968536,0,0.0213181523766049,0,0
X601988.CH.EQUITY,0,0,0,0,0.340245838128071,0,0.00722339443067228,0,0,0,0,0,0,0,0,0.0841827866155008,0.105488627005531,0,-0.0775591879106662,0,-0.0627288101256121,0,0,0,0.265473469144555,0,0,-0.0138670071216498,0,0,0,-0.25328158993885,0,0,0,0,0,0,0,0,0.0772099601376904,0,0,0,0,0,0,0,-0.0182635227825224,0.127473341410733,0
X1299.HK.EQUITY,0,0,0,0,0.22812897004129,0,0,0,0,0,0,0,0.0242492536703015,0,0,0,0.197325669290836,0,0,0,0,0,0,0,0,0.0609894471291893,0,0.108562730368118,-0.14118780640529,0,0.0926567638827145,0,0.0103581199176037,0,0,0,0.397952378928329,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0408906960177333
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.408189011755236,0,0,0,0,0.0385607432761432,0,0,0.120658743565066,0,-0.110529836657947,0,0,0,0,0.181374996683653,0,0,0,0,0,0.2194657969436,0,0,0,0,0.11501709449167,0,0,-0.0306331210022415,-0.162339560784441,0.0818496292181159,0,0,0.132014713722176,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0819226331870928,0,0.00154387986088417,-0.0846234908899106,0,0,0,0,0,0,0.0516114746916601,0,0,0,0,0,0.204849339571106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405434575796177,0,0,0,0,0,0.215557155704476,0,0.0878632156217449,0.0633818469805856,0,-0.0110669297697409,0,0,0,-0.0178687925102036
X601328.CH.EQUITY,0,0,0.210518974670232,0,-0.0498005737755339,0,0,0.46755463900939,0,0,0,-0.0571388178269053,0.370186647148269,0,0,0,0,0,0,0,0.0342389273003286,0,0,0.030382489726701,0,0,0,0,0,0,0,-0.162979837037706,-0.239250570091213,0.196455395152377,0,0,-0.00382846543084785,-0.181521414919484,0,0,0,0,0,0,0,-0.0155861872818846,0,0,0,0,0
