,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601155.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.238142763788681,0.083408339673015,0,0,0.240474217473183,0,0,0.03334349427542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131379522119554,0,0,0,0.069255997422314,0.0146895492819896,0,0,0.0535495626550129,0.086747191508133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.187546194717719,0,0,0,0,0.095658120126273,0,0.101919178692128,0,0.1631256350046,0,0.127008748625559,0,0,0,0,0.228094809106863,0,0,0,0,0,0,0,0,0.11353844199342,0,0,0,0,0,0,0.0188715843421832,0,0,0,0,0,0,0,-0.104705387288119,0,0.0665950606928413,0.0464008197127455,0,0,0.0578813033404222,0,0
X600036.CH.EQUITY,0,0.08573295542925,0,0,0,0.0673834265648655,0,0,0,0,0,0,0.0694428350927749,0,0,0,0,0,0,0,0,0,0,0,0.0937047642428982,0.103414128090727,0,0.151970140936204,0,0,0,0,0.120081262644404,0,0,0,0,0,-0.0544642406732307,0,0,0,0,0,0,0,0,0,-0.0516225694669799,0.283570122341284,0,0
X601939.CH.EQUITY,0.625276933092545,0.170574146335261,0,0,0,0,0,0,0,0,0.0631999129565067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938673833451227,0,0,0,0,0,0,0,0,0,0,0.174583326572552,0,0,0,0,0,0,0,0,0,0,0.0952605789143817,0.00539469206813648,0
X601288.CH.EQUITY,0,0,0,0.177833942187375,0,0,0,0.439954373107367,0,0,0,0.00549682143970479,0,0,0,0,0,0,0,0,0,0,0,0,0.0559897076475479,0,0,0.0698191180024118,0,0,0,0,0.104726208006406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357356444296636
X1299.HK.EQUITY,0,0,0,0,-0.0538909819554829,0,0,-0.0692863554934157,0,0.187654688186448,0,0,-0.0023574569311444,0.0505926737941915,0,0,0,0,0,0,0,0,0,0.124218273094197,0,0,0,0,0,0,0,0,0.082519351270398,0.0152814716811398,0,0,0,0.00842946636568249,0,0.172366025999337,0.1569354959,0,0.0906640520132458,0,0,0,0,0.298946554844445,0,0,-0.106954513292682,0
X601628.CH.EQUITY,0,0,-0.137434478170764,0,0,0,0,0,0,0.095271339201441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490910252943214,0.104142618507932,0,0,0,-0.040899536907559,0,-0.0797491704973094,0,0,0.381832052647248,6.93889390390723e-18,0,0.395459923777293,0,0,0,0,0,0.0445373329767582,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0513796430499645,0,0,0,0.450761826543536,0,0,0,0,0,0,0.0689691801130094,-0.0345562568626824,0,0,0,0,0.22199818149314,0,0.0472417699231242,0,0,0,0,0.0170158546966312,0,0,0,0,0,0,0,-0.104988935408083,0,0,0,0,0,0,0,0.116092575687593,0,0,-0.0473030743639578,0,0.123905285476043,0,0,0,0,0,-0.0836605007887789
X5.HK.EQUITY,0,0.227179650539137,0,0.0747081814253688,0,0,0,0,0,-0.0983376851220181,0.0514627831583573,0.061280546027391,0,0,0,0,0,0,0,0,0,0,0,0.230789705424135,0,0,0.118085190833648,0,0,0,0,0,0,0,0,0,0,0,0.251494770718608,0,0,0,0,0,0,0,0.0538127177583114,0,0,0,0,-0.0524248934432694
X388.HK.EQUITY,0,0,0,-0.191489621396197,0,0,0,0,0,0,0,0,0,0,0,0,0.0865285796027702,0,0,0,0,0,0,0,0,0,0,0,0.0890706905826311,0,0,0,-0.189016629407142,-0.157358001081002,0,0,-0.136746259874427,0.236238614365882,0,1.73472347597681e-18,0.164712229627623,0.0208613321318392,0,0,0.264182067154688,0,0,0,0,0,0,0
