,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.236261747807049,0,0,0.0871120842193964,0,0.238981288708783,0,0,0,0,0,0.128008684619833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381572992772152,0,0,0,0.0939292611696152,0,0,0,0,0,0.0225374840838287,0,0,0,0,0,0,0,0.10642178558939,0,0,0,0,0
X601318.CH.EQUITY,0.169828941524235,0,0,0,0,0,0,0,0.27686929965656,0,0,0,0,0,0,0,0.25163471164012,0,0.0590104595891955,0,0,0,0.0958043651019052,0,0,0,0,0,0.037949553219249,0,-0.0880524608032402,0,0,0,0.0942061789568441,0,0,0,0,-0.0198575994704053,0,0.0536213080560616,0.0190837953954127,0,0.0587457283649718,0,0,0,0.0610611151557365,0,0,0
X601939.CH.EQUITY,0,0,0,0.28250173014212,0,0.0747341210833433,0,0,0,0,0,0,0,0.416033101537508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558749251299935,0,0,0.0735824635395232,0,0,0.00942158202111554,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.354593456465,0,0.0264998549080032,0,0,0.48716791973738,0,0,0,0,0,0,0,0,0.0301840353357625,0,0,0,0,0,0,0.0175522353262719,-0.0285983179063263,0,0,0,0,0,-0.000319121037675755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104902443735041,0,0,0,0.00349698577014363,0,0,0
X5.HK.EQUITY,-6.93889390390723e-18,0,0,0,0,0,0,0.0333671399142915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313539135866527,0,0,0,0,0,0.222601608704313,0.0962230881104918,0,0,0.390823740958592,0,0,-0.0538135002217356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287332209384497
X601988.CH.EQUITY,0.375581009666572,0,0.000217634307193446,0,0,0,0,0,0,0,0,0.0951056566120422,0,0,0,0,0,0,0.0251822141442161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159783069281375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297329577068689,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.281567783900297,0,0,0,0.313525304454716,0.045355158929374,0,0,0,0.143922537222496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141792852368404,0,0,0,-0.047332423545067,0,0,0,0,0,0,0,0,0.0203157843461508,0,0,0,0,0.0816273866436126,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378509717232156,0,0,0.0701669871831891,0.171053072050584,0.0133318086557533,0,0,0,0,0,0,0,0.273548909414707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.169291602457699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183493239810113,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.194887223083239,0,0,0,0,0.067678364312694,0,0,0.16395907764548,0,0,0,0,0,0,0,0,0,0,0.10821030685468,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.254250795177268,0,0,0,0,0,0.274626900017833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166243143983321,0,0,0,-0.148724362502628,0,0,0,0,0.746898648015907,0,0,0,0,0,0.251775583457922,0,0,0,0,0
