,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.146450568739274,0,0.0778593038433033,0,0,0,0,0,0,0.34616187717761,0.12964218561685,0,0,0,-0.137893909102309,0,0,0,0,0,0,0,0,0,0,0,0.00100710069691246,0,0,0,0,0.172253018100267,0,0,0,0,0,0,0,0,0.127796542521598,0,0,0,0.0641100363403958,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0464250723471723,0,0,0.237854477878438,0,1.38777878078145e-17,0.152159530322644,0,0,0,0.0547401657083687,0,0,0,0,0,-0.122710828278225,0,0,0,0,0,0,0,0,0,0.181874781656105,0,0,0,0,0,0,-0.311227130187621,0,0.339869505164818,0.0396079839417066,0.198256483257087,0,0,0,0,0.0901379255049669,0,0,0
X601939.CH.EQUITY,0.484107695553435,0,0,0,0,0.178933041214791,0,0,0,0,0,0,0,0.0590602681762408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375065740432495,-0.120866886801612,0,0,0.0496608613730657,0,0,-0.0474855573794071,0,0,0,0,0
X601288.CH.EQUITY,0.578002882000734,0.053431682527273,0.173276669910058,0,0.00358372543504039,0.0401348166620457,0,0,0.0451609079240318,0,0,0,0,0,0.0219277959410882,0,0,0,0,0,0,0,0,0,0,0,0.00832728255762352,0,0,0,0,0,0,0.127850040900193,0.0526083331432059,0,0,0,0.103684173257426,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.103037828073893,0,0
X5.HK.EQUITY,0,-0.056624215051585,0.104099526544069,0.0920964113729462,0,0.16557476066439,0,-0.0566570516765509,0,0,0,0.273933970902274,0,0,0,0,0,0.691020483898688,0,0,0,0,0,0,0,0,-0.194718298590528,0,0,0,0,0,0,0,0.0240603015525016,0,0,0,0,0,0,0,0,0,0,0.0865653243728708,0,0,-0.0597615413632538,0,0
X601988.CH.EQUITY,0.20489035286841,-4.33680868994202e-19,0.108232192611869,0.0940208814688258,0,0,0,0,0.0740165540496931,0.0782194228022495,0,0,-0.26020055856809,0,0,0,0,0,0,0,0.300908544195203,0,0.0739140549196449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473379219196784,0,0.141645827301667,0,0,0,0,0,0,0,0.0611543271780039
X600036.CH.EQUITY,0,0.153989420729369,0,0,0,0,0,0.0800981021650988,0,0,0,0,0,0.248794814944862,0,0.0482662648679635,0,0,0,0,0,0,0,0,0.0624223797792581,0,0,0,0,0,0,0.238893862361043,0,0,0,0,0.143226510961021,0,0,0,0.0465925337316637,0.104594107534121,0,0,0,0,0,0,0,0.00358764513291524,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0136945942863464,0.0357576956353083,0,0,0.216177472034654,0,0,0,-0.15915805776808,0,0,0.288189057969527,0.240771271320719,0,0,0,0,0.0503510495335268,0,0,0,0.150372844146643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0766854615652425,0,0.157143021035886,0,0,0,0,0
X601628.CH.EQUITY,0.287387364475984,0.289245656146668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00473230567722312,0,0,0,0,0,0,0,0.0540769260375246,0,0,0,0,0,-0.0803736520818121,0.118181230125951,0,0,0,0,0,0,0,0,0,0,0,0.0824754771031079,0,-0.193669451768721,0,0,0.218308137337178
X601166.CH.EQUITY,0.0537571011468086,0,0,0,0,0,0.493993261232313,0,0,0,0,0,0,0.0199235867614724,0,0.202237613956106,0,0,0,0.0520798123283284,0,0,0,0,0,0,0,0.0355422086892104,0,0,0,0,0,0,0,0,0,0.00902857243047566,0,0,0,0,0,0.179325848940785,0,0,0,0,0,0,0
